,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.right_CO2_vd_fd3_scaled,feature_importance.right_CO2_vd_fd2_scaled,feature_importance.right_CO2_vd_scaled,feature_importance.right_CO2_vd_fd1_scaled
63,63,0.8981818181818182,0.8965091443065012,0.8133333333333334,0.9252444444444444,1.8239886847131734,1.0545019855718845,0.31267633962260166,2.1463464662434606,0.7082861204624062,0.06763636363636363,0.043636363636363654,0.04290909090909092,0.024
64,64,0.9127272727272727,0.9084261113336004,0.8197586726998491,0.9276856041561924,0.9841459019913981,0.5904841519139211,0.04257917920567346,2.4608847961195885,1.747576893614288,0.08509090909090908,0.03163636363636363,0.05381818181818182,0.030909090909090907
65,65,0.8981818181818182,0.8967193608703041,0.8272727272727273,0.9329752066115702,1.753560621877652,0.7575412197943988,0.24261652719479773,2.2598937982100593,0.9967392122559877,0.0970909090909091,0.033818181818181824,0.043636363636363654,0.019272727272727275
66,66,0.88,0.8740144214866922,0.775309834218574,0.9264445517463383,1.098462994927262,0.3530242345045182,0.0034947594554960593,2.889341930288169,1.7562140301252938,0.06363636363636363,0.030545454545454563,0.015636363636363625,0.0061818181818182
67,67,0.8872727272727273,0.8867616918410259,0.7896135265700484,0.9179710144927535,1.16321348393478,0.8296830336493692,-0.2575266860376118,2.2474250718403694,2.071395018577416,0.07890909090909096,0.023636363636363688,0.017090909090909122,0.02109090909090915
68,68,0.8872727272727273,0.8850509529888687,0.7977750948602966,0.9171265953777165,1.2076258203209,0.5008486584572426,0.1374830615138148,2.452344823465133,1.7116789747947085,0.07381818181818187,0.050545454545454595,0.013818181818181851,0.023272727272727323
69,69,0.9309090909090909,0.9295096937836066,0.8667279411764706,0.9476540616246498,1.2982455125909929,0.34322918560757343,0.09542496558425848,1.8071908977189617,2.3957587674238248,0.10145454545454546,0.044,0.043636363636363626,0.03490909090909091
70,70,0.9018181818181819,0.8975609756097561,0.8090909090909091,0.9385123966942148,1.1359435951614667,0.34100373959163544,0.37696196425673095,2.133867035730543,2.1115746431091025,0.09563636363636366,0.03418181818181822,0.04581818181818185,0.016727272727272757
71,71,0.8981818181818182,0.8947107438016528,0.8207364341085271,0.9547286821705426,1.505784508581338,0.5575823314502012,-0.04661027724056044,2.253170504657515,1.751493695086158,0.08727272727272728,0.02218181818181817,0.041454545454545466,0.030181818181818178
72,72,0.8945454545454545,0.8916356469349818,0.8054139044705082,0.9155192928777834,1.1872990670857135,0.7307216283609362,0.29089111172454485,1.9791182748949454,1.838750650212439,0.08654545454545452,0.03672727272727272,0.02109090909090906,0.029454545454545445
73,73,0.8727272727272727,0.8731667924328473,0.8018686106921401,0.91888721300486,0.7261847549577567,1.1426330773505946,0.7416647145009954,1.9415210148618476,1.4162235915748114,0.06945454545454542,0.02181818181818178,0.02618181818181813,0.02545454545454543
74,74,0.8909090909090909,0.886208335264939,0.8012005649717514,0.9386377903327057,1.385123543392328,0.2407877909956816,0.5618339385871042,2.4893482070798156,1.5200685185092575,0.07309090909090907,0.02981818181818179,0.02799999999999996,0.010909090909090858
