,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_CO2_scaled,feature_importance.lefttop_CO2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd3_scaled
49,49,0.9527272727272728,0.952183129226063,0.9118661607450845,0.991117626767851,2.271665428706823,1.0764379780295372,1.812693536709601,1.8520738610032301,1.4050012967697167,0.21345454545454548,-0.0036363636363636377,-0.002545454545454551,-0.0036363636363636485,-0.0025454545454545617,0.000363636363636366,-0.004000000000000015,-0.002181818181818185
50,50,0.96,0.9598379645433649,0.9277135633014267,0.9915116489073506,2.9089385927875573,1.5018442267792267,1.721505336583487,0.06614014507874649,1.855114636575625,0.17745454545454542,0.003272727272727205,-0.00036363636363637706,0.002909090909090839,0.00618181818181811,0.010909090909090868,0.006545454545454477,0.0039999999999999255
51,51,0.9781818181818182,0.9778424242424242,0.9496809244567093,0.9969817178337357,2.55741149828836,1.1107027093583133,2.275442977896342,1.143485764823204,1.1939124084706494,0.2018181818181818,-0.001454545454545464,0.0036363636363636598,-0.000363636363636366,-0.0018181818181818299,0.001454545454545464,0.002909090909090928,-0.000363636363636366
52,52,0.9563636363636364,0.9551423739659034,0.9091848085174004,0.9942793580168441,2.4062992432433865,1.2568243096099903,1.9818098563763356,0.7501226966143604,1.8451969916759599,0.24763636363636365,1.1102230246251566e-17,-0.0003636363636363438,-0.0003636363636363549,-0.0003636363636363549,0.0,0.0,-0.0003636363636363549
53,53,0.9636363636363636,0.9636363636363636,0.946705426356589,0.9946511627906977,2.5290790540990677,0.7362000261628896,1.7572190622888828,1.0548036263076235,2.14737068377512,0.27781818181818185,0.0010909090909090868,0.003272727272727294,0.005818181818181789,0.005454545454545412,-0.0018181818181818299,0.006181818181818144,0.004727272727272714
54,54,0.9454545454545454,0.9449311707782472,0.9098399246704332,0.990819209039548,2.1894383733033664,1.2257526198116406,1.7774118120035325,0.9310158523001316,2.199600036659503,0.21018181818181816,0.000363636363636366,0.002909090909090928,-0.0018181818181818299,-0.000363636363636366,-0.0036363636363636598,-0.006545454545454588,-0.007636363636363675
55,55,0.9454545454545454,0.9452507745073068,0.9073818558123491,0.991635046567782,2.596065072678466,1.1890673798369573,1.6125036191181288,1.2714014244697884,1.520172570893928,0.21200000000000002,-0.0018181818181818299,0.0,-0.0025454545454545617,-0.0036363636363636598,-0.000363636363636366,0.000363636363636366,-0.002909090909090928
56,56,0.9781818181818182,0.9783515151515152,0.97074227921257,0.9971103485642044,2.641022801176617,1.7742294425964054,1.920096951055551,0.5242445681800334,1.3317869554339905,0.20727272727272722,0.0021818181818181624,-0.001454545454545464,0.000363636363636366,0.006181818181818144,0.005090909090909079,0.0040000000000000036,-0.003272727272727294
57,57,0.96,0.9595746925170355,0.9272727272727272,0.9942975206611571,3.050916177457749,0.8576191538489645,1.7363680159397263,0.7262985482197044,1.771388338752944,0.22327272727272723,0.0003636363636363438,0.002909090909090839,0.00036363636363633266,0.0010909090909090424,0.0,0.0,0.0018181818181817854
58,58,0.9563636363636364,0.9563636363636364,0.9336069531627234,0.9922742636407533,2.3961114529466543,1.4685207979677573,1.4951323010808595,1.5726710714975602,1.2765233284457134,0.20109090909090915,0.002181818181818218,0.010181818181818247,-0.0007272727272726986,-0.002909090909090861,0.003272727272727294,0.004727272727272758,2.2204460492503132e-17
