,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.front_CO2_vd_fd2_scaled,feature_importance.front_CO2_vd_fd3_scaled,feature_importance.front_CO2_vd_fd1_scaled,feature_importance.front_CO2_vd_scaled
43,43,0.8065843621399177,0.8077021696912131,0.7741228070175439,0.873862897985705,0.7859736852757846,1.5821084425432097,0.4166513637408559,1.163170754454935,0.43191979637811695,0.10699588477366255,0.11069958847736623,0.09465020576131686,0.04320987654320986
44,44,0.8806584362139918,0.8792255465679109,0.8549382716049383,0.889879591525682,0.8466102269370421,1.193591303510363,0.2606132168494449,1.4868464598765552,0.5578840453558743,0.10205761316872426,0.12263374485596708,0.09835390946502055,0.05679012345679011
45,45,0.8724279835390947,0.8713339052378999,0.847622699386503,0.9089723926380368,1.223032301274085,1.058868239069172,0.18883096020431267,0.42691002941805817,1.5032015044580547,0.10699588477366258,0.12345679012345682,0.09300411522633747,0.03991769547325104
46,46,0.8189300411522634,0.8205048589419406,0.8045628834355828,0.8651073619631903,1.1529987703516786,1.8878020271207252,0.19291521676693368,1.1235779666686077,-0.013152468603109693,0.09876543209876547,0.1329218106995885,0.0909465020576132,0.06008230452674901
47,47,0.8189300411522634,0.8160487515463657,0.787379002233805,0.8399851079672376,1.4839164672361507,1.4710517476365113,0.1958110170028013,1.362772738755798,-0.15226102762365185,0.07654320987654326,0.1106995884773663,0.0909465020576132,0.04773662551440333
48,48,0.8518518518518519,0.8468116340948711,0.803030303030303,0.868997668997669,0.9331699074468948,0.8014918667385375,0.8570023476285761,0.8377478708474474,1.318340627498469,0.10041152263374487,0.12510288065843622,0.11069958847736627,0.04979423868312758
49,49,0.8353909465020576,0.8316396606994898,0.7945552147239264,0.8550613496932515,1.7822851667449047,1.5946641605033083,0.3872208348783989,0.8764005783672506,-0.24459435294772397,0.09835390946502054,0.1090534979423868,0.06584362139917693,0.0567901234567901
50,50,0.8024691358024691,0.7993259107778535,0.7692851824274014,0.8231571109456441,1.1296409912021161,1.116274224342896,-0.23643534513247463,1.1393943758251655,1.357258090432991,0.09094650205761316,0.1074074074074074,0.06543209876543211,0.026748971193415638
51,51,0.8518518518518519,0.8508203086516339,0.8246372337141092,0.8880055572707626,0.4109939833268738,1.2405820904448832,-0.24436241695444005,1.9981929472614628,0.8572631434841631,0.1045267489711934,0.1074074074074074,0.08271604938271607,0.043621399176954734
52,52,0.8106995884773662,0.8106995884773662,0.78957078313253,0.8568524096385542,1.3118892654320444,0.9016469085985328,-0.1439242872902929,1.601325195010665,1.0777562694814908,0.11069958847736623,0.12839506172839502,0.11728395061728389,0.04032921810699586
53,53,0.8024691358024691,0.7983320896010891,0.7706478914344084,0.8330658105939005,1.5598789842837213,0.9538477162608372,0.23010584989988578,0.8632478434809989,1.1487062375938424,0.08888888888888888,0.09465020576131687,0.055144032921810714,0.039917695473251046
54,54,0.8436213991769548,0.83763614059054,0.7922970052485334,0.8749614078419266,1.0681719200002109,1.2753395092005362,0.10508122632606207,1.1899371710814677,0.8316371844851651,0.09300411522633747,0.09876543209876547,0.08312757201646095,0.03909465020576136
55,55,0.8683127572016461,0.8683127572016461,0.850920245398773,0.8937883435582823,0.504375597426611,1.9854503068018694,0.5921658583768704,0.49254716865191334,0.5022943548030243,0.1164609053497943,0.13292181069958853,0.1255144032921811,0.06831275720164613
56,56,0.8024691358024691,0.7995532039976484,0.7618092003704847,0.8071163939487497,1.3573175753056022,1.07221596190118,0.2174390891737699,0.5541941231149631,1.5207593665150987,0.102880658436214,0.12181069958847734,0.07160493827160493,0.021399176954732525
57,57,0.823045267489712,0.8209829139193251,0.7916603544917437,0.8405544614452356,1.251543544458088,1.5752039618115172,-0.12649393532466185,1.217660520758905,0.40609093436902444,0.10699588477366258,0.0934156378600823,0.09711934156378603,0.049382716049382734
58,58,0.8189300411522634,0.8183537832310839,0.7932098765432098,0.8362292333485749,0.7362817106423077,1.4603432908877856,0.030603212173552104,1.3903321401599003,0.7598757994073844,0.10041152263374489,0.10041152263374489,0.0975308641975309,0.06172839506172845
59,59,0.8353909465020576,0.8324403823931085,0.7993827160493827,0.8766194177716812,0.9273649653066913,1.6041219906788724,0.4991140976095629,1.403494439679169,-0.19371535235950355,0.08065843621399173,0.102880658436214,0.09917695473251024,0.03374485596707817
60,60,0.8436213991769548,0.8426560991718742,0.8203689759036145,0.8786897590361445,1.238187775141122,1.3769860520241455,-0.363429982236328,1.3627317949179345,0.7234781109746259,0.1164609053497943,0.09958847736625519,0.10288065843621404,0.047736625514403344
61,61,0.8806584362139918,0.8796349436096482,0.8569401840490798,0.9335889570552147,0.8208273453080827,1.6173029551752864,-7.158480357964334e-05,1.381625321050042,0.3255932850315759,0.09465020576131684,0.102880658436214,0.08148148148148146,0.04732510288065842
62,62,0.8024691358024691,0.8017814403356571,0.7700466200466201,0.8706293706293706,1.0974282016707388,1.520658588646765,-0.5437534288636131,1.4763014338951264,0.8332755466580027,0.0925925925925926,0.12098765432098768,0.07078189300411523,0.0382716049382716
63,63,0.8106995884773662,0.8092199639876245,0.7708333333333333,0.8084126984126985,1.307518582267967,1.167162292178944,-0.4058794576561404,1.36886730163199,1.1873293773799054,0.10946502057613165,0.08930041152263371,0.07736625514403286,0.03497942386831273
64,64,0.8148148148148148,0.8113201082673793,0.7664285714285715,0.851031746031746,1.2211893462572017,1.4657038703376166,-0.2542481450683807,1.0110319009581739,0.9508163282946921,0.08436213991769542,0.10411522633744848,0.08683127572016455,0.03497942386831272
65,65,0.8436213991769548,0.8415695033649822,0.8145707831325302,0.8824548192771083,1.0306880495229074,1.635509657088032,0.5233903512835756,0.5949521965124063,0.5551785054584952,0.10082304526748972,0.11028806584362146,0.0909465020576132,0.046502057613168765
66,66,0.823045267489712,0.8214976248130946,0.8034268363215731,0.8878687102371312,1.4881465353067722,1.7394471784769967,0.033546681712606684,0.5321668048743834,0.483231492879159,0.10617283950617287,0.09917695473251033,0.07695473251028809,0.03744855967078192
67,67,0.8559670781893004,0.854435074994292,0.8321667907669397,0.8724497393894268,0.8108660491709411,1.2041761768707566,0.0013403808324493824,1.186512058510266,1.1697446667315077,0.10617283950617282,0.09711934156378602,0.10205761316872426,0.03950617283950617
68,68,0.8106995884773662,0.8094199353458613,0.7793328220858895,0.8603527607361963,1.5827164427460623,1.5550778193616581,0.6614871844172961,0.38204227526848145,0.3446549318936526,0.10823045267489706,0.10205761316872426,0.09588477366255141,0.03868312757201643
69,69,0.823045267489712,0.8210440484272218,0.7931475903614458,0.8828313253012049,1.231310418512387,1.795050553415453,0.43925528011515863,0.5129607702766635,0.3257907148270521,0.10123456790123461,0.10617283950617287,0.09218106995884776,0.03168724279835393
