,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.C_top_CO2_scaled,feature_importance.C_top_CO2_fd3_scaled,feature_importance.C_mid_CO2_fd3_scaled,feature_importance.C_mid_CO2_scaled,feature_importance.C_mid_CO2_fd2_scaled,feature_importance.C_top_CO2_fd2_scaled,feature_importance.C_mid_CO2_fd1_scaled,feature_importance.C_top_CO2_fd1_scaled
43,43,0.9364440868865648,0.9362333832894274,0.9257724353410867,0.9735115431348725,2.8664875903685445,-0.38598054388389924,-0.8087064175193521,3.286094533755667,1.7450994878132489,0.1617860016090105,0.09782783588093327,0.08197908286403863,0.10000000000000005,0.07988736926790026,0.0650844730490748,0.043604183427192286,0.06492357200321801
44,44,0.9308125502815768,0.9305318429010915,0.91693124670509,0.9693195751713354,3.0128436666645113,-0.09973133997153946,-0.6900771550611171,3.1078626673835017,1.2604958943220073,0.15374094931617058,0.09726468222043447,0.09227674979887372,0.09018503620273535,0.07683024939662109,0.07023330651649236,0.04352373290426383,0.06540627514078841
45,45,0.9211584875301689,0.9205333855622917,0.9035551773348306,0.9640797538835859,2.091243030183738,-0.34356255990122403,-0.07859631122932159,3.3160741578900557,1.6549911134732915,0.1313757039420756,0.08189863234111024,0.08455349959774741,0.08407079646017701,0.07015285599356395,0.06082059533386965,0.03966210780370068,0.05832662912308928
46,46,0.9316170555108608,0.9312869891122781,0.9181390955455737,0.9706216077110238,2.9449714882020683,-0.16896976006930783,-0.6892050995621126,3.24552971508749,1.2171723725977472,0.153016894609815,0.08495575221238941,0.1091713596138375,0.11214802896218826,0.07964601769911506,0.06765888978278359,0.03660498793242158,0.05856798069187448
47,47,0.919549477071601,0.9187812441774313,0.9037542325056434,0.9702906320541761,1.7736485092263379,-0.3875814266900966,-0.5628135072786075,3.45028682935891,2.3220834460496595,0.1679806918744972,0.09670152855993562,0.10345937248592112,0.11118262268704741,0.07144006436041835,0.07095736122284795,0.046580852775543004,0.05583266291230891
48,48,0.9243765084473049,0.9241222972481657,0.9102214771858951,0.9699948466126845,2.278627057261849,0.6306071028281823,-0.6835267405349769,3.1791967959860528,1.020989688542599,0.0995172968624296,0.10386162510056314,0.10490748189863233,0.0659694288012872,0.07071600965406274,0.07884151246983107,0.045454545454545414,0.04561544650040221
49,49,0.917940466613033,0.9173123082473199,0.900852683470657,0.961183595496484,1.9136076807416207,-0.16114726184019626,-0.5386308800119869,2.9820375209619043,2.4683801371010308,0.15534995977473856,0.11464199517296858,0.08334674175382142,0.09082864038616253,0.06765888978278359,0.08117457763475464,0.046259050683829406,0.060498793242156054
50,50,0.9211584875301689,0.9206731183626964,0.904079483675558,0.9675847871226508,2.2757525815719304,-0.49058609530785924,-0.6136093750088449,3.195799012054281,2.202210469773539,0.14674175382139984,0.0937248592115849,0.07843925985518907,0.09195494770716009,0.0751407884151247,0.0563153660498793,0.04416733708769103,0.0464199517296862
51,51,0.919549477071601,0.9190710827084296,0.9031451802277797,0.9715451450041094,3.3953919625546503,-0.2892515702388752,-1.052167944814013,2.963688493823592,1.5601032993878565,0.1432823813354787,0.09935639581657278,0.08246178600160903,0.08246178600160903,0.060418342719227656,0.050522928399034564,0.041753821399839054,0.04448913917940463
52,52,0.9251810136765889,0.9244767122277151,0.9097291407222914,0.9742329899241481,2.071503267978093,-0.7864474406458816,-0.4453701863913481,3.289118915377942,2.6092544723129234,0.15687851971037814,0.09637972646822207,0.0747385358004827,0.09798873692679003,0.06677393403057119,0.0751407884151247,0.04239742558326624,0.060981496379726455
53,53,0.9259855189058729,0.9258396629667061,0.9136107172397494,0.9687256292095002,2.6756612613183868,-0.7906860350951135,-0.66894857953432,3.109259688000938,2.385986387345752,0.15543041029766697,0.1081255028157683,0.0857602574416734,0.10233306516492355,0.08672566371681419,0.06468222043443281,0.04722445695897019,0.058970233306516476
54,54,0.9308125502815768,0.9306937671232209,0.9215295855097948,0.9739916446865609,3.1589161114934265,0.110851654391707,-0.7861882647929831,2.9408388514212755,1.1451325093389078,0.15687851971037814,0.10619469026548674,0.09179404666130334,0.09670152855993568,0.07192276749798873,0.07240547063555913,0.050040225261464163,0.06001609010458566
55,55,0.9308125502815768,0.9307184404909545,0.9189787485242031,0.9724965117527102,2.808805719229646,-0.2917358188741564,-0.5961602881346687,3.1235681142993545,1.5196604681289103,0.1429605792437651,0.1150442477876106,0.08455349959774741,0.09171359613837493,0.06886564762670958,0.07876106194690266,0.04521319388576024,0.049396621078036974
56,56,0.9235720032180209,0.9229859956923906,0.9042812777284828,0.9658265186215496,3.018310463065642,-0.01705891522322416,-0.5301938036743041,2.9069703198096772,1.2498025493318718,0.1699919549477072,0.0857602574416734,0.07248592115848754,0.0934835076427997,0.06210780370072404,0.05808527755430408,0.03789219629927591,0.053338696701528535
57,57,0.9235720032180209,0.9237856229378278,0.9158873272636201,0.9747488140487344,2.8481738443591755,-0.21740420263754898,-0.8988815494490843,2.874141910313598,1.9247597560530516,0.12493966210780368,0.11681415929203535,0.10321802091713597,0.09517296862429606,0.09428801287208369,0.07940466613032986,0.04497184231697502,0.04376508447304903
58,58,0.9243765084473049,0.9233655293038721,0.9033204429192723,0.975824667142799,2.309267919825619,-0.6362633748698432,-0.7170958274356715,3.4430711970808257,2.1841339921121707,0.15277554304102978,0.09493161705551088,0.07425583266291232,0.08793242156074017,0.07441673370876911,0.06387771520514882,0.03893805309734512,0.05012067578439257
59,59,0.918744971842317,0.9181436038078794,0.901750480181596,0.9677900005820383,1.8629491900150668,-0.16876387169105078,-0.013696348074561777,2.9379867579071517,1.9746368444172304,0.09823008849557519,0.09428801287208366,0.08913917940466612,0.07063555913113435,0.05840707964601768,0.08197908286403863,0.04408688656476263,0.05446500402252612
60,60,0.9235720032180209,0.923058070676174,0.9093870366772199,0.9725835209673916,2.745463332680618,-0.21053398983484087,-1.0281433320651114,2.9019739971215914,2.237206670262058,0.16975060337892198,0.10345937248592114,0.09541432019308127,0.10048270313757039,0.0668543845534996,0.06733708769106998,0.04006436041834268,0.053660498793242126
61,61,0.9292035398230089,0.9291174167625526,0.9192159944124323,0.966934404283802,3.037951782139069,-0.663298493505701,-1.0072937495532948,3.088231289961918,2.16633964987813,0.15695897023330654,0.1073209975864843,0.11689460981496376,0.11617055510860816,0.0743362831858407,0.08085277554304104,0.05382139983909893,0.05945293644408687
62,62,0.9203539823008849,0.9202339612645409,0.9091995168997973,0.9650362034827342,2.0517275150425354,-0.35801512475583364,-0.5543895656320426,3.227266820792816,2.20249675808108,0.13925985518905873,0.12349155269509249,0.0983105390185036,0.08584070796460179,0.06878519710378117,0.0747385358004827,0.03917940466613028,0.06902654867256637
