,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backtop_CO2_scaled,feature_importance.backtop_CO2_fd1_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.backtop_CO2_fd3_scaled
23,23,0.8904109589041096,0.8666666666666667,0.8845429647381033,0.9189489900718932,0.20958904109589038,0.013698630136986134,0.0036529680365297024,-0.0009132420091323423,0.04200913242009119,0.033333333333333326,0.009589041095890427,0.005479452054794609
24,24,0.8493150684931506,0.8374384236453202,0.859594317014721,0.9193769257103731,0.3821917808219178,0.03561643835616435,0.03424657534246556,0.05251141552511418,0.28401826484018267,0.03424657534246578,0.03150684931506842,-0.00136986301369868
25,25,0.9041095890410958,0.8877005347593583,0.9038428620335501,0.9156110920917493,0.3264840182648402,0.0803652968036529,0.08356164383561648,0.008675799086757974,0.17808219178082196,0.031963470319634646,0.007762557077625631,0.0091324200913242
26,26,0.8538812785388128,0.8415841584158416,0.8635313248887367,0.905083875385142,0.3488584474885845,0.06803652968036533,0.03378995433789955,0.04155251141552507,0.3068493150684932,0.006849315068493178,0.011415525114155445,0.04977168949771704
27,27,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.9077370763437178,-0.004566210045662156,-0.0031963470319635867,-0.0022831050228311334,0.0036529680365295913,0.03105022831050208,0.00045662100456611565,-0.0004566210045662267,0.0004566210045662267
28,28,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9109038000684697,0.20091324200913252,0.002739726027397249,0.0009132420091324533,0.01050228310502277,0.005479452054794387,0.00045662100456611565,0.004109589041095818,0.0009132420091323423
29,29,0.7534246575342466,0.7589285714285714,0.7769171516603903,0.905426223895926,0.3132420091324202,0.026484018264840148,0.015525114155251152,0.02237442922374422,0.3132420091324202,0.005479452054794498,0.004566210045662156,0.032420091324200984
30,30,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.9188634029441971,0.039726027397260166,-0.002739726027397249,-0.014155251141552472,-0.0091324200913242,0.07077625570776247,0.010958904109588996,0.005022831050228382,0.00136986301369868
31,31,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9137281752824374,0.1785388127853883,-0.004109589041095929,-0.004566210045662045,0.018264840182648512,0.0009132420091324533,0.0,0.002739726027397249,-0.0022831050228310223
32,32,0.8995433789954338,0.8791208791208791,0.8954125299554947,0.9216021910304691,0.22876712328767124,0.002739726027397249,0.014611872146118698,0.023287671232876672,0.22374429223744297,0.03013698630136985,0.026940639269406375,0.0031963470319634757
33,33,0.8812785388127854,0.8617021276595744,0.8811622731941116,0.9112461485792536,0.3191780821917809,0.05936073059360736,0.04748858447488591,0.04611872146118723,0.26712328767123295,0.029680365296803624,0.011415525114155334,-0.0031963470319634757
34,34,0.9041095890410958,0.8877005347593583,0.9038428620335501,0.9269085929476207,0.3305936073059361,0.010045662100456543,0.010502283105022658,-0.0022831050228310223,0.0009132420091325644,0.05662100456621,0.0036529680365294803,0.041095890410958846
35,35,0.8858447488584474,0.8603351955307262,0.8791081821294078,0.9134714138993495,0.17579908675799094,0.04063926940639273,0.015525114155251152,0.02876712328767117,0.0748858447488584,0.010958904109589107,0.0328767123287671,0.014155251141552472
36,36,0.7534246575342466,0.7272727272727273,0.7574460801095515,0.8687093461143445,0.321461187214612,0.05159817351598173,0.036073059360730575,0.06757990867579922,0.2968036529680366,0.09589041095890427,0.058447488584474794,0.06164383561643827
37,37,0.9041095890410958,0.8852459016393442,0.9008473125641904,0.9239130434782609,0.39178082191780816,0.0767123287671233,0.03378995433789955,0.07945205479452044,0.21826484018264847,0.12100456621004574,0.10913242009132429,0.04155251141552496
38,38,0.7123287671232876,0.7296137339055794,0.7414840807942485,0.9204039712427252,0.29041095890410956,-0.005022831050228382,-0.0018264840182649067,-0.00273972602739736,0.22602739726027388,0.0031963470319635867,0.004109589041095818,0.06164383561643838
39,39,0.8767123287671232,0.8421052631578947,0.8637452927079767,0.904655939746662,0.18858447488584473,-0.002739726027397138,0.0237442922374429,0.01689497716894972,0.16940639269406388,0.005936073059360725,0.002739726027397138,0.04063926940639262
