,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.left_CO2_vd_scaled,feature_importance.left_CO2_vd_fd1_scaled,feature_importance.left_CO2_vd_fd2_scaled,feature_importance.left_CO2_vd_fd3_scaled
156,156,0.8645418326693227,0.8380952380952381,0.883921246923708,0.9215887339349194,0.22988047808764933,0.39641434262948216,0.40597609561752995,0.403187250996016
157,157,0.8446215139442231,0.7891891891891892,0.8338460486737763,0.9262373530216024,0.037051792828685426,0.12828685258964134,0.15019920318725088,0.16892430278884452
158,158,0.8804780876494024,0.8584905660377359,0.9033702488378452,0.9172135630298058,0.2227091633466135,0.34701195219123504,0.39920318725099607,0.3800796812749003
159,159,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9250068362045393,0.23107569721115528,0.32231075697211164,0.3338645418326692,0.33545816733067746
160,160,0.852589641434263,0.8195121951219512,0.8653267705769756,0.9335520918785891,0.05976095617529886,0.21633466135458168,0.25139442231075704,0.246613545816733
161,161,0.852589641434263,0.8195121951219512,0.8653267705769756,0.9244599398414001,0.05219123505976109,0.13904382470119514,0.1254980079681275,0.0932270916334661
162,162,0.852589641434263,0.821256038647343,0.867616899097621,0.9139321848509707,0.17370517928286844,0.24701195219123495,0.28764940239043835,0.2697211155378486
163,163,0.8685258964143426,0.8405797101449275,0.8847757724911129,0.9221356302980586,0.28924302788844614,0.28525896414342633,0.3450199203187252,0.36095617529880486
164,164,0.8645418326693227,0.839622641509434,0.8862113754443532,0.9256220946130708,0.17211155378486043,0.34621513944223115,0.3844621513944223,0.3852589641434263
165,165,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9320481268799563,0.22629482071713147,0.3274900398406376,0.31155378486055774,0.3382470119521913
166,166,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9326633852884878,0.05816733067729085,0.38167330677290834,0.39920318725099607,0.4231075697211156
167,167,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9274678698386656,0.2780876494023904,0.3314741035856573,0.3350597609561753,0.35099601593625496
168,168,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9159146841673503,0.1509960159362549,0.38286852589641435,0.39641434262948205,0.37250996015936255
169,169,0.848605577689243,0.8207547169811321,0.8690525020508614,0.9190593382554005,0.16294820717131464,0.2649402390438247,0.2673306772908367,0.2864541832669324
170,170,0.8406374501992032,0.8058252427184466,0.8536026797921794,0.9068225321301613,0.1525896414342629,0.250199203187251,0.32988047808764953,0.3103585657370519
171,171,0.852589641434263,0.8262910798122066,0.874487284659557,0.9311594202898551,0.02071713147410359,0.2227091633466135,0.24701195219123506,0.23625498007968126
172,172,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9272627837024884,0.23824701195219122,0.24940239043824697,0.27011952191235056,0.2804780876494024
173,173,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9282882143833743,0.15896414342629472,0.2721115537848605,0.3083665338645418,0.35458167330677304
174,174,0.8605577689243028,0.8387096774193549,0.8876469783975937,0.923571233251299,0.3537848605577688,0.3505976095617529,0.37171314741035855,0.3721115537848605
175,175,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9262373530216024,0.2027888446215138,0.3342629482071714,0.3653386454183267,0.35258964143426297
176,176,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9334153677878043,0.0035856573705178585,0.3394422310756974,0.3589641434262948,0.3382470119521913
