,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.right_CO2_vd_scaled,feature_importance.right_CO2_vd_fd1_scaled,feature_importance.right_CO2_vd_fd2_scaled,feature_importance.right_CO2_vd_fd3_scaled
22,22,0.6244897959183674,0.0,0.5,0.8449843705598181,0.0,0.0,0.0,0.0
23,23,0.6612244897959184,0.1782178217821782,0.5489130434782609,0.783958510940608,0.0028571428571428914,0.028571428571428692,0.03510204081632662,0.0302040816326532
24,24,0.6489795918367347,0.2833333333333333,0.5564435919295254,0.8599033816425121,-0.029387755102040725,0.026938775510204183,0.0008163265306122547,0.025306122448979673
25,25,0.7387755102040816,0.5949367088607594,0.6933432793407218,0.7799090650753056,0.020408163265306145,0.03265306122448974,0.06040816326530618,0.04367346938775518
26,26,0.6244897959183674,0.0,0.5,0.8513782324524012,0.0,0.0,0.0,0.0
27,27,0.763265306122449,0.6547619047619048,0.7302855924978687,0.8714833759590793,-0.009387755102040818,0.043265306122449054,0.07346938775510203,0.08979591836734702
28,28,0.8204081632653061,0.7731958762886598,0.8193734015345269,0.8546462063086103,0.010612244897958978,0.10571428571428565,0.18612244897959196,0.1461224489795918
29,29,0.6244897959183674,0.0,0.5,0.8656578573458369,0.0,0.0,0.0,0.0
30,30,0.6244897959183674,0.0,0.5,0.8699204319408923,0.0,-0.0004081632653060163,-0.0008163265306122547,0.00040816326530612734
31,31,0.746938775510204,0.6436781609195402,0.7193805058255187,0.7782750781472009,-0.030612244897959107,0.04653061224489785,0.06612244897959174,0.07346938775510192
32,32,0.8,0.7487179487179487,0.7986999147485081,0.7686842853083263,0.004897959183673528,0.10857142857142854,0.2448979591836734,0.18775510204081636
33,33,0.8081632653061225,0.7564766839378239,0.8052358624609264,0.7926257459505541,0.0016326530612246204,0.055510204081632764,0.07346938775510214,0.2097959183673469
34,34,0.7591836734693878,0.6666666666666666,0.7356848536516056,0.8730463199772662,-0.004489795918367401,0.0424489795918368,0.03061224489795933,0.058367346938775544
35,35,0.7959183673469388,0.7222222222222222,0.7780974708724069,0.8546462063086104,-0.002448979591836764,0.04897959183673484,0.03673469387755102,0.06734693877551023
36,36,0.746938775510204,0.6477272727272727,0.7215473145780051,0.7789144643364593,-0.020408163265306145,0.04938775510204085,0.12122448979591838,0.10653061224489802
37,37,0.6244897959183674,0.0,0.5,0.8518044899119068,0.0,0.0,0.0,0.0
38,38,0.7224489795918367,0.6,0.6889386189258312,0.8407217959647627,-0.02857142857142847,-0.00448979591836729,0.010204081632653073,0.05795918367346942
39,39,0.6244897959183674,0.0,0.5,0.8742540494458653,0.0,0.0,0.0,0.0
40,40,0.7224489795918367,0.5802469135802469,0.6802713839158852,0.735080988917306,-0.0028571428571428914,0.05102040816326536,0.03755102040816327,0.066938775510204
41,41,0.7428571428571429,0.6440677966101694,0.718279340721796,0.8121625461778914,-0.025306122448979673,0.15102040816326534,0.07591836734693891,0.12408163265306127
42,42,0.8122448979591836,0.7628865979381443,0.810670645069622,0.7649900539926116,0.0008163265306122547,0.13428571428571434,0.2036734693877551,0.12367346938775503
43,43,0.7714285714285715,0.6818181818181818,0.7476555839727195,0.8655157715260017,0.003673469387755257,0.020408163265306256,0.04081632653061229,0.03306122448979587
44,44,0.6285714285714286,0.021505376344086023,0.5054347826086957,0.8620346689400398,-0.004081632653061162,0.004081632653061162,0.003673469387755146,0.0032653061224489077
45,45,0.6979591836734694,0.5256410256410257,0.6476626882637113,0.7509235578289286,-0.010204081632653073,0.002448979591836653,-0.0028571428571427804,0.03224489795918373
46,46,0.8081632653061225,0.7564766839378239,0.8052358624609264,0.853651605569764,-0.003673469387755035,0.07877551020408169,0.2036734693877552,0.18040816326530618
47,47,0.8081632653061225,0.7486631016042781,0.7987354362034669,0.8641659562375675,-0.0020408163265305257,0.1322448979591837,0.14979591836734696,0.12326530612244901
48,48,0.8081632653061225,0.7539267015706806,0.80306905370844,0.7747229326513214,0.0032653061224489077,0.12693877551020405,0.15632653061224488,0.15265306122448985
49,49,0.763265306122449,0.6777777777777778,0.7432864450127876,0.7740125035521455,-0.0028571428571428914,0.037142857142857255,0.11755102040816334,0.14000000000000012
50,50,0.6244897959183674,0.0,0.5,0.8861182154021029,0.0,0.0,0.0,0.0
51,51,0.7387755102040816,0.627906976744186,0.7085109406081274,0.8313441318556408,0.008163265306122436,0.044489795918367325,0.053469387755102016,0.03918367346938767
52,52,0.6938775510204082,0.5222929936305732,0.6443947144075022,0.8475419153168514,-0.023673469387755053,0.007346938775510181,0.01959183673469389,-0.008163265306122547
53,53,0.6244897959183674,0.0,0.5,0.8714123330491617,0.0,0.0,0.0,0.0
54,54,0.7020408163265306,0.546583850931677,0.65743108837738,0.8557828928672918,-0.00897959183673469,0.005714285714285672,0.06734693877551012,0.026530612244898055
55,55,0.8,0.73224043715847,0.7856990622335891,0.8660130718954249,0.001224489795918271,0.06408163265306122,0.14653061224489783,0.10612244897959189
56,56,0.8204081632653061,0.7777777777777778,0.8237070190394999,0.8314151747655584,0.0032653061224490187,0.11632653061224496,0.22734693877551015,0.2081632653061224
57,57,0.7510204081632653,0.6163522012578616,0.7074808184143222,0.7924836601307189,-0.007346938775510181,0.04693877551020409,0.055102040816326525,0.08571428571428574
58,58,0.8081632653061225,0.7403314917127072,0.7922350099460074,0.8560670645069621,0.0008163265306122547,0.03510204081632662,0.13183673469387758,0.11469387755102045
59,59,0.7755102040816326,0.6892655367231638,0.7530903665814151,0.8753196930946292,0.018775510204081636,0.04408163265306109,0.10775510204081618,0.09346938775510183
60,60,0.7061224489795919,0.5068493150684932,0.6455314009661836,0.8621057118499573,-0.004897959183673306,0.004489795918367401,-0.0020408163265306367,0.033877551020408125
61,61,0.6244897959183674,0.0,0.5,0.8242398408638818,0.0,0.0,0.0,0.0
62,62,0.7877551020408163,0.7204301075268817,0.7758951406649617,0.7631429383347541,0.013469387755102091,0.10367346938775512,0.12326530612244901,0.14979591836734696
63,63,0.7510204081632653,0.6473988439306358,0.7226484796817279,0.7621483375959079,-0.004897959183673417,0.1065306122448979,0.11020408163265316,0.14204081632653054
64,64,0.7224489795918367,0.5277777777777778,0.6607701051435066,0.8569906223358909,-0.0016326530612245094,0.0008163265306122547,0.005714285714285783,0.04122448979591842
65,65,0.8,0.743455497382199,0.794366297243535,0.7898550724637682,0.0020408163265305257,0.14857142857142858,0.16448979591836732,0.19265306122448989
66,66,0.8081632653061225,0.7539267015706806,0.80306905370844,0.8137254901960784,0.02612244897959204,0.09224489795918367,0.12530612244897965,0.1718367346938776
67,67,0.7673469387755102,0.6742857142857143,0.7422208013640239,0.7526285876669508,-0.0008163265306122547,0.09836734693877547,0.061224489795918435,0.036326530612245
68,68,0.7551020408163265,0.6666666666666666,0.7345836885478829,0.7477976697925548,-0.01836734693877551,0.019183673469387763,0.10816326530612252,0.17265306122448965
69,69,0.763265306122449,0.6463414634146342,0.7259519749928958,0.8588377379937482,-0.011020408163265216,0.0424489795918368,0.1444897959183673,0.05265306122448976
70,70,0.710204081632653,0.5170068027210885,0.6509661835748792,0.8643080420574026,-0.017551020408163365,0.01346938775510187,0.009795918367347056,0.06653061224489787
71,71,0.6244897959183674,0.0,0.5,0.868925831202046,0.0,0.0,0.0,0.0
72,72,0.7877551020408163,0.7142857142857143,0.7715615231599886,0.8513071895424836,0.009387755102040929,0.07551020408163267,0.1383673469387755,0.16326530612244905
73,73,0.7755102040816326,0.6927374301675978,0.7552571753339017,0.7703893151463483,0.0,0.08122448979591834,0.08408163265306123,0.12693877551020405
74,74,0.7755102040816326,0.6961325966850829,0.7574239840863882,0.8535095197499291,-0.012653061224489837,0.04122448979591842,0.05265306122448987,0.07346938775510192
75,75,0.8081632653061225,0.7539267015706806,0.80306905370844,0.7487212276214833,0.0008163265306122547,0.041632653061224545,0.04122448979591842,0.08040816326530631
76,76,0.6122448979591837,0.020618556701030927,0.49236288718385907,0.7817561807331629,-0.007346938775510181,-0.016326530612244983,-0.01224489795918371,-0.01224489795918371
77,77,0.6244897959183674,0.0,0.5,0.847612958226769,0.0,0.0,0.0,0.0
78,78,0.8,0.7379679144385026,0.7900326797385622,0.8645922136970731,0.006938775510204165,0.0424489795918368,0.10081632653061234,0.11346938775510207
