,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.left_CO2_vd_scaled,feature_importance.left_CO2_vd_fd1_scaled,feature_importance.left_CO2_vd_fd2_scaled,feature_importance.left_CO2_vd_fd3_scaled,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.lefttop_CO2_fd3_scaled
45,45,0.8619246861924686,0.8450704225352113,0.8836882579118603,0.9633984028393966,-0.007531380753137973,-0.01673640167363999,0.001255230125523199,-0.008368200836819994,0.00794979079497915,-0.00794979079497904,-0.011297071129707015,0.01087866108786617,0.008786610878661172,-0.017154811715481166,-0.012133891213389036,0.0020920502092051096
46,46,0.8158995815899581,0.7283950617283951,0.783237207926649,0.9395149364093462,0.005020920502091908,-0.015062761506276168,-0.001255230125523088,0.0058577405857739295,0.03263598326359818,0.008368200836820106,0.00878661087866095,0.0071129707112969065,0.010878661087865948,-0.005439330543933085,-0.005020920502092019,0.0347280334728034
47,47,0.8117154811715481,0.7715736040609137,0.8144040224785567,0.9410677314404022,-0.02845188284518818,-0.006276150627614996,-0.01966527196652723,-0.026359832635983182,0.008786610878661172,-0.02761506276150616,-0.052719665271966365,-0.025941422594142227,-0.009623430962343082,-0.05271966527196659,-0.02384937238493723,-0.07322175732217573
48,48,0.8744769874476988,0.8214285714285714,0.8511904761904762,0.9715320910973084,-0.0029288702928871313,0.002510460251046065,-0.0033472803347278646,0.006276150627615107,0.02384937238493723,0.005439330543933085,-0.01087866108786606,-0.019246861924686054,-0.0020920502092051096,-0.007531380753137862,-0.02175732217573212,-0.012552301255230214
49,49,0.8535564853556485,0.7852760736196319,0.8240165631469979,0.9548950014788524,0.0071129707112970175,0.006694560669456062,0.0,0.011715481171548192,0.0757322175732219,0.015062761506276168,0.023012552301255207,0.024267782426778184,-0.0033472803347279756,0.026359832635983182,0.047698744769874346,0.05062761506276159
50,50,0.8535564853556485,0.8275862068965517,0.8646850044365573,0.9374445430346051,0.01589958158995819,0.0033472803347280866,-0.01087866108786617,-0.012133891213389147,0.2669456066945607,0.007531380753138084,0.0033472803347280866,-0.008368200836819994,-0.0004184100418409553,-0.015481171548117123,0.002510460251046065,0.006694560669456062
51,51,0.8661087866108786,0.8490566037735849,0.8870896184560781,0.9614019520851819,0.07907949790794977,0.00502092050209213,0.009205020920502127,-0.0008368200836820217,0.008368200836820106,0.008368200836820106,0.00794979079497915,-0.0008368200836820217,0.0004184100418409553,0.007531380753138195,0.01380753138075319,0.020502092050209142
52,52,0.8451882845188284,0.8177339901477833,0.8558488612836439,0.9543034605146407,0.0071129707112971285,-0.004602510460251064,-0.011297071129707015,-0.012133891213389036,0.00502092050209213,0.005857740585774152,-0.01966527196652723,-0.025941422594142227,0.0008368200836819106,0.002510460251045954,-0.010041841004184038,-0.009623430962343082
53,53,0.895397489539749,0.8663101604278075,0.8925983436853002,0.9545992309967465,0.004184100418410108,0.018410041841004254,0.005439330543933085,0.002510460251046176,0.010041841004184149,0.015062761506276279,0.015062761506276279,0.01380753138075308,0.012552301255230325,-0.0058577405857738185,-0.006276150627614996,1.1102230246251565e-16
54,54,0.8577405857740585,0.8365384615384616,0.8741866311742088,0.9717539189588879,0.08995815899581583,-0.0004184100418409553,-0.023012552301255318,0.011297071129707015,0.14979079497907932,-0.019246861924686165,-0.019246861924686165,0.002510460251046065,-0.0020920502092049986,-0.0008368200836821327,-0.013389121338912124,-0.004602510460251175
55,55,0.8661087866108786,0.8461538461538461,0.8830227743271222,0.9682786157941438,0.04644351464435148,-0.005020920502092019,-0.010041841004184038,-0.0058577405857740406,0.19288702928870294,0.0071129707112971285,-0.009623430962342971,0.009623430962343194,0.0020920502092049986,-0.005020920502092019,-0.0033472803347279756,0.0
56,56,0.8661087866108786,0.8504672897196262,0.889123040520556,0.9537119195504289,0.11841004184100412,-0.0071129707112970175,-0.006276150627614996,-0.002510460251046065,0.36861924686192465,0.015062761506276168,0.0029288702928870203,-0.0058577405857740406,0.07405857740585764,0.04644351464435148,0.0033472803347281976,-0.0020920502092049986
57,57,0.8493723849372385,0.8285714285714286,0.8673839100857734,0.9537858621709553,0.0058577405857740406,-0.012133891213388925,-0.007949790794978928,-0.00878661087866095,0.0029288702928870203,0.014644351464435212,0.00711297071129724,-0.010878661087865948,0.002510460251046065,-0.037238493723849464,-0.03682008368200829,-0.049790794979079234
58,58,0.9037656903765691,0.8729281767955801,0.8953342206447796,0.9741940254362614,0.006276150627615218,-0.004184100418409886,0.01004184100418426,0.004184100418410219,0.009205020920502238,0.006694560669456284,0.011715481171548192,0.003765690376569042,0.00041841004184106634,0.004184100418410219,0.005020920502092241,0.006694560669456284
