,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.lefttop_CO2_fd3_scaled
10,10,0.8793774319066148,0.8121212121212121,0.8459486166007906,0.967391304347826,0.04163424124513615,0.006614785992217764,0.015564202334630184,0.0058365758754862496,0.021400778210116544,-0.0019455252918288979,0.0058365758754862496,0.012062256809338368
11,11,0.8832684824902723,0.8076923076923077,0.839361001317523,0.9762187088274046,0.03463035019455252,0.012062256809338368,0.033852140077821,-0.006225680933852229,0.01322957198443564,0.001167315175097161,0.016731517509727456,-0.009338521400778288
12,12,0.8871595330739299,0.8220858895705522,0.8520092226613966,0.9675230566534914,0.07587548638132291,0.04319066147859918,0.025680933852139876,0.02490272373540836,0.029961089494163207,0.024513618677042603,0.018287937743190485,0.03112840466926048
13,13,0.8521400778210116,0.75,0.8006916996047431,0.9712121212121212,0.04163424124513615,0.021400778210116767,0.01322957198443575,0.030739299610894943,0.00894941634241242,0.0015564202334630295,0.008560311284046662,0.015175097276264538
14,14,0.8365758754863813,0.72,0.7813570487483531,0.9650197628458498,0.03852140077821009,0.010894941634241317,-0.003112840466926059,0.011673151750972832,0.018287937743190708,-0.0035019455252918164,0.016731517509727678,0.006225680933852229
15,15,0.8871595330739299,0.8361581920903954,0.868840579710145,0.955862977602108,0.03424124513618676,0.01011673151750958,0.024124513618676846,0.008949416342412309,0.01011673151750958,0.007003891050583522,0.015564202334630184,-1.1102230246251565e-16
16,16,0.914396887159533,0.8910891089108911,0.9285243741765481,0.9727272727272728,0.1875486381322956,0.04396887159533058,0.0027237354085601906,0.06420233463035019,0.0046692607003890885,0.01789883268482484,0.021011673151750898,0.008560311284046662
17,17,0.7354085603112841,0.46875,0.6448616600790513,0.9409090909090909,0.0011673151750972721,0.05175097276264595,0.029571984435797782,0.0568093385214008,0.014785992217898891,0.019844357976653737,0.017120622568093435,0.042412451361867776
18,18,0.8871595330739299,0.8198757763975155,0.8496047430830039,0.9758234519104084,0.027237354085602905,-0.0015564202334631405,-0.0019455252918288979,0.003112840466925948,0.009727626459143823,0.01011673151750958,-0.0007782101167316258,0.001167315175097161
19,19,0.8015564202334631,0.6222222222222222,0.7252305665349144,0.9624505928853755,0.13929961089494158,0.01478599221789878,0.00894941634241242,0.0077821011673151474,0.038132295719844445,0.02256809338521404,0.0357976653696499,-0.00894941634241242
20,20,0.9027237354085603,0.8717948717948718,0.9074110671936759,0.9740447957839262,0.08638132295719847,0.0023346303501945442,0.045136186770427855,0.01945525291828787,0.009338521400778177,0.07354085603112848,0.06498054474708181,0.018287937743190597
21,21,0.8910505836575876,0.8585858585858586,0.8983201581027668,0.9709486166007905,0.41517509727626467,0.022957198443579685,0.009338521400778177,0.008560311284046662,-0.013618677042801508,0.05408560311284061,0.029182879377431803,0.04435797665369656
22,22,0.8482490272373541,0.8151658767772512,0.8673913043478261,0.9619894598155468,0.2482490272373541,-0.02256809338521415,-0.023346303501945664,-0.008949416342412642,-0.0035019455252918164,-0.017509727626459304,-0.055642023346303526,-0.009338521400778399
23,23,0.8832684824902723,0.8351648351648352,0.8706192358366271,0.9456521739130435,0.01750972762645897,0.001167315175097161,0.0027237354085601906,0.04357976653696494,0.03891050583657585,0.005447470817120492,0.013618677042801397,0.0038910505836574627
24,24,0.867704280155642,0.7763157894736842,0.8176218708827404,0.9728590250329381,0.04357976653696505,0.017509727626459193,0.006225680933852007,0.005058365758754957,0.006225680933852007,-0.0015564202334631405,0.008949416342412309,-0.0023346303501946553
