,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.back_CO2_vd_scaled,feature_importance.back_CO2_vd_fd1_scaled,feature_importance.back_CO2_vd_fd2_scaled,feature_importance.back_CO2_vd_fd3_scaled
159,159,0.7945205479452054,0.7058823529411765,0.765919205751455,0.858353303663129,-0.0004566210045662267,0.02237442922374433,0.10319634703196334,0.03515981735159823
160,160,0.634703196347032,0.2727272727272727,0.5697107155083876,0.8654570352618965,-0.012328767123287676,0.024200913242009237,0.013698630136986245,0.06438356164383563
161,161,0.8127853881278538,0.768361581920904,0.8026360835330366,0.7851763094830537,-0.05525114155251154,0.11050228310502275,0.3424657534246575,0.3593607305936073
162,162,0.726027397260274,0.5522388059701493,0.6814019171516603,0.7212427250941459,0.005936073059360947,0.046575342465753344,0.01187214611872145,0.0876712328767123
163,163,0.8036529680365296,0.7225806451612903,0.7767887709688464,0.7415268743580965,0.0036529680365295913,0.04292237442922375,0.036986301369862806,0.22374429223744285
164,164,0.7945205479452054,0.7513812154696132,0.7868880520369737,0.9054262238959261,-0.029223744292237508,0.002739726027397249,0.018721461187214627,0.01963470319634697
165,165,0.7442922374429224,0.5625,0.6956521739130435,0.9197192742211571,0.0022831050228310223,0.05388127853881286,0.05936073059360725,0.06575342465753431
166,166,0.5799086757990868,0.0,0.5,0.734679904142417,0.0,0.0,0.0,0.0
167,167,0.5799086757990868,0.0,0.5,0.6002225265320096,0.0,0.0,0.0,0.0
168,168,0.8447488584474886,0.8229166666666666,0.8466706607326258,0.906110920917494,-0.019178082191780854,0.014611872146118698,0.07397260273972606,0.09360730593607303
169,169,0.7808219178082192,0.7272727272727273,0.7690859294762067,0.9014892160219103,-0.018721461187214627,0.024657534246575352,0.06803652968036533,0.027397260273972712
170,170,0.5799086757990868,0.0,0.5,0.5760869565217391,0.0,0.0,0.0,0.0
171,171,0.5799086757990868,0.0,0.5,0.7231256419034576,0.0,0.0,0.0,0.0
172,172,0.7214611872146118,0.5196850393700787,0.6714738103389251,0.9257959602875727,0.017808219178082174,0.029680365296803624,0.029223744292237286,0.028310502283104944
173,173,0.5799086757990868,0.0,0.5,0.8075145498117082,0.0,0.0,0.0,0.0
174,174,0.6940639269406392,0.42735042735042733,0.6358695652173914,0.9144128723040055,0.013242009132420018,0.0237442922374429,0.03835616438356171,0.018721461187214627
175,175,0.8356164383561644,0.8105263157894737,0.8358010955152345,0.8611776788770968,-0.0328767123287671,0.010045662100456543,0.1643835616438356,0.0968036529680365
176,176,0.680365296803653,0.38596491228070173,0.6195652173913043,0.6915439917836357,-0.01050228310502288,0.009589041095890427,0.015525114155251152,0.008675799086757974
