,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.right_CO2_vd_scaled,feature_importance.right_CO2_vd_fd1_scaled,feature_importance.right_CO2_vd_fd2_scaled,feature_importance.right_CO2_vd_fd3_scaled,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled,feature_importance.righttop_CO2_scaled,feature_importance.righttop_CO2_fd1_scaled,feature_importance.righttop_CO2_fd2_scaled,feature_importance.righttop_CO2_fd3_scaled
67,67,0.9205020920502092,0.9045226130653267,0.931307305530908,0.9757468204673173,-0.001255230125523199,0.03054393305439329,0.0008368200836817996,0.002510460251045843,0.055648535564853496,0.04644351464435148,0.014225941422594146,0.041004184100418506,0.304602510460251,0.0744769874476987,0.02970711297071138,0.0004184100418408443
68,68,0.899581589958159,0.883495145631068,0.9163339248742975,0.9732327713694173,-0.004184100418409886,0.006694560669456173,0.004602510460251175,0.0029288702928871313,0.18200836820083677,0.13305439330543933,0.023012552301255318,0.0071129707112971285,0.07866108786610859,0.10878661087866093,0.07824267782426775,0.015062761506276168
69,69,0.899581589958159,0.8811881188118812,0.9122670807453416,0.9669476486246673,0.002510460251046176,-0.008368200836820217,0.012552301255229992,0.008786610878661172,0.03598326359832649,0.041004184100418506,0.02092050209205032,-0.00376569037656882,0.023430962343096273,0.05020920502092041,0.02552301255230116,0.020920502092050097
70,70,0.899581589958159,0.883495145631068,0.9163339248742975,0.9680567879325644,-0.0004184100418408443,0.017573221757322344,0.012133891213388925,0.0033472803347280866,0.0029288702928871313,0.07280334728033466,0.03472803347280351,0.032217573221757334,0.35355648535564854,0.09832635983263593,0.0514644351464435,0.023012552301255318
71,71,0.9372384937238494,0.9238578680203046,0.9469461697722568,0.9775214433599526,0.0020920502092048876,0.020083682008368076,0.04184100418410053,0.02677824267782436,0.015481171548117012,0.06150627615062776,0.0359832635983266,0.01966527196652701,0.2594142259414225,0.08535564853556488,0.033054393305439356,0.0535564853556485
72,72,0.9163179916317992,0.8969072164948454,0.9218056787932565,0.9775214433599527,0.001255230125522977,0.02970711297071138,0.02677824267782436,0.0058577405857740406,0.20083682008368198,0.096652719665272,0.023430962343096384,0.06276150627615062,0.3615062761506276,0.08786610878661083,0.107112970711297,0.10251046025104604
73,73,0.8577405857740585,0.8316831683168316,0.8680863649807748,0.9358917480035491,-0.005020920502091908,-0.0029288702928869093,0.0016736401673640433,0.0033472803347280866,-0.004184100418409997,0.009205020920502016,0.0008368200836820217,0.0058577405857740406,-0.005020920502091908,0.0016736401673640433,0.0029288702928870203,0.005020920502092019
74,74,0.9456066945606695,0.9333333333333333,0.9537488908606921,0.9746376811594203,0.0020920502092049986,0.031380753138075534,0.02677824267782436,0.02259414225941414,0.05230125523012563,0.08912133891213403,0.05732217573221743,0.009623430962342971,0.19414225941422603,0.13974895397489528,0.03849372384937244,0.01589958158995819
75,75,0.9079497907949791,0.8910891089108911,0.9211032238982549,0.9691659272404615,0.009205020920502238,0.023012552301255207,0.03138075313807542,0.020502092050209253,0.21924686192468623,0.046025104602510414,0.06652719665271978,0.017991631799163188,0.17071129707112964,0.09079497907949785,0.012133891213389258,0.02761506276150627
76,76,0.895397489539749,0.8803827751196173,0.9149659863945578,0.9699792960662527,0.0016736401673641543,0.020502092050209253,-0.0016736401673638213,-0.006276150627614885,0.16736401673640167,0.0744769874476986,0.021338912133891275,0.0016736401673641543,0.1857740585774058,0.10794979079497913,0.03974895397489542,0.006694560669455951
77,77,0.9121338912133892,0.896551724137931,0.9265380065069506,0.9741200828157349,0.0004184100418408443,0.026359832635983294,0.0179916317991633,0.015481171548117345,0.06443514644351467,0.07615062761506286,0.053974895397489675,-0.002510460251045843,0.1418410041841005,0.11966527196652732,0.051046025104602544,0.019665271966527342
78,78,0.8577405857740585,0.8316831683168316,0.8680863649807748,0.919698314108252,-0.0033472803347279756,-0.001255230125522977,-0.0033472803347279756,0.0008368200836820217,-0.0033472803347279756,0.0029288702928870203,0.0071129707112970175,0.01087866108786606,-0.006276150627615107,0.007531380753138084,0.009623430962343082,0.005439330543933085
79,79,0.8702928870292888,0.8442211055276382,0.878290446613428,0.9379621413782905,0.0033472803347280866,0.005439330543933085,0.006276150627615107,0.003765690376569042,0.006276150627615218,0.01004184100418426,0.005857740585774263,0.005439330543933085,0.00502092050209213,0.007531380753138084,0.008368200836820217,0.0058577405857740406
80,80,0.9037656903765691,0.8855721393034826,0.9156684412895593,0.9680567879325643,0.0004184100418412884,0.025104602510460428,-0.0029288702928869093,0.007531380753138195,0.10000000000000009,0.07364016736401668,0.025941422594142227,-0.0020920502092047766,0.22635983263598336,0.059832635983263605,0.05857740585774052,0.018410041841004254
81,81,0.9163179916317992,0.8979591836734694,0.9238391008577345,0.9754510499852116,0.0016736401673638213,0.014225941422594368,0.015062761506276168,0.0158995815899583,0.14058577405857753,0.044769874476987326,0.05648535564853552,0.0046025104602509526,0.3476987447698744,0.058995815899581694,0.043096234309623505,0.019246861924686387
82,82,0.8870292887029289,0.8669950738916257,0.9000295770482106,0.9603667553978112,0.002510460251046065,0.04853556485355648,0.033054393305439356,0.017573221757322233,0.03138075313807531,0.09163179916317987,0.005020920502092019,0.01087866108786617,0.04979079497907957,0.11338912133891221,0.08870292887029285,0.041004184100418506
