,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.front_CO2_vd_scaled,feature_importance.front_CO2_vd_fd1_scaled,feature_importance.front_CO2_vd_fd2_scaled,feature_importance.front_CO2_vd_fd3_scaled,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_CO2_fd2_scaled,feature_importance.frontlow_CO2_fd3_scaled,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.fronttop_CO2_fd3_scaled
10,10,0.8792270531400966,0.8717948717948718,0.883695652173913,0.9414933837429111,-0.0024154589371981894,0.01207729468599028,0.015458937198067568,0.007729468599033673,0.34734299516908207,0.033816425120772986,0.01400966183574881,0.005797101449275366,0.34541062801932376,0.0434782608695653,0.02657004830917875,0.004830917874396157
11,11,0.8357487922705314,0.8229166666666666,0.8380434782608697,0.9268431001890358,-0.006280193236714804,0.0004830917874397711,0.0028985507246377384,0.005797101449275477,0.2507246376811595,0.01690821256038655,0.0004830917874397711,-0.0019323671497584183,0.2840579710144928,0.023188405797101463,-0.006280193236714804,-0.006763285024154575
12,12,0.8695652173913043,0.8571428571428571,0.8706521739130435,0.9327977315689981,-0.02753623188405796,0.01207729468599028,0.01400966183574881,0.016425120772946777,0.22898550724637678,0.023188405797101352,0.01256038647342983,0.01400966183574881,0.28888888888888886,0.032850241545893666,0.018840579710144967,0.01400966183574881
13,13,0.8454106280193237,0.8431372549019608,0.8543478260869566,0.9222117202268431,-0.01690821256038655,0.0019323671497584183,0.0028985507246376274,0.0033816425120773985,0.35507246376811585,0.01352657004830915,0.011594202898550732,0.005797101449275366,0.35169082125603857,0.008212560386473555,0.005314009661835817,-0.0024154589371980784
14,14,0.6811594202898551,0.6972477064220184,0.6956521739130435,0.8555765595463138,-0.02753623188405796,-0.023188405797101352,-0.022222222222222143,-0.024637681159420333,0.2391304347826087,0.0033816425120773985,0.0028985507246376274,-0.020772946859903385,0.22850241545893718,-0.0019323671497584183,0.011594202898550732,-0.00048309178743954906
15,15,0.8502415458937198,0.8472906403940886,0.8586956521739131,0.9209829867674858,0.020289855072463836,0.014975845410627908,0.021739130434782594,0.01352657004830915,0.3710144927536231,0.047826086956521685,0.04637681159420293,0.025120772946859993,0.37584541062801924,0.049275362318840554,0.03816425120772937,0.03816425120772948
16,16,0.8309178743961353,0.8223350253807107,0.8358695652173913,0.9146502835538751,-0.05507246376811592,0.0033816425120772875,0.009661835748792202,0.01449275362318836,0.2917874396135266,-0.008695652173912993,-0.008212560386473333,-0.0028985507246376274,0.19033816425120775,-0.0038647342995168366,-0.009178743961352542,-0.011594202898550732
17,17,0.9130434782608695,0.898876404494382,0.908695652173913,0.9545368620037807,0.0,0.0014492753623187582,0.004347826086956386,-0.0038647342995171696,0.008695652173913104,0.019323671497584405,0.01256038647342994,0.010628019323671523,0.011594202898550732,0.019806763285024176,0.017391304347825987,0.023671497584541012
18,18,0.782608695652174,0.7761194029850746,0.7891304347826087,0.8815689981096408,-0.0782608695652175,0.006763285024154686,0.0304347826086957,0.021256038647343045,0.28792270531400965,0.0019323671497585293,-0.00048309178743954906,0.007729468599033895,0.2222222222222222,0.0024154589371980784,-0.008212560386473333,0.005314009661835817
19,19,0.7198067632850241,0.7478260869565218,0.741304347826087,0.9379017013232513,-0.019806763285024065,0.0038647342995169476,0.0019323671497584183,0.006280193236714915,0.2516908212560386,0.023188405797101463,0.02850241545893717,0.025603864734299542,0.2729468599033816,0.018840579710144856,0.01642512077294689,0.01449275362318847
