,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backlow_temperature_scaled,feature_importance.backlow_CO2_scaled,feature_importance.backlow_humidity_scaled,feature_importance.backlow_temperature_fd2_scaled,feature_importance.backlow_temperature_fd1_scaled,feature_importance.backlow_temperature_fd3_scaled,feature_importance.backlow_humidity_fd1_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backlow_humidity_fd3_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_humidity_fd2_scaled
10,10,0.9629629629629629,0.9631017880535565,0.9634498592801066,0.9828914234928159,1.4984563797610029,2.0968748195335194,1.6367157907884358,1.4900474680760556,1.2580185174408667,0.13744855967078184,0.08436213991769542,0.029629629629629572,0.0028806584362139785,0.003703703703703687,0.009465020576131643,0.0004115226337448319,0.0004115226337448319,0.017283950617283883,-3.3306690738754695e-17,0.004115226337448541,0.006584362139917666
11,11,0.9588477366255144,0.9590613146058861,0.9625160645437669,0.9881479365986007,1.321670165085989,2.189393134393121,1.374764358896299,1.832662809800599,1.187690574568597,0.16337448559670778,0.09506172839506169,0.04032921810699584,0.009053497942386801,-0.003292181069958866,0.0024691358024691136,-0.003703703703703709,0.00411522633744853,0.008641975308641936,0.008641975308641936,-0.0024691358024691466,0.0004115226337448541
12,12,0.9506172839506173,0.9506172839506173,0.9462864721485411,0.9919687592101385,2.458367606030391,1.4402754515708958,1.9399737100362324,1.2119162857227148,0.8639285114939422,0.1502057613168724,0.07242798353909466,0.024691358024691346,-0.004115226337448541,0.0024691358024691245,0.009053497942386812,-0.0004115226337448541,0.0012345679012345622,0.0028806584362139785,-0.0028806584362139785,0.0,0.009465020576131699
13,13,0.9135802469135802,0.9142165860753607,0.910122699386503,0.9805214723926381,1.946843339344771,1.762769495410566,1.8175595272054974,1.7575821436329995,0.6868295510681905,0.12016460905349788,0.07695473251028802,0.028395061728395,0.0008230452674896748,0.0028806584362139676,0.004115226337448508,-0.010288065843621463,-0.007407407407407462,-0.01193415637860088,-0.002057613168724326,-0.007407407407407474,-0.009053497942386902
14,14,0.9423868312757202,0.9427648120831887,0.9404240337975278,0.9863871068690345,1.0941174509240579,2.4129972061104152,1.9361456749818717,1.5823009344420087,1.129214681875717,0.1452674897119342,0.04691358024691361,0.015226337448559713,-0.0020576131687242705,-0.003292181069958833,2.2204460492503132e-17,-0.013580246913580184,-0.006584362139917666,-0.0061728395061728,-0.013168724279835332,-0.008230452674897082,4.4408920985006264e-17
15,15,0.9711934156378601,0.9712977014459838,0.9724801061007957,0.9926318891836133,2.0607540469109873,1.6791150948527171,1.5081261722463828,1.6656792316429085,0.5696583014370333,0.16131687242798357,0.11646090534979425,0.040329218106995926,0.004526748971193428,0.0024691358024691358,0.019341563786008254,0.0,0.0020576131687242926,0.00452674897119344,0.0057613168724280125,-0.000411522633744843,0.0012345679012345733
16,16,0.9547325102880658,0.9548685240643184,0.9550820616181975,0.9916498704290239,1.157658461084965,2.111064873997763,1.7377907780992552,1.185650197584614,1.196194762733508,0.14362139917695474,0.09218106995884771,0.024279835390946504,0.005761316872427957,-0.004115226337448552,0.008641975308641947,0.0016460905349794275,0.005349794238683103,0.006172839506172811,0.0004115226337448541,0.0004115226337448541,0.0024691358024691245
17,17,0.9547325102880658,0.9549961100316252,0.9571175950486295,0.9882847038019452,1.078771145460914,1.8799926239494593,1.7209569773642917,2.1399880579174666,1.013019232093148,0.16378600823045267,0.09382716049382715,0.04197530864197528,0.009053497942386801,0.0008230452674897082,0.014814814814814814,0.0016460905349794165,0.00493827160493826,0.013168724279835387,0.00781893004115224,0.0024691358024691245,0.004115226337448541
18,18,0.9629629629629629,0.963087750371511,0.9636655479352109,0.9906610243688896,2.6319733831056027,1.679034846107533,1.1524453480612842,1.6587209205629636,1.1738112795873337,0.12592592592592589,0.1098765432098765,0.044444444444444384,0.003292181069958833,0.006172839506172811,0.009876543209876498,0.006172839506172811,0.001646090534979383,0.0037037037037036757,0.005761316872427957,-4.4408920985006264e-17,0.004526748971193395
19,19,0.9465020576131687,0.9470710873713146,0.9504662004662006,0.9833721833721834,1.4761148965917408,1.2351732710505452,1.6109305185736664,2.3436295926689064,1.09425962233842,0.1259259259259259,0.06337448559670784,0.017283950617283973,0.004526748971193428,0.002880658436214001,0.01399176954732515,-0.004526748971193395,-0.0020576131687242705,0.0004115226337448763,0.0008230452674897193,-0.0012345679012345622,-0.004115226337448541
