,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backtop_CO2_scaled,feature_importance.backtop_temperature_scaled,feature_importance.backtop_humidity_scaled
52,52,0.9094650205761317,0.9099571317822333,0.9051581325301205,0.9735692771084337,1.6777794324343305,1.7838515656314013,2.0741839432101448,1.7014528972550038,0.2173608289279066,0.27242798353909464,0.19753086419753085,0.13168724279835387
53,53,0.9218106995884774,0.9222337331891457,0.9217131183423318,0.9819786954618415,1.1552151509476232,2.480522323204465,1.7402556076360345,1.0228101706633306,0.6951198625199568,0.23950617283950618,0.2423868312757202,0.14032921810699595
54,54,0.9506172839506173,0.9510605389007651,0.9535736338376042,0.979468971904909,0.9262868533593945,2.607516694929349,1.6781786110188253,0.6898004003820064,1.0835054555807602,0.2839506172839506,0.2510288065843621,0.20411522633744855
55,55,0.9259259259259259,0.9265701695671574,0.9256901840490798,0.9769938650306749,1.0515362632020877,2.4049571253119826,1.93522844428076,1.8333687820619657,0.21681663776578067,0.24238683127572017,0.2111111111111111,0.13168724279835392
56,56,0.9506172839506173,0.950922115531169,0.9502933004013584,0.95862920654523,1.0589355009223416,2.0303486940904727,2.0746694601764,0.739122508441416,1.4565339915766804,0.3213991769547325,0.27530864197530863,0.1880658436213992
57,57,0.9465020576131687,0.9462505431587558,0.9356915618845629,0.9858354794728071,1.0689133697383804,2.21166701567857,1.0889200578587328,1.7828681251251808,0.6622385432576455,0.2934156378600824,0.2374485596707819,0.16584362139917697
58,58,0.9547325102880658,0.954932502596054,0.9537037037037037,0.9878067367779302,1.2415525742404996,3.0479011813846877,1.157205165843114,1.5097453015645503,-0.15618203555213078,0.32962962962962966,0.2518518518518518,0.2102880658436214
59,59,0.9382716049382716,0.9383654010522516,0.9320987654320987,0.9834628867550679,2.0908459036990625,2.293046170329171,1.641061201275826,0.35859884582103985,1.022789615702149,0.30987654320987656,0.22427983539094645,0.1403292181069958
60,60,0.9506172839506173,0.9504695323005681,0.9422063253012047,0.9908132530120481,0.48445710152903804,2.7651813662282985,1.839200304716701,1.7157465305065585,0.2936913074362,0.2777777777777778,0.257201646090535,0.15555555555555553
61,61,0.9423868312757202,0.9425646496977086,0.9379601226993866,0.9741564417177914,0.8970969522944618,3.3407394013400404,0.5315384385167703,1.7854940665475578,0.4430052377105921,0.3164609053497943,0.22674897119341564,0.17489711934156382
62,62,0.9506172839506173,0.9510745313214449,0.9534965034965035,0.990909090909091,1.3476608034480702,2.848236341343026,1.139616965804488,0.9443709092852262,1.0904701021084249,0.36049382716049383,0.2366255144032922,0.22263374485596713
63,63,0.9300411522633745,0.9301683878864203,0.9198809523809524,0.9735714285714286,0.6996187988350667,2.3944951317554395,1.7843180121673083,1.6353524308066725,0.5301020060852175,0.22345679012345682,0.26872427983539093,0.15679012345679016
