,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.frontlow_CO2_fd3_scaled,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_CO2_fd2_scaled
20,20,0.8559670781893004,0.8567082280062389,0.837850614560353,0.9167191931925622,1.3603859810542507,1.6715116690181016,1.1352980991930852,1.057685895147941,0.4789134821355224,0.1156378600823045,0.10658436213991766,0.10864197530864197,0.05967078189300411
21,21,0.8765432098765432,0.8769988242210464,0.8580681272988966,0.9436270590116744,1.767459316869108,1.5934802871736466,0.8180762958572575,0.77220072999544,0.7662301073853046,0.12016460905349793,0.102880658436214,0.08930041152263375,0.058847736625514416
22,22,0.8600823045267489,0.8613625971650662,0.857539623759443,0.9241593837949933,2.0091268650986547,1.0365284245428348,0.7172420865522273,1.7680627996621732,0.36392462045939983,0.14691358024691353,0.12633744855967072,0.11975308641975306,0.04897119341563784
23,23,0.9012345679012346,0.900870076425632,0.8815395524739994,0.9633627481878348,1.560841210710472,1.3875498184525075,1.3504499898918445,1.1861534955099198,0.14268949429235228,0.11152263374485596,0.1353909465020576,0.102880658436214,0.02469135802469139
24,24,0.8641975308641975,0.8640160070959292,0.8502073766849356,0.9123833506147238,1.8510533269802898,1.509369230270928,0.7366575780359574,0.6320897391131981,1.389109120213924,0.1238683127572016,0.10534979423868307,0.10329218106995881,0.1078189300411522
25,25,0.9053497942386831,0.9054805338878784,0.8967879604672058,0.9584456424079066,2.035997098342077,1.5661515453100607,1.1876966360000556,1.0492400817593401,-0.23010610876856527,0.11316872427983538,0.13497942386831271,0.07119341563786008,0.0802469135802469
26,26,0.8559670781893004,0.8583937774873279,0.8435590421139554,0.9238645747316268,1.8268312300562677,1.4415100956318052,0.7627437085420274,1.2378672535846138,0.5792705493185958,0.12592592592592594,0.09259259259259259,0.11975308641975306,0.013168724279835387
27,27,0.8395061728395061,0.8404075182930594,0.8149476228847703,0.9100725221595487,2.181542575231343,1.4848999628223427,1.4325199708209047,0.7807607319377957,-0.14819871778498195,0.07489711934156375,0.11522633744855962,0.02716049382716045,0.03786008230452671
28,28,0.8888888888888888,0.8901383147042311,0.8895331325301205,0.9569277108433735,2.2815038249816544,1.6141861188500355,1.1160537045389338,0.7865669074736673,-0.1981001398719465,0.1452674897119341,0.10452674897119336,0.07407407407407404,0.03045267489711928
29,29,0.8765432098765432,0.8765432098765432,0.8703769559032717,0.9399715504978663,2.0553830380625566,1.5416022497593025,1.2710609748921358,0.7721602934421988,0.09373442124242273,0.1074074074074074,0.12222222222222223,0.10576131687242799,0.02304526748971193
30,30,0.8559670781893004,0.8578760956746417,0.8500000000000001,0.9377622377622378,1.8545786006884817,1.5799881676197292,1.4888931823506406,0.687747991466265,0.2917781475250793,0.10370370370370367,0.10082304526748971,0.06954732510288064,0.08477366255144031
31,31,0.8930041152263375,0.8948666237822864,0.8918128654970761,0.9421702404158545,1.782971048050915,1.3810018771199872,0.8672811370595781,1.1816756205845909,0.4526690454123778,0.1481481481481482,0.11522633744855973,0.11111111111111116,0.07860082304526753
32,32,0.8847736625514403,0.8857442348008385,0.8796296296296295,0.9517604023776863,2.3647419247609505,1.5575756993579732,1.0176280918870455,0.3964627446151236,0.4724360740649818,0.13456790123456785,0.09670781893004111,0.10082304526748968,0.06172839506172837
33,33,0.8806584362139918,0.8814298179075614,0.8751123090745732,0.9549266247379454,0.48708929870898504,1.9919886667930182,1.1014706507822734,1.1921463464528719,0.920898167224665,0.13621399176954732,0.1168724279835391,0.11522633744855967,0.060905349794238686
34,34,0.8518518518518519,0.851072817744422,0.8347507331378299,0.9170087976539588,1.8270874601118765,1.619813589011459,1.3333816429680463,0.9469579447729514,0.02332622565300184,0.08477366255144032,0.09300411522633743,0.07860082304526748,0.04897119341563787
