,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backtop_temperature_scaled,feature_importance.backtop_humidity_scaled,feature_importance.backtop_temperature_fd3_scaled,feature_importance.backtop_humidity_fd3_scaled,feature_importance.backtop_temperature_fd2_scaled,feature_importance.backtop_temperature_fd1_scaled,feature_importance.backtop_humidity_fd1_scaled,feature_importance.backtop_humidity_fd2_scaled
24,24,0.9053497942386831,0.9054721513349044,0.8978299511183528,0.9688194341579026,2.2990547105612182,0.3772384191715999,1.2921936440575577,2.7616484017710508,0.009606099528180805,0.20123456790123456,0.04732510288065842,0.03703703703703705,0.017695473251028805,0.0,-0.004526748971193406,0.016049382716049367,0.0057613168724279795
25,25,0.9053497942386831,0.9052147649435831,0.893980233602875,0.9728212039532794,2.0711692251065403,1.2544333543350092,1.110741516673397,2.784551125140951,-0.7086649024672239,0.20164609053497942,0.028395061728395045,0.030452674897119326,0.006172839506172823,-0.0008230452674897082,0.0028806584362139898,-0.0012345679012345733,-0.005761316872428002
26,26,0.9300411522633745,0.9304690438477287,0.9210982658959538,0.9725020644095789,1.5057310463482,0.2627577306411615,1.1986838219547908,3.363165279270951,0.7395909275849429,0.19176954732510287,0.05226337448559669,0.03662551440329216,0.015226337448559646,0.0020576131687242705,0.003292181069958833,0.00781893004115226,0.007407407407407374
27,27,0.9176954732510288,0.9183029590436999,0.909911361804996,0.9562449637389202,1.6928358380133548,1.0492091600831084,1.4871250535568474,3.1503203233906203,-0.7845692487169451,0.22716049382716053,0.057613168724279885,0.06090534979423873,0.017283950617283984,0.01193415637860088,0.018518518518518566,0.008641975308642025,0.01316872427983543
28,28,0.9423868312757202,0.9426999929523301,0.9417545180722892,0.986144578313253,2.2988751595636394,0.9426952103604049,1.140402100131572,2.1666325538891105,-0.0779635835530749,0.23251028806584367,0.035802469135802505,0.03127572016460909,0.008641975308642014,-0.005349794238683092,0.0004115226337448763,-0.002057613168724259,-0.005349794238683103
29,29,0.9259259259259259,0.9259259259259259,0.922226173541963,0.9803698435277381,1.6711463529485862,0.653608940410897,0.7848615046684926,2.8859707722885237,0.48891885712655864,0.22263374485596707,0.04403292181069961,0.04650205761316874,0.007407407407407418,0.012345679012345689,0.006995884773662542,0.014403292181069982,-0.0020576131687242705
30,30,0.9423868312757202,0.9430763389759502,0.9474358974358974,0.9774669774669775,1.61688915894629,0.7003776668655127,0.8570296148492852,3.1603786096767466,0.21072075580130684,0.24156378600823047,0.07901234567901237,0.07366255144032927,0.03497942386831282,0.015226337448559713,0.005761316872428058,0.020164609053497973,0.013168724279835443
31,31,0.9300411522633745,0.9304454656329919,0.9221491228070176,0.9725471085120209,1.6989184745579047,0.5921421724867905,1.0511760034992885,3.1139423908088584,0.06390932248450544,0.21769547325102873,0.03209876543209876,0.02880658436213992,0.011522633744855949,-0.004526748971193417,-0.009876543209876553,0.000411522633744843,0.0028806584362139785
32,32,0.9094650205761317,0.909735898601222,0.9012345679012346,0.9796524919981711,1.7270626528295974,0.7089934223235772,1.0701732218482487,2.770781084952613,0.28088433186745126,0.2090534979423868,0.013168724279835375,0.041975308641975274,0.0020576131687242484,0.0004115226337448319,-0.010288065843621418,0.008641975308641947,-0.004526748971193451
33,33,0.9506172839506173,0.9508769619864272,0.9510332434860737,0.990491165019467,1.4691794817050792,0.45234691177894676,0.8783637234365976,2.8286516977753724,0.7308442188961052,0.2353909465020576,0.03909465020576132,0.03497942386831278,0.013580246913580275,-0.0024691358024691245,-0.0012345679012345622,0.01152263374485597,0.004938271604938283
