,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backlow_CO2_fd1_scaled
91,91,0.8847736625514403,0.8837573515936089,0.871479374110953,0.9444523470839261,2.4874034754265772,0.3915291500046636,1.367101833556541,1.4315547536506836,0.763358918401857,0.14320987654320988,0.032510288065843586,0.04650205761316869,0.02716049382716045
92,92,0.8724279835390947,0.8699523463735149,0.83232048616664,0.9365904365904366,2.908272602308408,-0.8288199941263747,1.8806520651195813,1.2431231328429648,-0.16918550695891477,0.10617283950617287,0.00823045267489716,0.022633744855967107,0.012757201646090576
93,93,0.8847736625514403,0.8852916969256839,0.8603714382632293,0.9424185888738128,3.0032576808530003,-1.20247545517036,1.8379940072054495,1.2430545974016678,-0.0703623805284439,0.1119341563786008,0.013580246913580207,0.049794238683127545,0.008641975308641947
94,94,0.8395061728395061,0.8397207009292779,0.8249441548771408,0.9085629188384216,3.2966574498466388,-0.5269498374762777,1.4119759192154409,1.679013101179951,-0.19724240820355343,0.11193415637860078,0.0127572016460905,0.024691358024691336,0.0127572016460905
95,95,0.8765432098765432,0.8756580406438584,0.8516317016317017,0.951048951048951,3.0761265041879753,-0.3588432102885195,1.4806481645820273,1.0589504064913668,0.29817098001734227,0.13004115226337448,0.0037037037037036978,0.025514403292181076,-0.0016460905349794275
96,96,0.8353909465020576,0.8317919229685569,0.786702382856229,0.9083639852870622,2.594373351687008,0.19342697759649194,1.3625951140304633,2.096355834699594,-0.10110594456830996,0.08065843621399174,0.0222222222222222,0.027572016460905326,0.02222222222222221
97,97,0.8806584362139918,0.8789037064540639,0.8605046269519954,0.9256795835743203,2.874408169724451,0.21192279263290079,1.5582259930813955,1.131307604735115,0.40199757577921436,0.12098765432098765,0.025514403292181076,0.06296296296296293,-0.00452674897119344
98,98,0.8806584362139918,0.8796043683480138,0.8558196974374808,0.943501080580426,2.5209662346068926,-0.716820560426591,1.2900889069101285,1.4175135444591058,0.7175826497352439,0.13497942386831274,0.0164609053497942,0.028395061728395055,-0.006995884773662564
99,99,0.8436213991769548,0.8411330126991341,0.8145197319434103,0.9011913626209979,3.250905309818597,0.6144482136091657,1.509502132844562,1.3981741268240955,-0.05006754601377231,0.14691358024691364,0.011934156378600869,0.0349794238683128,0.004938271604938327
100,100,0.8518518518518519,0.8498386696450732,0.8297385620915032,0.9241830065359478,2.695070223682781,-0.061342702019509907,1.2532972494883836,1.5456756168648629,0.46721157150987397,0.1292181069958848,0.030864197530864203,0.043621399176954734,0.0028806584362139898
101,101,0.8683127572016461,0.8687712208461874,0.8504175858808698,0.9286164513079105,2.963292642495902,-0.6585442446658493,1.2898554389837125,1.1077064183893464,0.7937393459966192,0.12139917695473254,0.023045267489711984,0.04814814814814818,0.007407407407407474
102,102,0.8559670781893004,0.8530011123806001,0.8194401840490797,0.9315184049079756,2.649881257093041,-0.08399030090806997,1.6962238553178703,1.314008960191527,0.2675578917767377,0.11069958847736623,0.01069958847736624,0.0279835390946502,0.0024691358024691245
103,103,0.8600823045267489,0.85953548678054,0.8310411002718695,0.9319526627218935,2.4955991775302038,0.5297184911440886,1.6344787487109926,1.2761808350044048,0.409422834127587,0.10946502057613165,0.008641975308641947,0.030864197530864158,0.0061728395061728
104,104,0.8395061728395061,0.8382868233577649,0.8155884995507637,0.899445941898772,2.4760638564801343,0.21077901828159143,1.0750998431567216,1.850797129189108,0.8032374475253298,0.09218106995884767,0.013580246913580197,0.02921810699588472,-0.0020576131687243147
105,105,0.8353909465020576,0.832361369417608,0.811505376344086,0.9153405017921148,3.0913486988732672,0.2723685351895195,1.5906304958742052,1.292104254159444,0.05688770016354031,0.12222222222222219,0.019753086419753076,0.01769547325102878,-0.008641975308642014
106,106,0.8683127572016461,0.8668065305683316,0.8523115220483641,0.938904694167852,2.1793383411404075,-0.14347751619950452,1.0254257460546203,2.058208473198826,0.7697358851265725,0.1312757201646091,0.024691358024691402,0.041975308641975365,0.028806584362139953
