,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd1_scaled
42,42,0.96,0.9601922833649588,0.9276006539955037,0.992540363784999,2.0022030965585427,1.14352392064534,1.8214831067480697,1.7948315408245241,1.8411382145764732,0.15563636363636363,-3.3306690738754695e-17,-0.004727272727272758,-0.007636363636363686
43,43,0.96,0.9598544676297485,0.9321349651538331,0.9942206357300697,1.9876650837599978,1.2561643729587504,1.5749265187682149,1.7782758845906093,1.6478700852443264,0.18909090909090906,0.00545454545454539,-0.0032727272727273047,-0.004000000000000026
44,44,0.9636363636363636,0.9633682461036721,0.9343872174060853,0.9945605983341832,2.0452262706948687,1.0825127073176941,1.6881089750398088,2.0526168235622335,1.2399200881339452,0.2025454545454545,0.005454545454545434,-0.001454545454545464,-0.006909090909090943
45,45,0.9490909090909091,0.9481262008292042,0.9086869924927226,0.9919564884326643,2.5441273606298394,1.078719189473933,1.9190223688716028,1.752583408161152,1.1298943242215906,0.2541818181818182,0.009090909090909084,-0.001454545454545464,-0.000727272727272732
46,46,0.9781818181818182,0.9778424242424242,0.9496809244567093,0.9973266643670231,2.823788864645336,0.8466096525045217,1.978067457362952,2.1525707449926568,0.4973380863948373,0.2214545454545454,0.0058181818181818005,0.0014545454545454527,0.006545454545454521
47,47,0.9709090909090909,0.9707386102483392,0.952635165833712,0.9956837800999546,2.0890150867765924,1.2284536941855984,2.084256281644367,1.8052956585337725,0.9447261919825015,0.254909090909091,0.00981818181818186,0.005090909090909113,0.0018181818181818299
48,48,0.9709090909090909,0.9704685510567862,0.9388917219105899,0.995835458099609,2.0290038513316118,0.617587941394075,1.7214220754377743,2.155349071875576,1.5313144334750004,0.22290909090909095,0.006545454545454588,0.0021818181818181958,-0.0010909090909090534
49,49,0.9563636363636364,0.9556848484848485,0.9141083132114523,0.9914625733011383,2.1911209492582815,0.9856467040094615,2.1288666650603933,2.7965005190507974,0.13654367926702962,0.20109090909090915,0.0010909090909090979,0.0,-0.0007272727272726875
50,50,0.9563636363636364,0.9560052062474969,0.9175094816687737,0.9921437601589308,2.518047838151736,1.473716608973315,2.124635462919182,1.886968659117083,0.19155506590561064,0.17563636363636367,0.0003636363636363993,2.2204460492503132e-17,0.004363636363636403
51,51,0.9818181818181818,0.981608895856178,0.9592963090720938,0.9972404277337013,2.0007133325268915,0.3940171355724616,2.506172201609473,2.2454734612021707,1.0387158711253777,0.21381818181818177,0.004000000000000026,0.005090909090909102,0.0010909090909090979
52,52,0.96,0.9590330566477355,0.9178054981725727,0.9950738916256158,1.4188835584328072,0.3216781145144688,2.324048125635185,2.2560504271211426,1.8215395775804042,0.2338181818181818,-2.2204460492503132e-17,0.0032727272727271937,0.0021818181818181403
53,53,0.9636363636363636,0.9638494644623035,0.9527131782945737,0.9952713178294574,2.5538259931892666,0.5980265516774704,1.946388744063555,1.6136080359252518,1.4173606039492672,0.2378181818181818,0.0025454545454545617,0.0025454545454545617,-0.001454545454545464
54,54,0.9527272727272728,0.9522736813411475,0.9206293157564345,0.9926239799121155,2.2712244793514595,0.6273916403322366,1.460814657817578,2.6095460768660295,1.3391476544305108,0.2221818181818182,0.0010909090909090979,-0.001454545454545464,-0.000363636363636366
