,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.B_low_CO2_scaled,feature_importance.B_low_CO2_fd1_scaled,feature_importance.B_low_CO2_fd2_scaled,feature_importance.B_low_CO2_fd3_scaled,feature_importance.B_top_CO2_scaled,feature_importance.B_top_CO2_fd1_scaled,feature_importance.B_top_CO2_fd2_scaled,feature_importance.B_top_CO2_fd3_scaled
28,28,0.9403479701739851,0.9369527145359019,0.9409717242368412,0.9722096576679943,0.047555923777961806,0.11300745650372834,0.00985915492957734,0.01541010770505391,0.01905550952775492,0.09237779618889819,0.002319801159900714,0.041010770505385374
29,29,0.9221209610604806,0.9189655172413793,0.9236675749920016,0.9561742219476408,-0.0048053024026512015,0.17232808616404305,0.020795360397680263,0.0018227009113503945,0.027009113504556814,0.06188898094449047,0.05600662800331402,0.016570008285004212
30,30,0.9337199668599834,0.9299474605954466,0.9343137363061682,0.961695883852035,0.002651201325600705,0.09138359569179766,-0.0017398508699254522,0.012758906379453094,0.0014913007456502925,0.010439105219552602,0.013256006628003192,0.0275062137531068
31,31,0.9229494614747308,0.9196197061365601,0.9243322705559172,0.9518826605474223,-0.008533554266776933,0.05211267605633818,-0.00563380281690129,-0.009362054681027354,0.0021541010770504965,0.04399337199668607,0.029908864954432457,0.027091963545981868
32,32,0.9047224523612262,0.9045643153526971,0.908703650585263,0.9560694151782266,0.01342170671085341,0.003314001657000798,-0.0019055509527754477,-0.0018227009113505055,0.02212096106048045,0.0038111019055508955,0.03670256835128416,-0.0014084507042253502
33,33,0.9221209610604806,0.9192439862542955,0.9238909788952263,0.9309792261950729,-0.0019055509527754477,0.015575807787904017,-0.008036454018226946,-0.0031483015741506915,0.0044739022369510995,0.01681855840927926,0.011930405965203006,0.0028997514498756427
34,34,0.9188069594034797,0.9155172413793103,0.9203385810266651,0.9645394569906115,0.00024855012427504874,0.020381110190554996,0.013256006628003303,0.009113504556752194,0.0041425020712511085,0.0061309030654516095,-0.0011599005799504125,0.022535211267605604
35,35,0.9196354598177299,0.9146877748460862,0.9198862570744569,0.9638940679368512,0.004225352112676162,0.07456503728251851,0.0037282518641260642,-0.005882352941176339,-0.0024026512013257673,0.04465617232808616,-0.0020712510356256653,0.009693454846727234
36,36,0.9254349627174814,0.9224137931034483,0.9269965689573381,0.9546490076453781,0.0027340513670257582,0.07274233637116823,0.0044739022369510995,0.006876553438276867,-0.0001657000828501065,0.025683512841756406,0.006959403479701587,0.009113504556752305
37,37,0.9337199668599834,0.9305555555555556,0.93487224606423,0.9641726332976621,0.0024855012427507095,0.0550124275062136,-0.0014913007456504035,-0.009030654515327363,-0.0019055509527756698,0.002982601491300585,0.019386909693454912,0.0275062137531068
38,38,0.9295774647887324,0.927038626609442,0.9314370662930398,0.9524756462164756,0.001988400994200501,0.014830157415078538,0.01234465617232805,-0.00588235294117645,-0.0044739022369512105,0.018972659486329646,-0.009362054681027354,0.11367025683512832
39,39,0.9312344656172328,0.927637314734089,0.9320962457111966,0.9545993623335505,0.011267605633802913,0.060397680198840176,0.0010770505385252482,0.005219552609776135,0.011433305716652908,0.02096106048053037,0.0299917149958574,0.00422535211267594
40,40,0.9328914664457332,0.9288849868305531,0.9333139348874154,0.9525390818927,0.0034797017398509045,0.028914664457332262,0.006130903065451387,0.010687655343827651,-0.0020712510356255542,0.03653686826843405,0.04233637116818556,0.005385252692626241
41,41,0.9196354598177299,0.9164513350559862,0.9212266804938054,0.9393665258210784,0.0011599005799503015,0.05327257663628826,0.06147473073736531,0.010521955260977656,0.0235294117647058,0.04614747307373657,0.00952775476387746,0.05766362883181442
42,42,0.9287489643744822,0.9253472222222222,0.9298787551162251,0.9527183566298556,0.038856669428334656,0.08409279204639597,-0.011681855840927957,-0.0025683512841757627,-0.0031483015741506915,0.014084507042253391,0.0012427506213752437,0.05161557580778786
43,43,0.9113504556752279,0.9098567818028643,0.9143563209514248,0.9580193727039044,0.0057995028997515075,0.057332228666114204,0.003645401822701011,-0.005468102734051294,0.0,0.007373653686826742,0.006959403479701698,0.013504556752278463
44,44,0.9212924606462303,0.9180327868852459,0.9227794755248613,0.9503602043180389,-0.005965202982601614,0.014415907207953493,-0.005965202982601392,-0.005882352941176561,-8.285004142494223e-05,0.000331400165699991,-0.0041425020712512195,0.0193869096934548
45,45,0.9246064623032312,0.9171974522292994,0.9227574109418267,0.9605374932427213,0.05385252692626363,0.1468931234465617,-0.0005799502899750397,-0.006959403479701587,-0.0028997514498757537,0.05376967688483858,0.03835956917978467,0.0210439105219552
46,46,0.9229494614747308,0.9194805194805195,0.9242205686043048,0.955741204505588,-0.00041425020712504423,0.06114333057166532,0.006876553438276756,0.008782104391052092,-0.004308202154100882,0.03189726594863285,-0.000662800331400093,0.0025683512841757627
47,47,0.9072079536039768,0.9047619047619048,0.9095807177608861,0.9179004446013481,-0.008036454018226946,-0.010439105219552602,-0.017978458989229673,-0.0007456503728251462,-0.004639602319801206,0.012096106048053001,0.007787903893951897,0.03421706710853345
