,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled
151,151,0.8884462151394422,0.8653846153846154,0.9073694284933005,0.9773038009297239,-0.0011952191235058418,0.16772908366533856,0.13585657370517923,0.1318725099601593
152,152,0.900398406374502,0.8792270531400966,0.9190935192780968,0.9646568225321301,1.1102230246251565e-16,0.15537848605577687,0.08844621513944217,0.09800796812749002
153,153,0.9043824701195219,0.8811881188118812,0.9176579163248564,0.9719715613891168,-0.005976095617529764,0.1378486055776892,0.1418326693227091,0.07211155378486067
154,154,0.9083665338645418,0.8855721393034826,0.9208025704129068,0.9734071643423572,0.01035856573705185,0.16972111553784852,0.14541832669322707,0.08884462151394412
155,155,0.9282868525896414,0.91,0.941106097894449,0.9864643150123051,0.0015936254980080111,0.13904382470119514,0.08047808764940234,0.06414342629482062
156,156,0.9083665338645418,0.8878048780487805,0.9253828274541974,0.9755263877495215,0.014741035856573714,0.15697211155378477,0.08804780876494034,0.01394422310756982
157,157,0.9083665338645418,0.8855721393034826,0.9208025704129068,0.9761416461580531,0.007569721115537997,0.11912350597609556,0.10836653386454176,0.12071713147410357
158,158,0.896414342629482,0.8712871287128713,0.9090784796281105,0.9761416461580531,0.0031872509960160222,0.15697211155378477,0.13067729083665336,0.08286852589641436
159,159,0.8924302788844621,0.8695652173913043,0.9105140825813509,0.9740224227508887,0.0011952191235061749,0.1625498007968127,0.09880478087649402,0.08286852589641436
160,160,0.8924302788844621,0.8695652173913043,0.9105140825813509,0.9757314738856987,-0.005179282868525759,0.15816733067729072,0.11354581673306774,0.11075697211155378
161,161,0.852589641434263,0.8262910798122066,0.874487284659557,0.9246650259775773,0.002788844621513964,-0.002788844621513964,0.00039840637450194727,-0.0011952191235059528
162,162,0.8924302788844621,0.8682926829268293,0.9082239540607056,0.9629135903746241,0.003984063745020028,0.1796812749003983,0.11314741035856568,0.06374501992031878
163,163,0.8844621513944223,0.8542713567839196,0.8927741318020235,0.9655455291222313,-0.008764940239043728,0.14900398406374493,0.07330677290836651,0.07131474103585667
164,164,0.896414342629482,0.87,0.9067883511074651,0.9714246650259776,1.1102230246251565e-16,0.19482071713147397,0.14661354581673303,0.05976095617529886
165,165,0.896414342629482,0.875,0.9159488651900465,0.9710144927536233,1.1102230246251565e-16,0.12509960159362543,0.10318725099601589,0.1179282868525896
166,166,0.9043824701195219,0.88,0.9153677878042111,0.9777139732020783,0.035059760956175356,0.16733067729083662,0.09721115537848601,0.11155378486055778
167,167,0.9083665338645418,0.8878048780487805,0.9253828274541974,0.9716297511621548,0.005179282868526092,0.21792828685258947,0.12031872509960151,0.08565737051792832
168,168,0.8565737051792829,0.8317757009345794,0.8799220672682526,0.92958709324583,0.00039840637450194727,-0.0031872509960159112,-0.0023904382470119057,-0.004780876494023811
169,169,0.9203187250996016,0.9,0.932526661197703,0.9863959529669128,0.0031872509960160222,0.18007968127490026,0.11872509960159361,0.0223107569721116
170,170,0.8565737051792829,0.8317757009345794,0.8799220672682526,0.9501640689089419,0.0031872509960160222,0.00517928286852587,-0.0003984063745020583,0.0011952191235059528
171,171,0.9163346613545816,0.8975609756097561,0.9339622641509434,0.9848236259228876,0.0063745019920319335,0.20557768924302777,0.15936254980079678,0.12908366533864535
172,172,0.9043824701195219,0.883495145631068,0.9222381733661471,0.9789444900191414,0.006772908366533881,0.14621513944223097,0.10876494023904382,0.07649402390438242
173,173,0.8565737051792829,0.8317757009345794,0.8799220672682526,0.9371069182389937,0.003984063745020028,0.007171314741035939,0.0031872509960160222,0.0019920318725099584
174,174,0.8884462151394422,0.8679245283018868,0.9119496855345912,0.9703308722996993,0.003984063745020028,0.16215139442231064,0.07450199203187258,0.05338645418326693
175,175,0.900398406374502,0.8803827751196173,0.9213836477987422,0.9604183757178015,0.013944223107569709,0.1980079681274899,0.09721115537848601,0.050996015936255024
