,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.lefttop_CO2_scaled
231,231,0.6617647058823529,0.0,0.5,0.8652173913043477,-1.1102230246251565e-16
232,232,0.6617647058823529,0.0,0.5,0.8649758454106281,-1.1102230246251565e-16
233,233,0.6617647058823529,0.0,0.5,0.8669082125603864,-1.1102230246251565e-16
234,234,0.6617647058823529,0.0,0.5,0.8626509661835748,-1.1102230246251565e-16
235,235,0.6617647058823529,0.0,0.5,0.8654589371980675,-1.1102230246251565e-16
236,236,0.6617647058823529,0.0,0.5,0.8671497584541062,-1.1102230246251565e-16
237,237,0.6617647058823529,0.0,0.5,0.8674516908212561,-1.1102230246251565e-16
238,238,0.6801470588235294,0.10309278350515463,0.5271739130434783,0.8599033816425121,0.018382352941176405
239,239,0.7022058823529411,0.21359223300970873,0.5597826086956522,0.8611714975845411,0.04044117647058809
240,240,0.6617647058823529,0.0,0.5,0.8635265700483092,-1.1102230246251565e-16
241,241,0.7352941176470589,0.3684210526315789,0.6113526570048309,0.8638285024154589,0.0753676470588236
242,242,0.6911764705882353,0.16,0.5434782608695652,0.8609903381642512,0.02941176470588225
243,243,0.6617647058823529,0.0,0.5,0.8633454106280193,-1.1102230246251565e-16
244,244,0.6764705882352942,0.08333333333333333,0.5217391304347826,0.8629830917874396,0.014705882352941124
245,245,0.6617647058823529,0.0,0.5,0.8675120772946859,-1.1102230246251565e-16
246,246,0.7132352941176471,0.2777777777777778,0.578743961352657,0.8618961352657004,0.05147058823529416
247,247,0.6617647058823529,0.0,0.5,0.8635265700483091,-1.1102230246251565e-16
248,248,0.7022058823529411,0.21359223300970873,0.5597826086956522,0.8597826086956524,0.04080882352941173
249,249,0.6764705882352942,0.08333333333333333,0.5217391304347826,0.8598429951690822,0.014338235294117707
