,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_temperature_scaled,feature_importance.backlow_temperature_fd1_scaled,feature_importance.backlow_temperature_fd2_scaled,feature_importance.backlow_temperature_fd3_scaled,feature_importance.backlow_humidity_scaled,feature_importance.backlow_humidity_fd1_scaled,feature_importance.backlow_humidity_fd2_scaled,feature_importance.backlow_humidity_fd3_scaled
85,85,0.7351598173515982,0.5972222222222222,0.6982625813077713,0.8165011982197877,0.0036529680365297024,-0.0474885844748858,-0.09360730593607292,-0.047945205479452024,-0.02100456621004565,0.03150684931506853,-0.017351598173515947,0.018721461187214627
86,86,0.8264840182648402,0.7738095238095238,0.8099537829510441,0.8407223553577542,0.18127853881278533,0.033333333333333326,0.0036529680365297024,-0.015068493150684925,-0.03789954337899537,0.09132420091324212,0.0474885844748858,0.11278538812785388
87,87,0.726027397260274,0.5774647887323944,0.6873930160903801,0.9006333447449504,0.015068493150685036,0.00136986301369868,-0.04885844748858448,-0.055707762557077434,0.008675799086758085,-0.021461187214611765,-0.00502283105022816,-0.004109589041095929
88,88,0.7625570776255708,0.6486486486486487,0.7293735022252653,0.7049811708319067,0.055707762557077545,-0.0004566210045662267,0.0,-0.002739726027397249,-0.054337899543378976,0.0018264840182649067,0.02100456621004565,0.0031963470319635867
89,89,0.730593607305936,0.6040268456375839,0.6973211229031153,0.8060595686408764,0.024200913242009015,-0.04885844748858437,-0.07625570776255708,-0.08401826484018271,-0.12237442922374431,0.017808219178082174,0.03652968036529669,0.01552511415525104
90,90,0.7077625570776256,0.5844155844155844,0.6776360835330366,0.7230400547757617,0.26484018264840187,-0.012785388127853903,-0.03013698630136985,0.017351598173515947,-0.1333333333333332,0.07397260273972595,0.11643835616438358,0.03333333333333344
91,91,0.8036529680365296,0.7295597484276729,0.7797843204382061,0.7188462855186579,0.13835616438356169,0.013242009132420018,0.007305936073059294,0.010958904109588996,-0.05799086757990879,0.011872146118721338,0.07351598173515972,0.045205479452054775
92,92,0.7671232876712328,0.6622516556291391,0.7363060595686408,0.8367853474837385,0.03789954337899537,-0.055707762557077656,-0.054337899543378976,-0.04885844748858448,-0.05388127853881286,0.036073059360730575,0.037442922374429255,0.029223744292237397
93,93,0.7534246575342466,0.6351351351351351,0.7200017117425539,0.7063505648750428,0.04429223744292243,-0.015981735159817267,-0.03424657534246578,-0.037442922374429144,-0.031050228310502304,0.010045662100456543,0.005479452054794498,0.00136986301369868
94,94,0.7351598173515982,0.6329113924050633,0.7087470044505306,0.7710544334132146,0.31095890410958904,-0.001369863013698569,0.006392694063926951,0.031050228310502304,-0.11095890410958897,0.08173515981735158,0.06894977168949767,0.04611872146118723
95,95,0.8082191780821918,0.7407407407407407,0.7867168777815816,0.9304176651831565,0.05114155251141561,0.005022831050228271,0.01324200913242024,0.0091324200913242,0.010958904109589107,0.062100456621004496,0.07260273972602749,0.041095890410958846
96,96,0.7077625570776256,0.5294117647058824,0.6641561109209175,0.8695652173913043,-0.006849315068493178,-0.017351598173515947,-0.08630136986301362,-0.09589041095890405,-0.0036529680365295913,0.00136986301369868,-0.007305936073059405,0.010045662100456654
97,97,0.7899543378995434,0.7294117647058823,0.7739643957548785,0.9009756932557343,0.011415525114155334,-0.01963470319634697,-0.022831050228310446,0.006392694063926951,0.017808219178082285,0.08082191780821923,0.07808219178082199,0.024657534246575352
98,98,0.7214611872146118,0.5673758865248227,0.6819582334816844,0.857925368024649,0.004109589041095818,-0.037442922374429144,0.00045662100456611565,-0.09817351598173507,-0.04566210045662111,0.005936073059360614,0.025570776255707806,0.0036529680365297024
99,99,0.7534246575342466,0.6351351351351351,0.7200017117425539,0.9084217733652858,0.03242009132420087,-0.018721461187214516,-0.05022831050228305,-0.0420091324200913,0.007305936073059405,0.026940639269406375,0.03835616438356171,0.01050228310502288
100,100,0.8356164383561644,0.788235294117647,0.8208233481684355,0.8253166723724752,0.10091324200913254,0.008675799086757974,0.014155251141552583,0.00547945205479472,0.018721461187214627,0.08630136986301373,0.07214611872146115,0.01963470319634708
101,101,0.7990867579908676,0.7215189873417721,0.7743495378295104,0.7432386169120164,0.05388127853881275,0.0009132420091324533,-0.01187214611872145,-0.00776255707762552,0.01598173515981738,0.05525114155251143,0.047945205479452024,0.055707762557077656
102,102,0.7671232876712328,0.6622516556291391,0.7363060595686408,0.8774392331393358,-0.00136986301369868,-0.04977168949771693,-0.04474885844748855,-0.04748858447488591,-1.1102230246251565e-16,0.029223744292237397,0.04337899543378998,0.03242009132420087
103,103,0.7488584474885844,0.6308724832214765,0.7160647038685382,0.7740499828825744,0.04292237442922364,-0.016438356164383605,-0.0022831050228311334,-0.007305936073059405,-0.052968036529680296,0.02100456621004554,0.04155251141552496,0.029223744292237508
104,104,0.7442922374429224,0.6216216216216216,0.7106299212598426,0.9346970215679562,0.021917808219178103,-0.0383561643835616,-0.054337899543378976,-0.020547945205479534,0.033333333333333326,0.028310502283104944,0.029223744292237397,0.02648401826484026
105,105,0.771689497716895,0.6710526315789473,0.7417408421773366,0.6961656966792196,0.2027397260273972,0.012785388127853903,0.017808219178082174,-0.0009132420091323423,-0.07260273972602727,0.018721461187214627,0.004566210045662156,0.010958904109589107
106,106,0.7534246575342466,0.625,0.7170061622731941,0.8150462170489557,0.061187214611872265,0.02237442922374433,0.025570776255707806,0.008675799086758196,-0.03515981735159823,0.004566210045662156,0.013698630136986245,0.005479452054794609
107,107,0.7168949771689498,0.5571428571428572,0.6765234508729887,0.749657651489216,0.015068493150685036,-0.03926940639269405,-0.059817351598173474,-0.054337899543378976,-0.062100456621004496,0.004566210045662156,-0.012328767123287565,-0.005936073059360725
108,108,0.7442922374429224,0.6164383561643836,0.7091321465251627,0.9362375898664841,0.013698630136986356,-0.0511415525114155,-0.03242009132420087,-0.07808219178082187,0.04703196347031979,0.021461187214611988,0.01187214611872145,0.02511415525114158
109,109,0.7442922374429224,0.6164383561643836,0.7091321465251627,0.9331564532694283,0.029680365296803624,-0.03242009132420087,-0.03561643835616435,-0.05114155251141539,0.036073059360730686,0.02511415525114158,0.01689497716894972,0.012785388127853903
110,110,0.7899543378995434,0.7051282051282052,0.7634799726121191,0.7913385826771654,0.3260273972602741,0.01598173515981738,-0.006849315068493067,0.01050228310502277,-0.06027397260273959,0.038812785388127824,0.03378995433789955,0.06301369863013695
111,111,0.821917808219178,0.7607361963190185,0.8015234508729887,0.7792707976720302,0.1917808219178082,0.03378995433789955,0.01963470319634697,0.04611872146118723,-0.013698630136986356,0.034703196347031895,0.04977168949771693,0.031963470319634646
112,112,0.7168949771689498,0.5507246376811594,0.6750256761383088,0.6939404313591235,0.012328767123287676,-0.03972602739726028,-0.04063926940639273,-0.043835616438356095,-0.03789954337899526,-0.04155251141552496,-0.0031963470319634757,0.0004566210045662267
