,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_temperature_scaled,feature_importance.frontlow_humidity_scaled
209,209,0.9,0.8666666666666667,0.8901292596944771,0.8921122209165688,0.25708333333333344,0.14916666666666678,-0.009583333333333277
210,210,0.8625,0.8,0.8350470035252644,0.8968860164512339,0.14833333333333343,0.049583333333333424,0.012916666666666687
211,211,0.8833333333333333,0.8372093023255814,0.86427732079906,0.897840775558167,0.2041666666666666,0.0920833333333333,-0.004583333333333384
212,212,0.8458333333333333,0.7701863354037267,0.8133078730904818,0.8939482961222092,0.11874999999999991,0.046666666666666634,0.010416666666666519
213,213,0.8708333333333333,0.8143712574850299,0.8459165687426558,0.9008519388954173,0.1529166666666666,0.05166666666666675,0.019583333333333286
214,214,0.8875,0.8439306358381503,0.8697121034077555,0.8985017626321974,0.17666666666666653,0.0708333333333333,0.00374999999999992
215,215,0.875,0.8235294117647058,0.8534077555816686,0.907608695652174,0.13541666666666674,0.04958333333333331,0.00708333333333333
216,216,0.8833333333333333,0.8352941176470589,0.8622209165687427,0.8992361927144537,0.17083333333333317,0.06291666666666673,0.01041666666666674
217,217,0.8958333333333334,0.8571428571428571,0.8805816686251469,0.8993096357226791,0.22916666666666663,0.08333333333333337,-0.0004166666666668428
218,218,0.825,0.7307692307692307,0.7861339600470035,0.895123384253819,0.10791666666666666,0.03874999999999984,0.005833333333333357
219,219,0.8625,0.8,0.8350470035252644,0.9033490011750881,0.13375000000000004,0.050000000000000044,0.02833333333333332
220,220,0.8875,0.8421052631578947,0.8676556991774383,0.8990893066980024,0.18625000000000003,0.06166666666666665,0.012499999999999956
221,221,0.8583333333333333,0.7951807228915663,0.831668625146886,0.8930669800235018,0.1579166666666666,0.09249999999999992,-0.015416666666666745
222,222,0.8666666666666667,0.8095238095238095,0.8425381903642772,0.899162749706228,0.14916666666666667,0.060833333333333295,-0.0004166666666667318
223,223,0.9125,0.8864864864864865,0.9084900117508813,0.8975470035252644,0.28874999999999995,0.09916666666666651,0.027083333333333237
224,224,0.8583333333333333,0.7926829268292683,0.8296122209165688,0.8976204465334902,0.13749999999999984,0.05333333333333323,0.008749999999999925
225,225,0.8416666666666667,0.7625,0.8078730904817861,0.9081227967097532,0.12916666666666665,0.030416666666666647,0.008333333333333304
226,226,0.8708333333333333,0.8143712574850299,0.8459165687426558,0.8982814336075206,0.1812499999999999,0.05750000000000011,-0.006250000000000089
227,227,0.8375,0.7547169811320755,0.8024383078730906,0.9015129259694477,0.10458333333333347,0.04125000000000001,0.015416666666666745
228,228,0.8375,0.7547169811320755,0.8024383078730906,0.9005581668625147,0.11041666666666661,0.03333333333333344,0.007499999999999951
229,229,0.8833333333333333,0.8372093023255814,0.86427732079906,0.8953437132784958,0.18333333333333324,0.08916666666666662,-0.00666666666666671
230,230,0.8458333333333333,0.7730061349693251,0.8153642773207991,0.8877056404230317,0.15666666666666673,0.08583333333333332,-0.020000000000000018
231,231,0.9041666666666667,0.8715083798882681,0.8935076380728555,0.9009253819036428,0.22333333333333327,0.08458333333333323,0.0066666666666664876
232,232,0.8333333333333334,0.7468354430379747,0.7970035252643948,0.9037162162162161,0.12249999999999994,0.03416666666666679,-0.004166666666666652
233,233,0.8791666666666667,0.8284023668639053,0.8567861339600471,0.9003378378378378,0.1841666666666667,0.0625,0.012083333333333224
234,234,0.9,0.8709677419354839,0.8962984723854289,0.8996768507638073,0.28875000000000006,0.12291666666666667,-0.012499999999999956
235,235,0.825,0.7162162162162162,0.7779083431257344,0.9087837837837838,0.11124999999999996,0.026666666666666616,0.005833333333333357
236,236,0.875,0.8214285714285714,0.8513513513513513,0.8992361927144535,0.17041666666666677,0.05791666666666673,0.004583333333333273
237,237,0.8833333333333333,0.8372093023255814,0.86427732079906,0.8974735605170387,0.17916666666666659,0.05874999999999997,0.005416666666666625
238,238,0.9041666666666667,0.8700564971751412,0.8914512338425382,0.8996034077555817,0.23875000000000002,0.1133333333333334,0.0024999999999999467
239,239,0.9041666666666667,0.8715083798882681,0.8935076380728555,0.9042303172737955,0.1891666666666667,0.07250000000000001,0.02416666666666678
240,240,0.8708333333333333,0.8143712574850299,0.8459165687426558,0.899162749706228,0.1595833333333334,0.04875000000000007,0.007083333333333219
241,241,0.8458333333333333,0.7701863354037267,0.8133078730904818,0.8902027027027026,0.14249999999999996,0.060416666666666674,-0.021666666666666723
242,242,0.875,0.8214285714285714,0.8513513513513513,0.901659811985899,0.16208333333333336,0.053333333333333344,0.014583333333333393
243,243,0.8833333333333333,0.8372093023255814,0.86427732079906,0.897253231492362,0.20333333333333337,0.10583333333333322,-0.010416666666666852
244,244,0.9166666666666666,0.8888888888888888,0.9077555816686251,0.896665687426557,0.2795833333333333,0.11249999999999982,0.014583333333333282
245,245,0.8916666666666667,0.8488372093023255,0.873090481786134,0.9040099882491187,0.18791666666666673,0.06625000000000003,0.01375000000000004
246,246,0.8458333333333333,0.7701863354037267,0.8133078730904818,0.9002643948296122,0.13374999999999992,0.04125000000000012,0.003750000000000031
247,247,0.8416666666666667,0.7625,0.8078730904817861,0.9008519388954171,0.10583333333333333,0.03500000000000003,0.022500000000000075
248,248,0.875,0.8235294117647058,0.8534077555816686,0.8960047003525264,0.16125000000000012,0.06874999999999998,-0.0008333333333332416
249,249,0.8875,0.8421052631578947,0.8676556991774383,0.8978407755581668,0.18291666666666673,0.07916666666666661,0.0050000000000000044
