,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_humidity_scaled,feature_importance.lefttop_temperature_scaled
94,94,0.9854545454545455,0.9855464224318508,0.9843473362304844,0.9977466602285531,1.840406531116092,1.1400269248216874,1.9564471035315663,1.4675548969338434,1.7505937537693814,0.2669090909090909,0.1592727272727273,0.018545454545454542
95,95,0.9709090909090909,0.9709090909090909,0.9545454545454546,0.9950413223140496,2.2110838065447576,0.3350987317731604,2.5660691957983746,1.7929537689746213,1.1843458132949232,0.22654545454545455,0.13854545454545458,0.025454545454545487
96,96,0.9781818181818182,0.9783162129772298,0.973542030827904,0.9944382647385984,1.7691591147243821,0.803355438810483,1.84312955507807,1.689997300752117,2.2140492192917622,0.24981818181818186,0.20109090909090907,0.02436363636363631
97,97,0.9781818181818182,0.9783515151515152,0.97074227921257,0.9968394437420987,2.021348107763957,0.5891617802014975,2.197554275349397,1.6372702563532326,1.6327653688410384,0.2436363636363636,0.16618181818181815,0.02436363636363633
98,98,0.9854545454545455,0.9854545454545455,0.9800637958532695,0.9988400753950993,1.9811308231825258,0.5103599205031285,2.073850866884087,1.8514011407905824,1.8516738001124884,0.24545454545454545,0.23272727272727275,0.02509090909090912
99,99,0.9563636363636364,0.9571120565032425,0.9537429378531074,0.9899560577526678,2.4401705431589926,0.12080423147908587,2.5235183518484003,1.6146045588552458,2.0078118662269433,0.22327272727272734,0.1974545454545455,0.020000000000000052
100,100,0.9927272727272727,0.9927781586605116,0.9954954954954955,0.9979602243753187,1.6326116877923755,0.3566158340484715,2.2834634182618343,2.4091990074283203,1.622964446592443,0.257090909090909,0.1756363636363636,0.03381818181818176
101,101,0.9963636363636363,0.9963513979914892,0.9910714285714286,0.9996738421395955,2.609525630210533,0.11097668169847949,2.2732444404422876,1.5978286896401754,1.7136949857580441,0.2749090909090909,0.1927272727272727,0.014181818181818162
102,102,0.9854545454545455,0.9855590066910821,0.9836581579855121,0.9960331148671956,1.9155883838013048,0.19912861568561918,1.8219738288180634,2.066560013225066,2.3832217748090523,0.23927272727272736,0.14181818181818184,0.01563636363636365
103,103,0.9672727272727273,0.9669506306253235,0.9413634196726521,0.9919752105514064,1.7673448864967805,0.9965233547204485,1.6176735155030386,2.273837702890609,1.8208195751028358,0.21927272727272734,0.19818181818181818,0.0330909090909091
