,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_humidity_scaled,feature_importance.frontlow_temperature_scaled
51,51,0.9547325102880658,0.9549453302110308,0.9533420808891633,0.9803179993825255,1.4205201358039055,3.469197035663573,0.3676351781098622,0.420139310466068,1.6597000997326214,0.39135802469135794,0.34197530864197534,0.23374485596707814
52,52,0.9218106995884774,0.9219222455279078,0.9145331325301205,0.9737198795180722,1.577352775801163,3.19701367590863,0.07097291368795206,1.204857230386858,1.8416220951574398,0.3238683127572017,0.22057613168724285,0.16543209876543213
53,53,0.9465020576131687,0.9469842882744276,0.9530497592295345,0.9808113235079527,1.8964015314581013,2.7838350009639123,0.7102048005637944,1.3570538426979948,0.8010708506528296,0.3329218106995885,0.23827160493827165,0.18271604938271607
54,54,0.9506172839506173,0.950922115531169,0.9502933004013584,0.9821704229700525,1.4057476647116687,3.0598264156703507,0.708115423087343,1.5358390258863281,0.533929288537604,0.33621399176954736,0.2534979423868313,0.1633744855967078
55,55,0.9218106995884774,0.922960350120844,0.9289877300613496,0.9803680981595092,1.5583531583135046,3.4511742130973397,0.40275867704435214,0.6560821188603722,1.5204158422202674,0.3502057613168724,0.2613168724279835,0.1609053497942387
56,56,0.9423868312757202,0.9427424681196972,0.9409154059895029,0.9665791911083669,2.0028788474274317,2.9383346735230114,0.6328269217044956,0.3175625178230984,1.5343646877742716,0.3506172839506173,0.2794238683127573,0.20164609053497945
57,57,0.9423868312757202,0.9427103553588528,0.941561884562945,0.983714588698682,1.9161173862282037,3.3340776730799746,0.4168722685550456,1.0753519053390517,0.41762797931277007,0.31111111111111117,0.2555555555555556,0.17037037037037042
58,58,0.9588477366255144,0.959194369571728,0.962962962962963,0.9896357262612406,1.301635040306627,3.7219340261654805,0.09335267660167987,1.1550942501559351,1.1341620974316882,0.39341563786008227,0.3460905349794238,0.20740740740740735
59,59,0.9382716049382716,0.9383654010522516,0.9320987654320987,0.9772900472488949,0.764552746726517,3.053857719602073,0.3062150095994453,1.6549024437291777,1.5432094664984577,0.34197530864197523,0.3024691358024691,0.19423868312757195
60,60,0.9547325102880658,0.9545261588373096,0.9453313253012048,0.9916415662650603,2.302131515467088,2.8674077739309602,0.9594745822078911,0.38591881186075916,0.8255245567507361,0.2905349794238683,0.2637860082304526,0.16748971193415635
61,61,0.9547325102880658,0.9545064050793522,0.9439800613496933,0.9773773006134969,2.060439133321569,3.3309638052734982,0.32839815888537444,0.3074279765604896,1.1530891265749168,0.3584362139917695,0.2831275720164609,0.19999999999999998
62,62,0.9506172839506173,0.950931606453079,0.95011655011655,0.9892773892773893,1.5744215011003384,3.3057678785236684,0.5286685640789108,1.0426498198858798,0.8069674960937275,0.38847736625514406,0.3238683127572016,0.19341563786008228
63,63,0.9423868312757202,0.9421680062705704,0.9288095238095238,0.9750793650793651,1.7361108959083114,2.922692375313294,0.5903927284659866,1.3727115289163583,0.7781031825319961,0.26995884773662554,0.22880658436213994,0.19176954732510293
