,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd3_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled
91,91,0.8847736625514403,0.8827926818966245,0.8658250355618777,0.9561877667140825,2.712427720321109,0.19138662042551152,1.6328978567534183,1.5905873857911987,0.34206468641278476,0.17489711934156377,0.012757201646090488,0.026337448559670774,0.027572016460905326
92,92,0.8600823045267489,0.8600823045267489,0.8348392771469695,0.944906444906445,2.3016474606890194,-0.1992504012478065,0.8363218511036998,2.29986960606088,0.6987423446097452,0.13456790123456788,-0.002880658436214023,0.005349794238683103,0.0037037037037036757
93,93,0.8600823045267489,0.8607113462669018,0.8294606512890095,0.9419945725915875,2.676563435066219,-0.839428119502299,1.386593931758635,2.319570758429467,-0.10287529737641644,0.11275720164609049,-0.002469135802469158,-0.016049382716049408,0.006995884773662519
94,94,0.8353909465020576,0.8353909465020576,0.8190618019359642,0.9191362620997767,2.768972227745589,-0.4295562132604855,1.1562225265158368,2.3564367308896745,0.1160115023725092,0.14485596707818926,-0.006172839506172867,0.0020576131687242705,-0.01028806584362143
95,95,0.8888888888888888,0.8878784883529373,0.8641025641025641,0.9603729603729604,2.9182126352566744,-0.3847879673626033,1.116187532715407,2.0414142564538755,0.16066814081948005,0.17119341563786003,0.011934156378600768,-0.004938271604938327,0.004526748971193373
96,96,0.8600823045267489,0.8583465093364283,0.8234447465216697,0.92603550295858,2.678318725720802,0.08995754082193509,1.5568493628129354,2.0482609133662435,0.059154479978206845,0.10946502057613165,0.0156378600823045,0.014403292181069949,0.01563786008230449
97,97,0.8600823045267489,0.8590513860227121,0.8440572585309427,0.9312463851937536,2.3516100421310338,0.1658645521114286,1.0496804392792713,1.85977753708595,1.2532524301786079,0.15226337448559668,0.013991769547325061,0.0004115226337448319,0.009465020576131643
98,98,0.8518518518518519,0.8476824777994368,0.8082355665328805,0.9480549552330966,3.0918603662580484,-0.9494277834985494,1.136837582767197,1.604608134584192,0.38117683062764185,0.1279835390946502,-0.013991769547325094,-0.0012345679012345401,-0.00864197530864198
99,99,0.823045267489712,0.8205494702113059,0.7932613551749814,0.9111690245718541,3.3034387390642492,0.27605083532576946,0.7876607652700283,1.5572938060579098,0.7801547647183302,0.11851851851851855,-0.0032921810699588104,0.002469135802469158,0.006172839506172867
100,100,0.823045267489712,0.8209164887527461,0.8,0.9306463326071168,3.2273424951648404,-0.05178832787745275,1.159936583714769,1.7250508844198211,0.2904681767462291,0.11234567901234568,0.004938271604938293,-0.0024691358024691136,-0.01069958847736624
101,101,0.8436213991769548,0.8411065386374028,0.8037740308855972,0.9295619287740309,3.5560550231395522,-0.7006748361199581,1.2456474727825366,1.448645826144314,0.1896278188731882,0.11851851851851855,0.0024691358024691913,0.004526748971193461,0.009876543209876599
102,102,0.8724279835390947,0.8698009852513887,0.8380751533742332,0.9391104294478527,2.481872929359236,-0.2267533892243919,1.179876957641933,2.15302729660891,0.3917970309054705,0.1609053497942387,0.016460905349794264,0.004938271604938293,0.010699588477366295
