,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_humidity_scaled,feature_importance.lefttop_temperature_scaled,feature_importance.lefttop_temperature_fd3_scaled,feature_importance.lefttop_CO2_fd3_scaled,feature_importance.lefttop_humidity_fd2_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.lefttop_temperature_fd2_scaled,feature_importance.lefttop_temperature_fd1_scaled,feature_importance.lefttop_humidity_fd3_scaled,feature_importance.lefttop_humidity_fd1_scaled
16,16,0.9672727272727273,0.9671536553334305,0.9438211796702363,0.9945605983341832,3.174207260859094,2.019640345048923,0.8851822792940462,1.4803425529545449,1.0584008509662548,0.0829090909090909,0.04763636363636364,0.009090909090909094,-0.0025454545454545396,-0.000363636363636366,-0.0032727272727272826,-0.0040000000000000036,0.0,-0.0040000000000000036,-0.0010909090909090979,-0.000363636363636366,-0.003272727272727294
17,17,0.9818181818181818,0.9818778293454791,0.975293542074364,0.996249184605349,2.6690214863200894,2.085878870895214,1.2811939903592622,0.9551725363995465,1.8774736598608583,0.10763636363636361,0.07818181818181817,0.020363636363636382,0.023636363636363632,0.005090909090909123,0.010909090909090901,-0.0021818181818181958,0.000727272727272732,0.007272727272727297,0.005090909090909123,0.003272727272727294,0.0069090909090909315
18,18,0.9636363636363636,0.9639784605638264,0.9610329639102018,0.9954532537652742,2.5253919667228253,2.1995675559155097,0.6867130265421564,2.0244856244252283,1.2453930074141308,0.13709090909090907,0.08618181818181817,0.022181818181818157,0.006181818181818166,0.0,-0.0010909090909090979,-0.000727272727272732,0.0032727272727272718,0.0036363636363636264,0.0018181818181818078,0.0018181818181818078,-0.0021818181818181958
19,19,0.9709090909090909,0.9707722521381057,0.9574357912178957,0.9964098315382491,2.221604722548846,2.0946551334032444,1.3804965078991356,1.9487340950131575,1.4056337888842474,0.1392727272727273,0.07963636363636367,0.009090909090909127,0.004727272727272758,-0.007636363636363575,-0.003999999999999937,-0.004363636363636292,-0.0007272727272727098,-0.0014545454545454195,-0.006545454545454477,-0.0036363636363635488,0.0
20,20,0.9636363636363636,0.9644848484848485,0.9611795446061964,0.990481522956327,2.1002473205183123,2.636181764008902,0.9730435277751732,2.1811335233445432,1.3057575444243454,0.05345454545454544,0.05563636363636363,0.014181818181818151,0.012363636363636332,0.006909090909090865,0.000363636363636366,0.0,0.0,0.0,0.0,-0.006545454545454588,0.000363636363636366
21,21,0.9854545454545455,0.9854545454545455,0.9769565946036534,0.9979051449639684,2.379288054471833,2.078377173026751,1.5272419719487313,1.8171697265071622,1.2225079046352274,0.0963636363636364,0.054181818181818185,0.021090909090909105,0.002909090909090928,0.0061818181818182215,0.000363636363636366,0.0036363636363636598,0.0018181818181818299,0.000363636363636366,0.000727272727272732,0.0036363636363636598,0.000363636363636366
22,22,0.9890909090909091,0.9891982746400437,0.9931818181818182,0.9972727272727272,3.527109739384582,2.613921246389134,1.16089659315078,1.151617271388235,0.24705793141736052,0.09709090909090913,0.061454545454545505,0.021818181818181858,0.010909090909090969,0.0036363636363636598,0.011272727272727346,0.0,0.004727272727272758,0.0,0.0,0.013818181818181886,0.003272727272727294
23,23,0.96,0.9601247507944969,0.9430716669315112,0.9929286508819323,2.557028254834796,2.5301727335536675,0.8572601023503704,1.6719997913652107,1.3949699902451898,0.08799999999999998,0.0687272727272727,0.0069090909090908535,-0.004727272727272758,-0.000363636363636366,-1.1102230246251566e-17,-0.000363636363636366,-0.002909090909090928,-0.0010909090909090979,-0.001818181818181841,0.0007272727272726986,0.0
24,24,0.9563636363636364,0.9563636363636364,0.9344509772763387,0.9922930239949149,2.3419160915298662,2.4909831256443753,1.4625389321100848,1.6001444124251292,1.0598311348053067,0.0854545454545455,0.05818181818181824,0.01418181818181824,0.005818181818181866,0.006545454545454588,0.008363636363636417,-0.003272727272727205,0.002909090909090928,0.0018181818181818299,-0.00036363636363633266,0.014909090909090972,0.004363636363636414
25,25,0.96,0.9603148171764836,0.9521623222748815,0.9940017772511849,2.4247852856881447,2.1656928110480713,0.9902585294265032,1.5692226783333372,1.9593980167447824,0.09927272727272723,0.0665454545454545,0.004363636363636314,0.013454545454545408,0.007999999999999941,0.003272727272727227,0.0003636363636363438,-1.1102230246251566e-17,-0.0010909090909090979,-0.0025454545454545617,-0.0043636363636363916,-0.002909090909090939
26,26,0.9709090909090909,0.9712674770301888,0.968694672460969,0.9942861741509738,2.392833746725281,2.451938035554711,1.0772018690027436,1.6571897417924275,1.3143223498749905,0.09963636363636368,0.061090909090909126,0.016727272727272723,0.01054545454545457,0.0043636363636363916,0.00545454545454549,0.008363636363636417,0.00545454545454549,0.0036363636363636598,0.0021818181818181958,0.004727272727272758,0.0021818181818181958
27,27,0.9672727272727273,0.9667076305084168,0.9340093352647674,0.9969418960244648,2.415451752878735,2.2690683418380786,0.8350966446412404,1.9834210705203499,1.601822573312666,0.11163636363636367,0.05163636363636365,0.011272727272727268,0.0061818181818181885,-0.000363636363636366,-0.0032727272727272826,0.0025454545454545617,-0.000363636363636366,-0.000363636363636366,0.0,0.0,-0.000363636363636366
28,28,0.9672727272727273,0.9673887202226268,0.951002889682135,0.9960054394016657,2.3104129211283264,1.9489819861277904,1.3238364610610445,1.7781959914275396,1.4339730572689529,0.0941818181818182,0.05490909090909094,0.008363636363636384,-0.003999999999999981,-0.0018181818181818299,0.005818181818181845,-0.002181818181818185,-0.000363636363636366,-0.0018181818181818188,0.0007272727272727431,0.007272727272727308,-0.0029090909090908946
29,29,0.9781818181818182,0.9783561823764099,0.970356093979442,0.9942180616740088,2.419257454921698,2.174427632622652,1.2302682520187294,1.8614617827315412,1.1876503453176406,0.10618181818181816,0.03636363636363632,0.004727272727272724,0.003999999999999992,0.0,0.008727272727272672,-0.000363636363636366,0.000363636363636366,-0.000727272727272732,0.0010909090909090979,0.0072727272727272415,0.000363636363636366
30,30,0.9745454545454545,0.9747720048546495,0.971476773383553,0.9961550533584432,1.9823805624950055,2.1555575819474506,1.1723452168428712,2.518498306123387,1.1130667642895782,0.10581818181818177,0.06509090909090906,0.018181818181818098,0.010181818181818136,0.006545454545454477,-0.002909090909090928,-0.0025454545454545617,0.010545454545454502,-0.0010909090909090979,-0.004000000000000026,-0.0025454545454545617,-0.001818181818181852
31,31,0.9781818181818182,0.9783128964059196,0.9737915881983679,0.9965473948524797,2.757705249578522,1.8586565901375678,1.0830867798831194,1.8519108546168284,0.941308263637658,0.09927272727272723,0.07927272727272724,0.010909090909090868,0.007999999999999974,-0.000363636363636366,0.006181818181818155,0.000363636363636366,0.0025454545454545617,0.0018181818181818299,-0.0036363636363636598,0.005090909090909079,0.000727272727272732
