,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_humidity_scaled,feature_importance.leftlow_temperature_fd3_scaled,feature_importance.leftlow_temperature_scaled,feature_importance.leftlow_humidity_fd1_scaled,feature_importance.leftlow_temperature_fd2_scaled,feature_importance.leftlow_humidity_fd3_scaled,feature_importance.leftlow_humidity_fd2_scaled,feature_importance.leftlow_temperature_fd1_scaled
65,65,0.9672727272727273,0.9675948239201311,0.9590909090909091,0.9912396694214876,2.2422493527531593,2.9743830743025,0.8223022256845136,2.078962193512889,-0.1390828496884157,0.12763636363636363,0.042181818181818195,0.02400000000000002,0.0021818181818181737,-0.003272727272727294,0.003272727272727294,0.000363636363636366,-0.0010909090909090979
66,66,0.9709090909090909,0.9709090909090909,0.9557379687751488,0.9962176082407854,1.439536588088207,2.9286908527093036,0.6615878989510613,2.188416165121329,0.552829570731997,0.11672727272727276,0.03454545454545459,0.03781818181818185,0.017818181818181834,0.011272727272727323,0.0072727272727273196,0.00436363636363638,0.004727272727272758
67,67,0.96,0.9594399344604155,0.9135265700483092,0.9933333333333334,2.1753790065330096,3.086195513620122,0.8947586823321823,2.5815726787553595,-0.4156330635784661,0.10436363636363633,0.05199999999999997,0.026545454545454494,0.0025454545454544953,-0.0014545454545454861,0.004363636363636292,-0.004363636363636403,-0.002909090909090928
68,68,0.9636363636363636,0.9641452229687523,0.9554587788892721,0.9936184891341842,1.3543824719124933,3.2021771430600396,0.8946819780731313,2.544155489988577,0.2133005730080176,0.09054545454545454,0.06945454545454544,0.05381818181818181,0.011272727272727245,0.0018181818181818188,0.004727272727272702,0.0010909090909090979,0.0021818181818181737
69,69,0.9527272727272728,0.9532432511308916,0.9331232492997199,0.9903711484593837,1.4508038741708902,2.9797254396501174,0.940774002757041,2.174058440349654,0.6182945708472893,0.08109090909090913,0.02836363636363639,0.017454545454545466,-0.0010909090909090647,-0.0029090909090908946,0.0025454545454545617,-0.005090909090909079,-0.006181818181818144
70,70,0.9636363636363636,0.9631140574536802,0.9295454545454545,0.991900826446281,2.0898492760828185,2.759612594051894,0.7187934973421006,1.7221431316462532,1.1136122822744803,0.10181818181818181,0.05163636363636365,0.04363636363636362,0.0029090909090908946,-0.0036363636363636377,-0.00618181818181821,-0.0061818181818181885,-0.0021818181818181958
71,71,0.9636363636363636,0.9636363636363636,0.946705426356589,0.9928682170542636,1.9101327843619418,3.1998403043526915,1.0619058548339844,1.441039804893357,0.4605978884311405,0.08727272727272727,0.04799999999999999,0.04036363636363636,0.0025454545454545287,0.011272727272727257,0.0036363636363636264,-0.000727272727272732,-0.0021818181818181958
72,72,0.9527272727272728,0.9532170232563418,0.9348121706612273,0.9830868604453509,1.5531605388324625,3.0971152056387434,0.8251128699837708,2.005876762299018,0.33762765081241963,0.10145454545454546,0.050181818181818216,0.035272727272727324,0.00800000000000004,0.004000000000000026,0.0021818181818181958,0.003636363636363671,0.006909090909090943
73,73,0.9527272727272728,0.952890522903629,0.9286073403720463,0.9886039886039885,2.205155212751438,3.052549837399348,0.7195445232885248,1.7835840987451972,0.3389073333854486,0.08581818181818185,0.06000000000000003,0.040727272727272744,0.009454545454545504,-0.007999999999999974,0.000363636363636366,0.002909090909090928,0.004727272727272758
74,74,0.9636363636363636,0.9640625652882434,0.958372567482737,0.9898775894538606,1.498511036898787,3.055419555650799,1.504502919865078,1.7880428992129331,0.2425811648042565,0.08509090909090908,0.06509090909090909,0.03490909090909091,0.009090909090909071,0.006545454545454521,0.005454545454545445,-0.001454545454545475,-0.00036363636363637706
