,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_humidity_scaled,feature_importance.fronttop_temperature_fd3_scaled,feature_importance.fronttop_temperature_fd2_scaled,feature_importance.fronttop_humidity_fd2_scaled,feature_importance.fronttop_humidity_fd1_scaled,feature_importance.fronttop_temperature_fd1_scaled,feature_importance.fronttop_humidity_fd3_scaled
30,30,0.934156378600823,0.9345754752707718,0.9312354312354313,0.9860139860139859,2.8376400677877,1.0086728234123612,1.1246032331791227,1.4660025210794119,0.23536699056723023,0.20164609053497937,0.04032921810699584,0.05308641975308639,-0.0057613168724280125,0.0024691358024691136,-0.0012345679012345956,-0.009465020576131734,0.009053497942386812
31,31,0.934156378600823,0.9346565500411653,0.929093567251462,0.9715724496426251,2.5894593410442934,0.5322488925187655,1.1328090056924984,2.0095255574833093,0.9028636982119533,0.18477366255144032,0.03621399176954728,0.03744855967078187,-0.0004115226337448763,0.003292181069958833,0.005349794238683103,0.005349794238683103,0.01069958847736624
32,32,0.9053497942386831,0.9064884433305487,0.9074074074074074,0.9691358024691359,1.8533708359704277,0.610738137204813,2.5610791209040795,1.485073912415649,0.6801883246135226,0.1670781893004115,0.02592592592592593,0.0016460905349794275,-0.015637860082304545,-0.009053497942386834,0.0012345679012345512,-0.00658436213991771,0.016049382716049377
33,33,0.9423868312757202,0.9425434121140251,0.9391284815813118,0.9854746930218629,2.1465023797588505,0.40357218855650373,2.045992543484826,2.0093743550597685,0.5607461084835285,0.22427983539094648,0.041563786008230484,0.01481481481481487,0.01193415637860088,0.004938271604938338,0.009465020576131754,-0.004526748971193395,0.0061728395061728895
34,34,0.9259259259259259,0.9259259259259259,0.9198313782991202,0.9722873900293254,1.938488203415966,0.7268799219391539,1.4656741495346213,2.3874226220442205,0.855967468871684,0.24444444444444446,0.06707818930041151,0.01934156378600823,0.021810699588477377,0.016049382716049398,0.018930041152263388,0.00864197530864198,0.024279835390946504
35,35,0.9300411522633745,0.930463261486732,0.9300844319360095,0.9778551325729522,1.501686543483252,0.34847674962013286,2.188862400166779,2.3193867754686237,0.8008387384238665,0.21440329218106996,0.04897119341563786,0.013991769547325094,0.004115226337448541,0.0,-0.0024691358024691358,0.0008230452674897193,0.018930041152263367
36,36,0.9259259259259259,0.9262648269184216,0.9247434017595308,0.9761730205278593,1.9931926134173399,0.8005661574621958,1.971409560573371,1.8703938192084753,0.0122945145482901,0.22386831275720165,0.03827160493827161,0.030452674897119357,-0.003703703703703687,-0.009465020576131666,0.011522633744855959,0.0028806584362139785,-0.0037037037037036978
37,37,0.9259259259259259,0.9265792686845319,0.9295977011494252,0.9719274977895668,1.6485387300988155,0.585690777709804,2.214682530764086,2.388068686030416,0.454542357353666,0.22674897119341564,0.030864197530864213,0.019753086419753096,0.005761316872427991,0.0074074074074073955,0.007407407407407418,0.01440329218106996,0.00864197530864198
38,38,0.9259259259259259,0.9261142220912335,0.9216412383350614,0.987335209598578,2.235202759647904,0.9085275200914822,1.885390961560795,1.3777867098289414,0.7429006802552455,0.22427983539094648,0.014403292181069971,-0.0032921810699588216,-0.005349794238683103,-0.0004115226337448541,-0.005349794238683115,-0.010288065843621385,-0.018106995884773668
39,39,0.9423868312757202,0.9428113271303237,0.9448250186150409,0.9635889798957558,1.6688887884233705,0.749685029596409,2.2760377538291614,1.2670896846012532,1.0674716692441584,0.24115226337448564,0.05432098765432104,0.018518518518518545,0.009876543209876599,0.010699588477366318,0.005761316872428024,0.006584362139917766,0.02263374485596712
