,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled
54,54,0.9527272727272728,0.9522736813411475,0.9206293157564345,0.9856010671688638,2.415402916301832,1.506506106604607,2.081140363879112,1.122981264818997,0.7704027753876962,0.18909090909090912,0.041090909090909136,0.005090909090909123,0.028000000000000025
55,55,0.9454545454545454,0.9448266875685342,0.9000086236633322,0.9859434287685409,3.2195958661907955,0.5965644785654678,1.86492648439779,0.25758341367537496,2.0284739070973785,0.16981818181818178,0.03490909090909089,0.02981818181818179,0.01599999999999998
56,56,0.9781818181818182,0.977813295327293,0.9467672024562037,0.9974715549936789,2.5452815054878215,1.305208758325177,2.100676261800435,0.7247092771394458,0.7790201095661192,0.20327272727272727,0.02109090909090907,0.009090909090909049,0.030545454545454532
57,57,0.9672727272727273,0.966924748423029,0.9386363636363636,0.9929752066115702,2.2187632429736093,0.5344174630299986,2.1552652008439575,1.3607025365917587,1.2363516461165796,0.19672727272727275,0.035272727272727275,0.013090909090909065,0.031272727272727285
58,58,0.9490909090909091,0.9490909090909091,0.9225414453565105,0.9896990181876709,2.886527601957471,1.1203288822179176,1.901983708318612,0.793769338330971,1.0251588528216742,0.1810909090909091,0.010181818181818158,-0.005454545454545457,0.0370909090909091
59,59,0.9636363636363636,0.9630856888209829,0.9272055073941867,0.9906510283868775,2.585695962198462,1.2374039499442502,1.582711685184522,1.4839234763933338,0.8893585765330125,0.192,0.020727272727272695,-0.003272727272727294,0.023272727272727244
60,60,0.9672727272727273,0.9668522879675558,0.9308920704845816,0.9929331864904553,2.075812592330846,1.9322756866784996,1.9404724083615077,0.6113775944368034,1.0795005221600182,0.17490909090909093,0.04945454545454547,0.000363636363636366,0.052363636363636376
61,61,0.9672727272727273,0.9671437210239873,0.9411111111111111,0.9946666666666666,2.680796130221658,0.7410214180424975,1.6286673589084866,1.1911218710835927,1.550770788255251,0.18072727272727276,0.02654545454545454,-0.005454545454545434,0.030545454545454553
62,62,0.9709090909090909,0.9704441197235129,0.9367121848739496,0.9928221288515406,2.1140753596925923,0.9263361632158581,1.87889150008277,1.4190214260849092,1.3330857629486672,0.19490909090909092,0.03381818181818184,0.004000000000000026,0.022909090909090924
63,63,0.96,0.9601534763721361,0.9366666666666668,0.9876444444444444,1.9761638634067347,0.9669967754924409,2.236454154485644,1.3581431043486016,1.266255032763934,0.18399999999999994,0.02618181818181813,-0.0043636363636363916,0.013454545454545419
64,64,0.9672727272727273,0.9666614144310112,0.9306602983073571,0.9927936986760516,2.3093212925269095,1.1831361065975512,1.9648710236255902,0.31517572760858953,1.986454535544698,0.20654545454545453,0.01709090909090908,0.008727272727272728,0.03418181818181819
