,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.leftlow_temperature_scaled,feature_importance.leftlow_temperature_fd1_scaled,feature_importance.leftlow_temperature_fd2_scaled,feature_importance.leftlow_temperature_fd3_scaled,feature_importance.leftlow_humidity_scaled,feature_importance.leftlow_humidity_fd1_scaled,feature_importance.leftlow_humidity_fd2_scaled,feature_importance.leftlow_humidity_fd3_scaled
66,66,0.8535564853556485,0.8258706467661692,0.8626515823720793,0.9230257320319432,0.009205020920502016,0.012133891213389258,0.008368200836819994,-0.00878661087866095,-0.02175732217573212,0.052719665271966365,0.06987447698744775,-0.02468619246861914
67,67,0.8661087866108786,0.8350515463917526,0.8687888198757764,0.9268707482993197,-0.009623430962342971,0.04016736401673626,0.020502092050209142,0.0008368200836820217,-0.0008368200836820217,0.020502092050209142,0.012970711297071169,0.06443514644351467
68,68,0.8242677824267782,0.7835051546391752,0.8246081041112097,0.9094202898550724,-0.03138075313807531,0.006694560669456062,-0.010041841004184149,0.0071129707112970175,-0.016317991631799145,0.02761506276150638,0.010460251046025104,0.03556485355648531
69,69,0.8368200836820083,0.8,0.8388790298728187,0.9100118308192842,-0.020083682008368187,0.0029288702928870203,0.017991631799163188,0.0033472803347279756,-0.002510460251045954,-0.012970711297071169,0.033054393305439134,0.035146443514644354
70,70,0.8368200836820083,0.7636363636363637,0.8083776989056493,0.9370008873114464,0.011297071129707015,-0.005439330543932974,0.03179916317991616,0.016317991631799145,-0.001255230125522977,0.0029288702928870203,0.0033472803347279756,0.05230125523012552
71,71,0.7949790794979079,0.7134502923976608,0.7702972493345164,0.9162969535640343,-0.012552301255230214,0.00878661087866095,0.012552301255230103,-0.00711297071129724,0.01087866108786606,-0.003765690376569042,0.02384937238493723,-0.0008368200836821327
72,72,0.8242677824267782,0.7469879518072289,0.7961401952085182,0.9384797397219757,0.018410041841004032,0.02384937238493723,0.04016736401673637,0.010041841004184038,0.009623430962343082,0.017154811715481055,0.09999999999999998,-0.012552301255230103
73,73,0.8284518828451883,0.7602339181286549,0.8056418219461698,0.8774031351671103,0.003765690376569042,-0.008368200836819994,0.018410041841004143,0.006694560669456173,0.008368200836820217,-0.0008368200836820217,0.03430962343096233,0.03640167364016733
74,74,0.8577405857740585,0.8247422680412371,0.859952676722863,0.9297545104998521,0.0071129707112970175,-0.003765690376569153,0.010041841004184038,0.01464435146443499,0.006276150627614996,0.07112970711297073,0.046025104602510414,0.054811715481171586
75,75,0.8451882845188284,0.8102564102564103,0.8477151730257321,0.925983436853002,-0.033054393305439245,0.008368200836820106,-0.01380753138075308,-0.0016736401673640433,-0.01882845188284521,-0.00794979079497904,0.04811715481171541,-0.008368200836820106
76,76,0.8619246861924686,0.8374384236453202,0.8735211475894706,0.9219165927240461,-0.01673640167363999,-0.019246861924686165,-0.03514644351464413,-0.0058577405857740406,-0.03430962343096222,1.1102230246251565e-16,0.05732217573221765,0.05439330543933052
77,77,0.8451882845188284,0.8021390374331551,0.8395814847678201,0.8930789707187222,0.002510460251045954,0.03347280334728031,0.015481171548117123,0.0472803347280335,0.0188284518828451,0.03514644351464424,0.05983263598326338,0.04811715481171541
78,78,0.8075313807531381,0.7472527472527473,0.7947352854185152,0.9089026915113871,-0.02468619246861925,-0.004184100418409997,0.010041841004184149,0.0029288702928871313,-0.013389121338912013,-0.01966527196652723,-0.014225941422594035,-0.003765690376569042
79,79,0.803347280334728,0.7638190954773869,0.8076013013901213,0.9239869860987873,0.0029288702928870203,-0.002510460251046176,-0.015062761506276168,-0.0033472803347281976,-0.02970711297071127,-0.008368200836820106,-0.005439330543933196,0.003765690376569042
