,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_humidity_scaled
196,196,0.9041666666666667,0.8743169398907104,0.89762044653349,0.9416862514688602,0.20875,0.0670833333333335,0.04500000000000015
197,197,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9409518213866039,0.23250000000000004,0.06458333333333333,0.012916666666666687
198,198,0.8875,0.847457627118644,0.8738249118683901,0.9396298472385429,0.1712499999999999,0.09291666666666654,0.04875000000000007
199,199,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9446239717978848,0.15999999999999992,0.06291666666666673,-0.005416666666666625
200,200,0.9,0.8723404255319149,0.8983548766157461,0.9508666274970623,0.08625000000000005,0.11166666666666669,0.005833333333333357
201,201,0.8458333333333333,0.7612903225806451,0.80713866039953,0.944403642773208,0.15166666666666662,0.08208333333333317,0.09249999999999992
202,202,0.8875,0.850828729281768,0.8779377203290247,0.945358401880141,0.13458333333333328,0.07624999999999993,0.005833333333333357
203,203,0.8791666666666667,0.8342857142857143,0.8629553466509988,0.9402908343125735,0.18208333333333337,0.04916666666666658,0.05125000000000002
204,204,0.8166666666666667,0.725,0.7814336075205641,0.9427144535840188,0.13541666666666663,-0.003750000000000142,-0.0050000000000000044
205,205,0.9041666666666667,0.8743169398907104,0.89762044653349,0.9416128084606346,0.17625000000000002,0.07541666666666669,-0.0008333333333333526
206,206,0.9041666666666667,0.8756756756756757,0.8996768507638073,0.9463866039952996,0.17666666666666664,0.06583333333333341,-0.004166666666666763
