,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.frontlow_temperature_scaled,feature_importance.frontlow_temperature_fd1_scaled,feature_importance.frontlow_temperature_fd2_scaled,feature_importance.frontlow_temperature_fd3_scaled,feature_importance.frontlow_humidity_scaled,feature_importance.frontlow_humidity_fd1_scaled,feature_importance.frontlow_humidity_fd2_scaled,feature_importance.frontlow_humidity_fd3_scaled
33,33,0.8036529680365296,0.7295597484276729,0.7797843204382061,0.8184697021567956,-0.005022831050228382,-0.005022831050228271,0.001369863013698569,-0.016438356164383605,-0.015068493150685036,0.002739726027397138,0.024200913242009126,0.019178082191780854
34,34,0.771689497716895,0.6666666666666666,0.7402430674426566,0.8720472440944882,0.010958904109589107,0.010045662100456654,0.010045662100456654,-0.005479452054794387,-0.0009132420091323423,0.009589041095890427,0.007305936073059405,0.013698630136986356
35,35,0.771689497716895,0.6710526315789473,0.7417408421773366,0.8533036631290654,0.013698630136986356,0.00410958904109604,-0.005479452054794498,-0.021917808219177992,-0.024200913242009126,0.002739726027397249,-0.002739726027397249,0.01187214611872156
36,36,0.7442922374429224,0.6111111111111112,0.7076343717904827,0.8331906881205067,0.1333333333333333,-0.03835616438356171,-0.0036529680365295913,0.0031963470319635867,-0.08995433789954332,0.06073059360730604,0.005936073059360725,0.03013698630136985
37,37,0.8036529680365296,0.7295597484276729,0.7797843204382061,0.8183841150290996,0.22191780821917806,0.08219178082191769,0.08127853881278546,0.05022831050228305,-0.0383561643835616,0.09863013698630141,0.062100456621004496,0.12054794520547951
38,38,0.776255707762557,0.6711409395973155,0.7441800753166723,0.8112803834303319,-0.004109589041095929,-0.010958904109589107,-0.04703196347031968,-0.04474885844748866,-0.013698630136986467,0.01050228310502288,0.002739726027397249,0.010045662100456654
39,39,0.6712328767123288,0.6288659793814433,0.6701044162957891,0.813847997261212,0.12054794520547951,-0.06803652968036533,-0.03789954337899537,-0.11461187214611868,-0.16392694063926938,0.14109589041095894,0.18493150684931514,-0.039726027397260166
40,40,0.7899543378995434,0.7051282051282052,0.7634799726121191,0.860150633344745,0.011415525114155223,-0.01963470319634708,-0.033789954337899664,-0.011872146118721338,-0.02100456621004565,-0.006849315068493067,-0.004109589041095818,0.004109589041095929
41,41,0.8127853881278538,0.7421383647798742,0.7891561109209175,0.9134714138993496,0.007305936073059294,0.0328767123287671,0.01050228310502277,-0.03196347031963476,-0.05114155251141539,0.05022831050228305,0.04840182648401825,0.06803652968036522
42,42,0.8264840182648402,0.7625,0.8039626840123245,0.9044847654912701,0.015068493150684925,0.004109589041095929,-0.015068493150684925,-0.007305936073059294,-0.009589041095890427,0.04200913242009141,0.02648401826484026,0.04703196347031968
43,43,0.7442922374429224,0.6056338028169014,0.7061365970558028,0.8677678877096885,0.012328767123287676,-0.0182648401826484,-0.013698630136986245,-0.00776255707762552,-0.008675799086758085,-0.01963470319634708,-0.0022831050228310223,-0.005022831050228271
44,44,0.771689497716895,0.6666666666666666,0.7402430674426566,0.8515919205751455,0.005936073059360725,-0.020547945205479423,-0.0182648401826484,-0.008675799086757974,-0.025114155251141468,0.020091324200913308,0.00776255707762552,0.008675799086757974
45,45,0.7899543378995434,0.7051282051282052,0.7634799726121191,0.8295960287572748,0.09634703196347039,0.05296803652968041,0.024657534246575352,-0.01826484018264829,-0.03378995433789955,0.017808219178082285,0.023287671232876783,0.04246575342465764
46,46,0.7899543378995434,0.7012987012987013,0.7619821978774393,0.8383259157822662,0.015068493150685036,-0.013698630136986467,-0.01963470319634697,-0.02876712328767106,-0.0091324200913242,0.01187214611872156,0.010045662100456543,0.015068493150684925
47,47,0.7990867579908676,0.717948717948718,0.7728517630948306,0.8869394043135912,-0.00045662100456611565,-0.02739726027397249,-0.004566210045662045,-0.024200913242009126,-0.025570776255707806,0.02511415525114158,0.026940639269406486,0.006392694063926951
48,48,0.771689497716895,0.6666666666666666,0.7402430674426566,0.9021739130434783,0.2136986301369863,0.11735159817351593,0.02511415525114158,0.005479452054794498,-0.024200913242009015,0.2406392694063927,0.09999999999999998,0.0730593607305936
49,49,0.730593607305936,0.5815602836879432,0.6913300239643958,0.8811194796302635,0.023287671232876672,0.026940639269406375,0.026484018264840037,-0.007762557077625631,-0.007305936073059405,0.029223744292237397,0.014155251141552472,0.014611872146118587
50,50,0.7214611872146118,0.6257668711656442,0.6984337555631632,0.8163300239643958,0.21278538812785386,0.04840182648401825,0.014611872146118698,-0.01050228310502277,-0.12283105022831042,0.05753424657534245,0.0894977168949771,0.037442922374429255
51,51,0.8082191780821918,0.7375,0.7852191030469018,0.8709346114344403,0.009589041095890427,-0.0009132420091323423,-0.018264840182648512,-0.033333333333333326,-0.05296803652968041,0.026484018264840148,0.031963470319634646,0.02876712328767128
52,52,0.7899543378995434,0.7012987012987013,0.7619821978774393,0.8880520369736392,0.006392694063926951,-0.011415525114155223,-0.0022831050228310223,-0.031963470319634646,-0.016894977168949943,0.032420091324200984,0.03150684931506853,0.008675799086757974
53,53,0.7168949771689498,0.5571428571428572,0.6765234508729887,0.8438890790825059,0.02100456621004565,-0.005479452054794387,-0.01963470319634708,-0.014611872146118698,-0.07762557077625576,-0.0036529680365295913,-0.019178082191780743,-0.017808219178082174
54,54,0.7671232876712328,0.6530612244897959,0.733310510099281,0.9281068127353646,0.024657534246575352,0.034703196347031895,0.05616438356164377,0.0036529680365295913,0.009132420091324311,-0.00045662100456611565,0.046575342465753344,0.0182648401826484
55,55,0.8127853881278538,0.7421383647798742,0.7891561109209175,0.8640020540910647,0.031050228310502304,-0.03561643835616446,-0.02237442922374433,-0.023287671232876783,0.014155251141552472,0.013698630136986245,0.02328767123287656,0.020091324200913308
56,56,0.7899543378995434,0.6973684210526315,0.7604844231427593,0.844060253337898,0.01324200913242013,0.013698630136986245,-0.0009132420091324533,0.043835616438356206,-0.02328767123287656,0.029680365296803735,0.03515981735159823,0.03926940639269405
57,57,0.7397260273972602,0.6068965517241379,0.703697363916467,0.8758130777131119,-0.0036529680365295913,-0.021461187214611877,-0.03926940639269416,-0.0328767123287671,-0.07077625570776258,0.013242009132420018,0.006849315068493067,-0.005022831050228382
58,58,0.8082191780821918,0.7375,0.7852191030469018,0.7990414241698047,0.20410958904109588,0.04200913242009152,0.024657534246575352,0.0328767123287671,-0.012328767123287565,0.026940639269406486,0.029680365296803624,0.00776255707762552
59,59,0.7671232876712328,0.6622516556291391,0.7363060595686408,0.829852790140363,0.11917808219178083,0.04292237442922375,0.013242009132420018,0.043835616438356095,-0.06164383561643849,0.05022831050228305,0.03378995433789944,0.04063926940639273
60,60,0.8493150684931506,0.8023952095808383,0.8326343717904827,0.9000342348510784,0.01963470319634708,0.03150684931506842,-0.0031963470319635867,0.016438356164383605,-0.032420091324200984,0.07899543378995444,0.018721461187214627,0.07168949771689481
