,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled
112,112,0.8666666666666667,0.8275862068965517,0.853710362863681,0.9087937234390323,0.2617777777777778,0.03733333333333344,0.01333333333333342,0.020444444444444376
113,113,0.8444444444444444,0.782608695652174,0.8198349133703825,0.9203170970905524,0.05155555555555558,0.010666666666666713,0.01244444444444437,0.009777777777777885
114,114,0.8666666666666667,0.8484848484848485,0.8738149722131415,0.9121444916639424,0.39688888888888896,0.1253333333333333,0.15111111111111108,0.1200000000000001
115,115,0.8666666666666667,0.8275862068965517,0.853710362863681,0.9088754494932985,0.25822222222222213,0.11111111111111116,0.010222222222222355,0.016444444444444484
116,116,0.8222222222222222,0.8076923076923077,0.8362209872507356,0.9089571755475645,0.3733333333333333,0.12577777777777777,0.08711111111111114,0.040888888888888864
117,117,0.8355555555555556,0.821256038647343,0.8491745668519124,0.9136972866949983,0.39288888888888895,0.08755555555555561,0.12355555555555564,0.11911111111111117
118,118,0.8977777777777778,0.8729281767955801,0.8917538411245505,0.9166394246485778,0.3720000000000001,0.03599999999999992,0.06266666666666665,0.09066666666666667
119,119,0.92,0.9032258064516129,0.9189277541680287,0.9158221641059169,0.4124444444444445,0.19733333333333325,0.1537777777777778,0.1364444444444446
120,120,0.9155555555555556,0.8983957219251337,0.9151683556717881,0.923994769532527,0.392,0.29466666666666674,0.28088888888888885,0.2604444444444445
121,121,0.8888888888888888,0.8648648648648649,0.8859104282445243,0.9022556390977443,0.4022222222222222,0.06399999999999995,0.09066666666666667,0.14533333333333331
122,122,0.8888888888888888,0.8603351955307262,0.8808842759071592,0.9141059169663289,0.312888888888889,0.04933333333333334,0.058222222222222175,0.08977777777777773
123,123,0.8711111111111111,0.8397790055248618,0.8641712978097418,0.9047891467799934,0.4008888888888888,0.22266666666666668,0.13777777777777778,0.1804444444444443
124,124,0.9066666666666666,0.8900523560209425,0.909324942791762,0.9179470415168356,0.39377777777777767,0.0835555555555555,0.19066666666666665,0.20177777777777772
125,125,0.88,0.847457627118644,0.8700147106897679,0.9111637790127493,0.2977777777777778,0.06000000000000005,0.06799999999999995,0.05466666666666664
126,126,0.7911111111111111,0.7793427230046949,0.8082298136645962,0.904380516508663,0.34844444444444445,0.033777777777777795,0.08355555555555538,0.00666666666666671
127,127,0.8222222222222222,0.8095238095238095,0.8378963713631906,0.9097744360902256,0.39155555555555555,0.2195555555555555,0.13155555555555554,0.14933333333333332
128,128,0.8266666666666667,0.8097560975609757,0.838305001634521,0.9033180778032036,0.37155555555555553,0.06355555555555559,0.01688888888888873,0.07911111111111091
