,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.fronttop_CO2_fd3_scaled
38,38,0.9041095890410958,0.8900523560209425,0.90683841150291,0.9079938377268059,0.4589041095890411,0.00136986301369868,0.0004566210045662267,0.08767123287671241
39,39,0.91324200913242,0.8994708994708994,0.9147124272509415,0.9440260184868197,0.47534246575342465,0.01963470319634708,0.03013698630136985,0.010045662100456543
40,40,0.8538812785388128,0.8072289156626506,0.8365713796644985,0.936494351249572,0.4159817351598174,0.04840182648401825,0.05159817351598173,0.017808219178082174
41,41,0.8767123287671232,0.847457627118644,0.8682386169120164,0.9322149948647723,0.3073059360730592,0.006849315068493178,0.0091324200913242,0.012785388127853792
42,42,0.8538812785388128,0.813953488372093,0.8410647038685382,0.905939746662102,0.306392694063927,0.014611872146118698,0.005936073059360725,0.002739726027397138
43,43,0.9041095890410958,0.8877005347593583,0.9038428620335501,0.9251968503937008,0.454337899543379,0.002739726027397249,0.08767123287671241,0.0894977168949771
44,44,0.8995433789954338,0.8791208791208791,0.8954125299554947,0.937692571037316,0.38812785388127846,0.049315068493150815,0.023287671232876672,0.026940639269406486
45,45,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.9269085929476207,0.13835616438356158,0.010958904109588996,0.01598173515981749,0.0
46,46,0.8721461187214612,0.8409090909090909,0.8628038343033209,0.9363231769941802,0.3397260273972602,0.03561643835616446,-0.0022831050228310223,-0.012785388127853792
47,47,0.867579908675799,0.8342857142857143,0.8573690516946251,0.9230571722013009,0.3100456621004566,-0.010045662100456654,-0.008219178082191747,0.0237442922374429
48,48,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.9305032523108524,0.25114155251141557,0.01324200913242013,0.0036529680365295913,0.013698630136986245
49,49,0.91324200913242,0.8972972972972973,0.9117168777815816,0.9432557343375556,0.4397260273972602,0.061187214611872154,0.043835616438356095,0.06666666666666654
50,50,0.8356164383561644,0.7857142857142857,0.8193255734337556,0.9328996918863403,0.20000000000000007,0.005479452054794498,0.007305936073059405,-0.007305936073059294
51,51,0.8584474885844748,0.8228571428571428,0.8479972612119138,0.9001198219787743,0.12100456621004563,0.015981735159817267,-0.0018264840182649067,0.01415525114155236
52,52,0.8904109589041096,0.8666666666666667,0.8845429647381033,0.9388052036973639,0.3849315068493151,0.054337899543378976,0.05890410958904113,-0.0022831050228311334
53,53,0.8538812785388128,0.813953488372093,0.8410647038685382,0.9146696336870933,0.2205479452054796,-0.0036529680365295913,0.018721461187214627,-0.01689497716894972
54,54,0.867579908675799,0.8465608465608465,0.8678534748373845,0.9330708661417322,0.43926940639269396,0.015981735159817267,0.005936073059360614,0.012328767123287676
55,55,0.8538812785388128,0.813953488372093,0.8410647038685382,0.9274221157137965,0.23333333333333328,0.0,-0.001369863013698569,-0.010958904109589107
56,56,0.8904109589041096,0.8666666666666667,0.8845429647381033,0.9442827798699076,0.17579908675799083,0.059817351598173585,0.045662100456621,0.032420091324200984
57,57,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.9296473810338924,0.09041095890410966,0.0009132420091324533,0.010045662100456543,-0.0004566210045662267
58,58,0.8401826484018264,0.7928994082840237,0.8247603560424512,0.9338411502909962,0.21050228310502272,0.0031963470319635867,0.002739726027397138,-0.00410958904109604
59,59,0.8310502283105022,0.7701863354037267,0.8093974666210202,0.9206607326258132,0.15844748858447477,0.05388127853881264,0.021917808219178103,0.016438356164383494
60,60,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.920917494008901,0.25844748858447497,-0.00410958904109604,0.017808219178082174,0.005022831050228382
61,61,0.9223744292237442,0.9090909090909091,0.922586442998973,0.9501882916809311,0.5077625570776255,0.00776255707762552,0.01689497716894972,0.07168949771689515
62,62,0.8493150684931506,0.8070175438596491,0.8356299212598426,0.9264806573091406,0.10136986301369866,0.001369863013698569,0.0004566210045662267,-0.0009132420091323423
63,63,0.867579908675799,0.8342857142857143,0.8573690516946251,0.9300753166723724,0.18904109589041085,-0.005022831050228271,-0.0091324200913242,0.0018264840182649067
64,64,0.8447488584474886,0.8,0.8301951386511468,0.9410304690174598,0.17945205479452053,0.05662100456621,-0.0009132420091323423,0.007305936073059405
65,65,0.8538812785388128,0.813953488372093,0.8410647038685382,0.9168093118794932,0.2246575342465753,0.010045662100456654,0.004566210045662045,0.006849315068493178
66,66,0.863013698630137,0.8275862068965517,0.8519342690859295,0.9263094830537486,0.17625570776255717,0.0036529680365297024,0.005936073059360725,0.0018264840182647957
67,67,0.8812785388127854,0.8539325842696629,0.8736733995207121,0.9338411502909961,0.2808219178082192,0.020091324200913308,0.004566210045662156,0.005936073059360725
