,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.righttop_CO2_scaled,feature_importance.righttop_temperature_scaled,feature_importance.righttop_humidity_scaled
202,202,0.875,0.8152173913043478,0.8603864734299517,0.9543478260869565,0.19227941176470575,0.00367647058823517,-0.004779411764705754
203,203,0.8897058823529411,0.8255813953488372,0.8608695652173912,0.9592391304347826,0.177205882352941,0.011029411764705843,0.023897058823529327
204,204,0.875,0.7901234567901234,0.8311594202898551,0.9556763285024155,0.18786764705882353,-0.002941176470588225,0.014338235294117596
205,205,0.8933823529411765,0.8323699421965318,0.866304347826087,0.9482487922705314,0.20845588235294132,0.014705882352941346,0.012132352941176539
206,206,0.8933823529411765,0.8323699421965318,0.866304347826087,0.9580917874396135,0.20073529411764712,0.015073529411764763,0.013970588235294068
207,207,0.875,0.8152173913043478,0.8603864734299517,0.9596014492753624,0.18823529411764706,0.002941176470588225,-0.0194852941176471
208,208,0.8639705882352942,0.7643312101910829,0.8121980676328502,0.9545289855072463,0.19705882352941184,-0.016176470588235348,0.013602941176470651
209,209,0.8713235294117647,0.782608695652174,0.8257246376811594,0.9596618357487923,0.19374999999999998,0.00036764705882363913,0.018750000000000044
210,210,0.8713235294117647,0.8044692737430168,0.8496376811594203,0.9381038647342994,0.17279411764705888,-0.006617647058823506,-0.013235294117647012
211,211,0.8713235294117647,0.8066298342541437,0.8522946859903382,0.9597222222222221,0.19301470588235292,0.0,-0.018749999999999933
212,212,0.8713235294117647,0.8087431693989071,0.854951690821256,0.9551932367149758,0.16948529411764712,0.0014705882352941124,-0.0117647058823529
213,213,0.875,0.8131868131868132,0.8577294685990338,0.9506038647342995,0.20404411764705888,0.0025735294117648078,-0.0051470588235295045
214,214,0.8602941176470589,0.7564102564102564,0.8067632850241546,0.9565821256038647,0.17647058823529416,-0.005514705882352922,0.016544117647058876
215,215,0.8897058823529411,0.8275862068965517,0.8635265700483092,0.9493357487922705,0.18566176470588236,0.014338235294117596,0.018382352941176405
216,216,0.8492647058823529,0.7602339181286549,0.8143719806763285,0.9397946859903381,0.12794117647058822,-0.021323529411764852,-0.011029411764705954
217,217,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.9614734299516908,0.25036764705882353,0.009558823529411842,0.008823529411764786
218,218,0.8676470588235294,0.7721518987341772,0.8176328502415459,0.9628623188405797,0.20110294117647065,-0.0055147058823528106,0.016911764705882293
219,219,0.8602941176470589,0.7564102564102564,0.8067632850241546,0.9580314009661836,0.1819852941176472,0.0,0.02573529411764708
220,220,0.8786764705882353,0.7975460122699386,0.8365942028985507,0.9545893719806763,0.17757352941176474,0.004044117647058809,0.022058823529411686
221,221,0.8786764705882353,0.8092485549132948,0.8498792270531401,0.9561594202898551,0.18198529411764708,0.0011029411764705843,0.0055147058823528106
222,222,0.8602941176470589,0.7532467532467533,0.8041062801932367,0.9582125603864734,0.18970588235294128,0.0025735294117646967,0.0338235294117647
223,223,0.8860294117647058,0.8165680473372781,0.8527777777777779,0.9556159420289855,0.21580882352941178,0.00588235294117645,0.006617647058823395
224,224,0.8676470588235294,0.797752808988764,0.8442028985507246,0.9343599033816423,0.1772058823529411,-0.0051470588235293935,-0.018382352941176405
225,225,0.875,0.8172043010752689,0.8630434782608696,0.9606280193236715,0.21397058823529413,0.0025735294117646967,-0.007720588235294201
226,226,0.8786764705882353,0.819672131147541,0.8631642512077294,0.942330917874396,0.15661764705882353,0.0025735294117645857,-0.006250000000000089
227,227,0.875,0.8131868131868132,0.8577294685990338,0.9595410628019324,0.1823529411764706,0.0022058823529411686,-0.013602941176470651
228,228,0.8786764705882353,0.819672131147541,0.8631642512077294,0.9442632850241546,0.1797794117647059,0.011029411764705954,-0.0014705882352941124
229,229,0.8272058823529411,0.6802721088435374,0.7578502415458936,0.9526570048309179,0.15294117647058825,-0.008823529411764897,0.04522058823529407
230,230,0.8786764705882353,0.8235294117647058,0.8684782608695653,0.9598429951690821,0.23602941176470582,0.006617647058823506,0.0011029411764705843
231,231,0.8455882352941176,0.75,0.806280193236715,0.9295289855072464,0.11838235294117638,1.1102230246251565e-16,-0.004044117647059031
232,232,0.8566176470588235,0.7483870967741936,0.8013285024154589,0.9564613526570048,0.1746323529411764,-0.010294117647058898,0.016911764705882182
233,233,0.8786764705882353,0.7950310559006211,0.8339371980676329,0.9595410628019323,0.22683823529411762,1.1102230246251565e-16,0.01544117647058818
234,234,0.8713235294117647,0.8066298342541437,0.8522946859903382,0.9460144927536231,0.17279411764705876,0.0022058823529411686,-0.007720588235293979
235,235,0.8713235294117647,0.8066298342541437,0.8522946859903382,0.9339371980676329,0.14485294117647063,0.0022058823529411686,0.0014705882352941124
236,236,0.8933823529411765,0.8284023668639053,0.8609903381642512,0.9317028985507246,0.2250000000000001,0.01580882352941171,0.01360294117647054
237,237,0.8823529411764706,0.8072289156626506,0.8446859903381643,0.9606884057971015,0.21066176470588238,0.0025735294117648078,0.003308823529411642
238,238,0.8713235294117647,0.7878787878787878,0.8310386473429952,0.9507850241545893,0.18970588235294128,-0.004779411764705976,0.009191176470588314
239,239,0.875,0.7976190476190477,0.8391304347826087,0.9471618357487922,0.1849264705882353,-0.0014705882352942234,0.006249999999999978
240,240,0.8786764705882353,0.8047337278106509,0.8445652173913043,0.9530797101449275,0.18970588235294128,0.0051470588235292825,-0.0022058823529411686
241,241,0.8713235294117647,0.8108108108108109,0.8576086956521739,0.9397342995169082,0.16764705882352937,0.0014705882352941124,-0.018749999999999822
242,242,0.875,0.8152173913043478,0.8603864734299517,0.9149154589371981,0.17683823529411768,0.010661764705882204,-0.007352941176470673
243,243,0.8786764705882353,0.8135593220338984,0.8551932367149759,0.9555555555555556,0.16764705882352937,0.00588235294117645,0.0025735294117645857
244,244,0.8933823529411765,0.8361581920903954,0.8716183574879227,0.9606884057971015,0.22022058823529422,0.014338235294117596,0.0014705882352942234
245,245,0.8823529411764706,0.8222222222222222,0.8632850241545894,0.9581521739130434,0.21139705882352944,0.005882352941176339,-0.004779411764706087
246,246,0.8713235294117647,0.8087431693989071,0.854951690821256,0.932608695652174,0.1459558823529412,0.006985294117646923,-0.009926470588235259
247,247,0.8676470588235294,0.8,0.8468599033816425,0.9471014492753624,0.1602941176470588,0.0018382352941176405,-0.010294117647058787
248,248,0.875,0.8152173913043478,0.8603864734299517,0.9558574879227053,0.17500000000000004,0.007720588235294201,-0.00955882352941173
249,249,0.8823529411764706,0.8048780487804879,0.8420289855072464,0.9545289855072464,0.24007352941176474,-1.1102230246251565e-16,0.008823529411764786
