,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.righttop_CO2_scaled
199,199,0.8816326530612245,0.8465608465608465,0.8792270531400965,0.9641233304916169,0.4987755102040816
200,200,0.8938775510204081,0.8673469387755102,0.8998650184711565,0.9722222222222223,0.48734693877551016
201,201,0.8693877551020408,0.8431372549019608,0.8824239840863882,0.9704461494742824,0.4624489795918367
202,202,0.8775510204081632,0.8421052631578947,0.8759590792838874,0.9676044330775788,0.4657142857142857
203,203,0.8448979591836735,0.8207547169811321,0.8649829497016197,0.9251207729468599,0.4114285714285715
204,204,0.8857142857142857,0.8541666666666666,0.8868286445012787,0.9712276214833759,0.43102040816326526
205,205,0.8571428571428571,0.8128342245989305,0.8509519749928958,0.9668229610684854,0.39306122448979586
206,206,0.8448979591836735,0.8207547169811321,0.8649829497016197,0.9161693662972435,0.41795918367346946
207,207,0.8938775510204081,0.8631578947368421,0.893364592213697,0.9739272520602444,0.48040816326530605
208,208,0.8693877551020408,0.8383838383838383,0.8759235578289286,0.9675333901676613,0.44285714285714284
209,209,0.8979591836734694,0.8704663212435233,0.9009661835748792,0.9720090934924694,0.4881632653061224
210,210,0.8857142857142857,0.8666666666666667,0.9063299232736572,0.9675333901676613,0.493469387755102
211,211,0.8734693877551021,0.8393782383419689,0.8748579141801649,0.9624893435635123,0.43632653061224497
212,212,0.8857142857142857,0.86,0.8954958795112248,0.9746376811594203,0.47183673469387755
213,213,0.8816326530612245,0.8527918781725888,0.8878942881500427,0.9746376811594202,0.42897959183673473
214,214,0.9020408163265307,0.8787878787878788,0.9107345836885479,0.9749928957090083,0.4877551020408164
215,215,0.8938775510204081,0.8712871287128713,0.906365444728616,0.9766268826371128,0.4922448979591836
216,216,0.8612244897959184,0.8316831683168316,0.8715544188689969,0.969309462915601,0.469795918367347
217,217,0.889795918367347,0.8586387434554974,0.8900966183574879,0.9768400113668656,0.39673469387755106
218,218,0.8816326530612245,0.861244019138756,0.9008951406649617,0.9770531400966184,0.49061224489795924
219,219,0.8816326530612245,0.8242424242424242,0.8532253481102585,0.9703040636544473,0.343265306122449
220,220,0.8448979591836735,0.819047619047619,0.8628161409491333,0.9676754759874964,0.4408163265306123
221,221,0.8653061224489796,0.8465116279069768,0.8899900539926116,0.9712986643932935,0.35632653061224495
222,222,0.8857142857142857,0.8666666666666667,0.9063299232736572,0.9526854219948849,0.49551020408163254
223,223,0.8734693877551021,0.841025641025641,0.8770247229326513,0.973643080420574,0.4342857142857143
224,224,0.9020408163265307,0.8723404255319149,0.8999005399261153,0.9739272520602444,0.5
225,225,0.8938775510204081,0.8737864077669902,0.9106990622335891,0.9691673770957658,0.5008163265306123
226,226,0.9183673469387755,0.8901098901098901,0.9108056265984654,0.97435350951975,0.49061224489795924
227,227,0.889795918367347,0.8656716417910447,0.9009306621199205,0.9726484796817277,0.4559183673469388
228,228,0.8979591836734694,0.8743718592964824,0.9074666098323387,0.9781898266552997,0.37755102040816324
229,229,0.8448979591836735,0.8207547169811321,0.8649829497016197,0.9251918158567776,0.41795918367346946
230,230,0.8448979591836735,0.8207547169811321,0.8649829497016197,0.9124040920716112,0.4273469387755102
231,231,0.8979591836734694,0.8704663212435233,0.9009661835748792,0.9679596476271668,0.49102040816326525
232,232,0.889795918367347,0.8629441624365483,0.8965970446149474,0.9741403807899971,0.4889795918367347
233,233,0.8938775510204081,0.865979381443299,0.8976982097186701,0.9747797669792555,0.5012244897959184
234,234,0.889795918367347,0.847457627118644,0.8749289570900824,0.9651889741403807,0.37428571428571433
235,235,0.9061224489795918,0.8808290155440415,0.909668940039784,0.973287865870986,0.4828571428571429
236,236,0.8938775510204081,0.8617021276595744,0.8911977834612106,0.9674623472577437,0.4775510204081632
237,237,0.8530612244897959,0.8125,0.8520176186416595,0.9446575731741973,0.40326530612244904
238,238,0.8775510204081632,0.84375,0.878125888036374,0.9700198920147769,0.41469387755102033
239,239,0.889795918367347,0.8571428571428571,0.8879298096050015,0.9703751065643649,0.4963265306122449
240,240,0.8734693877551021,0.8516746411483254,0.8921923842000568,0.9734299516908212,0.4604081632653062
241,241,0.8938775510204081,0.8631578947368421,0.893364592213697,0.9705171923842001,0.46775510204081633
242,242,0.8734693877551021,0.8426395939086294,0.8791915316851378,0.9663967036089798,0.43836734693877555
243,243,0.8979591836734694,0.8780487804878049,0.9139670360897982,0.9420289855072465,0.5179591836734694
244,244,0.889795918367347,0.8571428571428571,0.8879298096050015,0.9725774367718102,0.4481632653061225
245,245,0.8816326530612245,0.8397790055248618,0.8705598181301506,0.9636970730321114,0.36408163265306137
246,246,0.8653061224489796,0.8290155440414507,0.86615515771526,0.9574452969593634,0.46
247,247,0.8448979591836735,0.8207547169811321,0.8649829497016197,0.9152813299232736,0.41959183673469397
248,248,0.8938775510204081,0.8673469387755102,0.8998650184711565,0.9742114236999149,0.5053061224489795
249,249,0.8775510204081632,0.85,0.88679312304632,0.9727195225916454,0.4575510204081633
