,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backtop_CO2_scaled,feature_importance.backtop_CO2_fd1_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.backtop_CO2_fd3_scaled
135,135,0.8401826484018264,0.782608695652174,0.8187692571037316,0.9328996918863404,0.0018264840182647957,0.21050228310502272,0.1913242009132421,0.045205479452054886
136,136,0.8812785388127854,0.8539325842696629,0.8736733995207121,0.919548099965765,0.3027397260273973,0.13607305936073066,0.14703196347031977,0.10639269406392704
137,137,0.8401826484018264,0.782608695652174,0.8187692571037316,0.9321294077370763,-0.042465753424657526,0.18310502283105012,0.05799086757990868,0.06986301369863013
138,138,0.8538812785388128,0.813953488372093,0.8410647038685382,0.9298185552892845,0.04474885844748866,0.09041095890410955,0.010958904109589107,0.13561643835616444
139,139,0.7671232876712328,0.7559808612440191,0.7797415268743582,0.8909619993153031,0.3442922374429223,0.07808219178082187,-0.026940639269406486,0.015525114155251152
140,140,0.8904109589041096,0.8695652173913043,0.8875385142074632,0.9133858267716535,0.35844748858447484,0.011415525114155334,0.06073059360730604,0.03515981735159823
141,141,0.867579908675799,0.8284023668639053,0.8528757274905854,0.922201300924341,0.3073059360730592,0.1497716894977168,0.07168949771689492,0.13013698630136983
142,142,0.9041095890410958,0.8813559322033898,0.8963539883601506,0.9050838753851422,0.21963470319634704,0.10639269406392693,0.101826484018265,0.16164383561643825
143,143,0.8356164383561644,0.7857142857142857,0.8193255734337556,0.9179219445395411,0.16255707762557092,-0.005022831050228271,-0.0018264840182647957,0.0018264840182649067
144,144,0.863013698630137,0.8214285714285714,0.8474409448818898,0.9356384799726122,0.05570776255707777,0.11141552511415531,0.055707762557077545,0.06849315068493145
145,145,0.776255707762557,0.73224043715847,0.7696422458062308,0.8761554262238959,0.4118721461187214,0.15479452054794518,0.1333333333333332,0.007762557077625631
146,146,0.8447488584474886,0.7926829268292683,0.8257018144471071,0.93931872646354,0.033333333333333326,0.07442922374429228,0.13424657534246565,0.1712328767123289
147,147,0.8447488584474886,0.7926829268292683,0.8257018144471071,0.9259671345429648,0.07214611872146126,0.13789954337899546,0.1150684931506849,0.06803652968036533
148,148,0.821917808219178,0.7417218543046358,0.7925368024649093,0.8830023964395756,-0.05068493150684927,0.09726027397260273,0.08538812785388128,0.05936073059360736
149,149,0.8584474885844748,0.8165680473372781,0.8435039370078741,0.9239130434782609,0.17397260273972603,0.1515981735159816,0.19269406392694066,0.12374429223744299
150,150,0.8721461187214612,0.8352941176470589,0.858310510099281,0.9198904484765492,0.1625570776255708,0.19726027397260282,0.005479452054794609,0.08264840182648414
151,151,0.8401826484018264,0.7928994082840237,0.8247603560424512,0.9088497090037658,0.20045662100456618,-0.005022831050228271,-0.006849315068493178,0.004109589041095818
152,152,0.8493150684931506,0.8070175438596491,0.8356299212598426,0.8980657309140706,0.07579908675799085,0.18127853881278533,0.010045662100456543,0.0036529680365297024
153,153,0.8584474885844748,0.8143712574850299,0.842006162273194,0.9251112632660049,0.010045662100456543,0.08264840182648392,0.08538812785388128,0.0858447488584475
154,154,0.8584474885844748,0.8098159509202454,0.8390106128038343,0.9483053748716194,-0.03789954337899548,0.13744292237442934,0.057077625570776225,0.05890410958904102
