,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_temperature_scaled,feature_importance.rightlow_humidity_scaled
70,70,0.8419117647058824,0.7189542483660131,0.7822463768115941,0.9505434782608696,0.1562499999999999,0.02352941176470591,0.018749999999999933
71,71,0.875,0.8131868131868132,0.8577294685990338,0.9030797101449276,0.11544117647058827,0.003308823529411753,0.006617647058823506
72,72,0.8492647058823529,0.7354838709677419,0.7931159420289855,0.956159420289855,0.16617647058823526,-0.0011029411764705843,0.05257352941176474
73,73,0.875,0.8152173913043478,0.8603864734299517,0.9311594202898552,0.143014705882353,0.006249999999999978,0.00404411764705892
74,74,0.8676470588235294,0.7777777777777778,0.8229468599033817,0.9579106280193237,0.16875000000000007,0.002941176470588114,0.03125000000000011
75,75,0.8823529411764706,0.8279569892473119,0.871256038647343,0.9541062801932367,0.1613970588235294,0.0022058823529411686,0.0014705882352941124
76,76,0.8492647058823529,0.7354838709677419,0.7931159420289855,0.9516304347826087,0.15845588235294117,-0.002941176470588225,0.030147058823529416
77,77,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.9648550724637681,0.1783088235294118,0.01360294117647054,0.010661764705882315
78,78,0.8676470588235294,0.7777777777777778,0.8229468599033817,0.9582729468599034,0.1705882352941176,0.0003676470588234171,0.04154411764705879
79,79,0.7977941176470589,0.5864661654135338,0.7064009661835748,0.948852657004831,0.13492647058823537,0.014705882352941235,0.07058823529411762
80,80,0.8345588235294118,0.7019867549668874,0.7713768115942029,0.9536835748792271,0.15330882352941178,-0.0025735294117646967,0.03529411764705881
81,81,0.875,0.8172043010752689,0.8630434782608696,0.9503623188405796,0.12867647058823528,0.006985294117647145,0.0014705882352942234
82,82,0.8786764705882353,0.8216216216216217,0.8658212560386473,0.939855072463768,0.10367647058823526,0.013970588235293957,0.02316176470588238
83,83,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.9628623188405797,0.17242647058823535,0.014338235294117707,0.014338235294117707
84,84,0.8639705882352942,0.7730061349693251,0.8201690821256039,0.9501207729468599,0.15000000000000002,0.007720588235294201,0.05882352941176461
85,85,0.8897058823529411,0.8387096774193549,0.8794685990338165,0.9628623188405797,0.19117647058823517,0.0132352941176469,0.01764705882352957
86,86,0.8676470588235294,0.7954545454545454,0.8415458937198068,0.9524758454106279,0.12573529411764706,-0.004044117647058809,0.013602941176470762
87,87,0.875,0.8131868131868132,0.8577294685990338,0.9535024154589372,0.1132352941176471,0.0051470588235293935,0.010661764705882204
88,88,0.8602941176470589,0.759493670886076,0.8094202898550724,0.9586352657004831,0.16360294117647056,-0.006985294117647145,0.01544117647058818
89,89,0.8676470588235294,0.775,0.8202898550724638,0.9577294685990339,0.17205882352941182,0.011397058823529482,0.031985294117647056
90,90,0.8897058823529411,0.8387096774193549,0.8794685990338165,0.9642512077294686,0.1977941176470588,0.006985294117646923,0.01727941176470582
91,91,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.9623188405797103,0.1470588235294118,0.010661764705882315,0.011397058823529482
92,92,0.875,0.8131868131868132,0.8577294685990338,0.942391304347826,0.13602941176470584,0.011029411764705954,0.011397058823529371
93,93,0.8823529411764706,0.8297872340425532,0.8739130434782609,0.9623792270531402,0.1977941176470589,0.006617647058823506,0.01360294117647054
94,94,0.8676470588235294,0.7954545454545454,0.8415458937198068,0.9422101449275362,0.12095588235294119,-0.0014705882352941124,-0.004779411764705865
