,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backtop_temperature_scaled,feature_importance.backtop_temperature_fd1_scaled,feature_importance.backtop_temperature_fd2_scaled,feature_importance.backtop_temperature_fd3_scaled,feature_importance.backtop_humidity_scaled,feature_importance.backtop_humidity_fd1_scaled,feature_importance.backtop_humidity_fd2_scaled,feature_importance.backtop_humidity_fd3_scaled
86,86,0.8791666666666667,0.8342857142857143,0.8629553466509988,0.8766891891891891,0.14458333333333329,0.02666666666666684,0.013749999999999929,0.00708333333333333,-0.0016666666666667052,0.003750000000000031,0.012083333333333224,0.016666666666666607
87,87,0.8166666666666667,0.7142857142857143,0.7752643948296123,0.9394095182138661,0.04041666666666677,0.004166666666666652,-0.009166666666666656,-0.008333333333333304,0.03083333333333338,0.015833333333333366,0.007499999999999951,0.0029166666666666785
88,88,0.8791666666666667,0.8342857142857143,0.8629553466509988,0.8741186839012923,0.13083333333333325,0.02458333333333318,0.012916666666666465,0.025000000000000022,-0.0012500000000000844,0.015000000000000124,0.03833333333333333,0.02083333333333326
89,89,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.8702262044653348,0.1429166666666667,0.016249999999999876,0.013333333333333197,0.02416666666666667,0.0008333333333333526,0.023749999999999938,0.047499999999999876,0.013333333333333197
90,90,0.8583333333333333,0.7976190476190477,0.8337250293772033,0.8590628672150412,0.12333333333333318,0.03416666666666657,0.030416666666666647,-0.003750000000000031,-0.021666666666666612,0.057083333333333375,0.023749999999999827,0.003750000000000031
91,91,0.8833333333333333,0.8444444444444444,0.872502937720329,0.8738983548766157,0.12916666666666654,0.02749999999999997,0.019583333333333175,0.026666666666666616,-0.0033333333333331883,0.023333333333333317,0.060416666666666674,0.018333333333333313
92,92,0.8791666666666667,0.8342857142857143,0.8629553466509988,0.8721357226792008,0.14749999999999996,0.012083333333333224,0.02083333333333348,0.022083333333333344,0.005833333333333246,0.06416666666666682,0.03541666666666665,0.011666666666666603
93,93,0.875,0.8295454545454546,0.8595769682726204,0.8661133960047003,0.08708333333333329,0.022083333333333344,0.018333333333333313,-0.0012499999999999734,-0.0004166666666666208,0.02750000000000008,0.03249999999999997,0.012499999999999956
94,94,0.8625,0.8070175438596491,0.8412162162162162,0.8586222091656874,0.10666666666666669,0.003750000000000031,-0.0024999999999999467,0.006250000000000089,-0.004166666666666763,0.007916666666666794,0.025833333333333375,0.011250000000000093
95,95,0.8291666666666667,0.7421383647798742,0.7936251468860165,0.9218566392479435,0.022499999999999853,0.0012500000000000844,-0.0050000000000000044,-0.012083333333333224,0.023333333333333317,0.019166666666666554,0.0016666666666667052,0.008333333333333526
96,96,0.8708333333333333,0.8187134502923976,0.8500293772032903,0.8871915393654525,0.06541666666666668,0.00374999999999992,0.012083333333333335,-0.0033333333333334103,0.019583333333333397,0.020000000000000018,0.017500000000000182,0.019166666666666776
97,97,0.8541666666666666,0.8,0.8365158636897767,0.8630287896592244,0.029999999999999916,-0.006666666666666599,-0.009166666666666878,-0.01666666666666672,0.0016666666666665941,0.013749999999999929,0.017083333333333228,-0.01000000000000012
98,98,0.875,0.8255813953488372,0.8554641598119859,0.8808019976498238,0.11499999999999999,0.03499999999999992,0.00374999999999992,0.053333333333333344,-0.010833333333333472,0.04416666666666669,0.0279166666666667,0.02750000000000008
99,99,0.8791666666666667,0.8342857142857143,0.8629553466509988,0.8795534665099883,0.07708333333333328,0.016666666666666607,0.02041666666666675,0.013333333333333308,0.0,0.0025000000000000577,0.014999999999999902,0.01708333333333334
