,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled,feature_importance.rightlow_temperature_scaled,feature_importance.rightlow_temperature_fd1_scaled,feature_importance.rightlow_temperature_fd2_scaled,feature_importance.rightlow_temperature_fd3_scaled,feature_importance.rightlow_humidity_scaled,feature_importance.rightlow_humidity_fd1_scaled,feature_importance.rightlow_humidity_fd2_scaled,feature_importance.rightlow_humidity_fd3_scaled
30,30,0.9061224489795918,0.882051282051282,0.9118357487922706,0.9678886047172492,-0.022448979591836782,0.02693877551020407,0.020408163265306256,0.0212244897959184,0.01510204081632649,0.005306122448979433,0.007346938775510181,0.027755102040816215,-0.0028571428571428914,0.013877551020407997,0.01224489795918371,0.024897959183673435
31,31,0.8693877551020408,0.8315789473684211,0.8672563228189827,0.9521170787155442,0.00040816326530612734,0.01836734693877551,0.01632653061224487,0.015510204081632506,-0.024897959183673546,0.0077551020408163085,0.0106122448979592,0.005714285714285783,-0.003673469387755035,0.001224489795918271,0.001224489795918493,-0.004897959183673528
32,32,0.8816326530612245,0.8449197860962567,0.8770602443876101,0.9636970730321114,-0.013061224489795964,0.019183673469387874,0.01224489795918371,-0.0032653061224489077,-0.025306122448979562,-0.003673469387755035,0.002448979591836764,0.004897959183673417,-0.0028571428571427804,0.006938775510203943,0.0065306122448979265,0.0077551020408163085
33,33,0.8938775510204081,0.8617021276595744,0.8911977834612106,0.9651889741403807,-0.0028571428571428914,0.027346938775510088,0.010204081632653073,0.015918367346938744,-0.013469387755102091,0.0212244897959184,0.013061224489795853,0.008163265306122325,-0.004897959183673417,0.0032653061224490187,0.0077551020408163085,0.014693877551020251
34,34,0.9183673469387755,0.8947368421052632,0.9194728616084115,0.9709434498437055,0.001224489795918493,0.013061224489795964,0.0273469387755102,0.015918367346938633,0.009795918367346834,0.018775510204081525,0.029387755102040947,0.030612244897959107,0.00448979591836729,0.015510204081632728,0.026122448979591928,0.03142857142857147
35,35,0.8653061224489796,0.8307692307692308,0.8683219664677465,0.9634129013924411,-0.014285714285714235,0.022448979591836782,0.02693877551020396,0.026122448979591928,0.015918367346938855,-0.0053061224489795444,-0.003673469387755035,-0.009387755102040707,-0.04204081632653056,0.009387755102040818,0.032244897959183616,0.03591836734693887
36,36,0.8734693877551021,0.841025641025641,0.8770247229326513,0.966538789428815,-0.011836734693877471,0.0032653061224490187,0.009795918367346945,0.02408163265306129,-0.00040816326530612734,-0.0077551020408163085,-0.005714285714285672,-0.0032653061224487967,-0.03265306122448963,-0.003673469387755146,0.001224489795918382,0.014285714285714457
37,37,0.889795918367347,0.8615384615384616,0.894430235862461,0.9663256606990622,-0.01632653061224487,0.014693877551020362,0.03469387755102049,0.012653061224489726,0.004489795918367401,0.0053061224489796555,0.0040816326530613845,0.008571428571428563,-0.01224489795918371,0.005714285714285672,0.023265306122449148,0.011428571428571344
38,38,0.9102040816326531,0.8888888888888888,0.9194373401534527,0.9712986643932935,-0.018775510204081525,0.021632653061224527,0.01714285714285735,0.022448979591836782,0.001224489795918382,0.010204081632653073,0.015510204081632617,0.017551020408163254,-0.002448979591836653,0.02244897959183667,0.021632653061224527,0.0257142857142858
39,39,0.9061224489795918,0.8808290155440415,0.909668940039784,0.9663256606990622,-0.01224489795918382,0.014693877551020362,0.0053061224489796555,0.011428571428571566,-0.004489795918367401,0.0032653061224490187,0.0028571428571427804,0.00448979591836729,-0.0065306122448980375,0.0032653061224490187,0.007346938775510181,0.01346938775510187
