,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.C_top_CO2_fd3_scaled,feature_importance.C_top_CO2_fd2_scaled,feature_importance.C_top_CO2_fd1_scaled,feature_importance.C_top_CO2_scaled
55,11,0,55,0.9152777777777777,0.9127305591961555,0.8651007859145086,0.9484285427494368,1.6488489438483735,-1.187838695444683,1.0502696240443972,-2.154897952626025,6.041788361126625,0.1540277777777778,0.10423611111111106,0.08854166666666666,0.0008333333333333304
56,11,1,56,0.8590704647676162,0.8541363797064286,0.8250465978747525,0.9145721642551066,0.2927691203638453,0.2463340613368933,0.8399510525568161,0.16580046110335306,3.7367858844159665,0.13208395802098946,0.10202398800599699,0.07916041979010492,0.0056971514242878385
57,11,2,57,0.8693733451015004,0.8625618853066018,0.8243897661727161,0.8983472693133773,1.534439673198506,-1.4276145745515714,1.9427048417892367,-0.60737080360825,4.342283569785915,0.13353927625772286,0.08517210944395409,0.07855251544571933,-0.0009708737864077777
58,11,3,58,0.828125,0.8272029005469593,0.8221399558445044,0.8586810680262982,-3.147852379647878,-0.3196027442121819,3.5292752416987314,2.831681889031726,3.4804010627804005,0.15998263888888886,0.12951388888888887,0.10815972222222223,0.00972222222222222
59,11,4,59,0.8819444444444444,0.8773215389774384,0.7943987513810217,0.8715869035301547,1.1726569612948474,0.5247032680302769,2.490463036574794,-1.699548802927233,1.3665667311938516,0.1075520833333333,0.05295138888888886,0.06684027777777776,0.004513888888888873
60,12,0,60,0.84375,0.841254460440507,0.8143226666893195,0.8511242874981949,-0.44379381497660436,-0.7828962180455447,1.1724769218051874,1.5046835258389637,2.9038872719230238,0.16215277777777776,0.11875,0.098125,-0.002361111111111103
61,12,1,61,0.7977011494252874,0.7796936603279626,0.7284705211751475,0.6925482583845572,-0.47315519567409015,-0.5247319646521095,1.223132762656271,0.7341342438661759,4.592889555227794,0.10567049808429119,0.10122605363984674,0.08007662835249042,0.011340996168582373
62,12,2,62,0.8782742681047766,0.874720499268985,0.8508408634538153,0.9189432730923696,-0.6619867009768982,-0.37634757584431483,0.09687149862903897,-0.9013081536724564,7.135161503274295,0.15593220338983052,0.11171032357473036,0.08497688751926041,0.007935285053929153
63,12,3,63,0.8375984251968503,0.8254530018248253,0.7675075069801746,0.8835540063567879,-0.6465876887467916,0.15743585155996137,4.430637208550755,-1.009334039554683,2.1536097001016783,0.08641732283464562,0.03769685039370072,0.057578740157480254,0.007283464566929121
64,12,4,64,0.9131944444444444,0.9091122564249601,0.8363056226284926,0.9344342876854088,-0.16859885672224148,-0.33628184615367135,-1.8375876625730327,-0.6376358451031946,6.935098860135284,0.11597222222222218,0.09913194444444441,0.07977430555555555,0.011197916666666663
