,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.B_top_CO2_fd3_scaled,feature_importance.B_top_CO2_fd2_scaled,feature_importance.B_top_CO2_fd1_scaled,feature_importance.B_top_CO2_scaled
21,4,1,21,0.905982905982906,0.901783788320544,0.8448903564473795,0.928169169469652,0.263425789364657,0.3211388339019263,0.7275740076580894,-1.4600631450615695,5.485823804276643,0.14373219373219376,0.11139601139601138,0.07457264957264957,0.0022079772079771965
22,4,2,22,0.8865900383141763,0.8891294801496397,0.8667540983606558,0.9162622950819673,0.23136368088960002,0.21479490139606933,-0.21682768763438337,-1.1918083801541883,6.209533495071979,0.17356321839080463,0.15180076628352493,0.09601532567049811,-0.009501915708812248
23,4,3,23,0.9149305555555556,0.9146500178486436,0.9014743882048943,0.9613686646062387,-2.3153501048062903,-0.0823870524876664,1.3837305386483068,1.5656493060915717,4.606231876736173,0.19800347222222223,0.16050347222222228,0.1127604166666667,0.005642361111111149
24,4,4,24,0.7868068833652008,0.7837675959086897,0.7865812640753415,0.8221461788189874,-0.42711663251749704,-0.7761716280809052,-0.6274102091173462,1.766683806578751,5.908817854054597,0.13336520076481836,0.09369024856596557,0.06950286806883366,-0.013479923518164428
25,5,0,25,0.8638888888888889,0.869634960918963,0.8839344798614054,0.9615940358729946,0.09521629345397793,0.6602494140768869,-0.03346248330649542,0.2956749119113956,4.269391465134086,0.15958333333333335,0.14770833333333333,0.11277777777777782,0.05472222222222225
26,5,1,26,0.8490408673894912,0.8425802100265282,0.8086462450592886,0.8940052700922265,1.2440812843540616,-0.9755942104346796,0.5090616002356539,-0.15077489890829093,5.112230862936437,0.13527939949958298,0.09908256880733946,0.06680567139282738,-0.0027522935779816238
27,5,2,27,0.8358895705521472,0.8331320269199517,0.8256280165697565,0.9109114316117508,-0.4551348736080791,1.0889199262242475,2.1299071293379908,-1.2779468163654197,2.7236703891411995,0.14547546012269935,0.09953987730061342,0.07400306748466254,0.00368098159509197
28,5,3,28,0.9220430107526881,0.9196245605119439,0.8575987669497135,0.9205609244094787,-0.9887405597298234,-0.4744556711221648,1.5029474393571776,-0.276865328916541,5.561703291391826,0.15913978494623654,0.12284946236559136,0.07885304659498206,0.005017921146953363
29,5,4,29,0.8697916666666666,0.8648383684574559,0.8295106351331252,0.8911365627117523,0.6079327229938909,-0.6706201237936732,0.7237055303040715,0.5210053760276854,4.436141251973884,0.15434027777777776,0.1177083333333333,0.08315972222222219,0.003298611111111083
30,6,0,30,0.8268365817091454,0.8245375600479771,0.8248783010489157,0.8633981270166051,-1.1893659785431545,1.6889064221268937,1.95758684106956,-0.5448101563297849,2.465838748329815,0.14100449775112445,0.1103448275862069,0.0861319340329835,0.00029985007496251547
31,6,1,31,0.9309116809116809,0.9303115468667847,0.8750051352276618,0.9382369051694626,-0.9477704021528561,1.9658358966297849,1.8055573508445353,-2.10032160908139,4.146433437667447,0.13468660968660964,0.114031339031339,0.07329059829059824,0.007549857549857475
32,6,2,32,0.8340277777777778,0.8315823974737018,0.8221464011338531,0.8716770008566629,-0.9041116317418201,1.2970423057148426,1.123119238807808,1.4224024493490566,2.37494466979125,0.1440277777777778,0.10958333333333337,0.07583333333333339,-0.0009722222222222187
33,6,3,33,0.8838582677165354,0.8840215671499111,0.8842412489471313,0.9337172631290278,1.0617353682942483,-0.47028026173446735,-0.014756523219549605,0.5688754616754812,4.745498377568447,0.22244094488188973,0.187007874015748,0.14104330708661414,-0.006397637795275579
34,6,4,34,0.9754178957718781,0.9730934915151599,0.8164120994309674,0.8562443845462714,-0.7438443243187577,-0.32103323927416694,1.2058080320068059,-0.47349429654840414,5.735172704530978,0.06647000983284171,0.05506391347099315,0.03441494591937072,0.0001966568338249819
35,7,0,35,0.8440366972477065,0.8381676737148802,0.8072701719281321,0.8670132623467266,0.7734741046331469,-0.17297114670438982,0.18130943157461926,1.0039005518220165,4.210408268293244,0.14512093411175986,0.11351125938281906,0.0783152627189325,-0.007172643869891526
36,7,1,36,0.8450920245398773,0.8423556912920424,0.8354673495518565,0.9126428605301845,-0.7347339064005279,-0.5965255808388272,1.710485896088315,-1.471794233155584,6.381986807401585,0.14110429447852763,0.111579754601227,0.09486196319018406,0.006978527607361962
37,7,2,37,0.9409722222222222,0.9420250569842128,0.9134128506188,0.966038438720181,-0.2648308727258982,0.40389496968728233,-0.4399371118435595,-0.5751791790797441,6.162320020015983,0.14361111111111108,0.12493055555555554,0.08673611111111112,0.0
38,7,3,38,0.8524305555555556,0.8475042140712928,0.8117105512785949,0.8391796223626795,-2.388298941796088,0.784872775580329,0.5715505245253917,2.9128500610671364,2.5960610918073286,0.15546875000000002,0.12048611111111114,0.07604166666666669,0.003819444444444475
39,7,4,39,0.9157706093189965,0.9156581571756605,0.904302294197031,0.9573585245164193,1.3745860562785626,-0.8758399651698316,0.17839371208765126,0.8985242300460785,4.368621975291594,0.21227598566308248,0.16998207885304664,0.12258064516129034,0.001254480286738391
40,8,0,40,0.834045584045584,0.8315937780149343,0.8276837999409314,0.8778482753001804,-1.0414208689202988,1.5354379994625085,1.274232053585535,1.4190159489256526,1.1258873432945689,0.14957264957264957,0.10056980056980054,0.08091168091168088,0.01096866096866097
