,repeat,fold,split_id,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.B_low_CO2_fd3_scaled,feature_importance.B_low_CO2_fd2_scaled,feature_importance.B_low_CO2_fd1_scaled,feature_importance.B_low_CO2_scaled
79,15,4,79,0.7896749521988528,0.7837673021096029,0.7857404155692127,0.857499268364062,-2.06005693276908,0.5091548840851227,1.6517316655892171,0.845977677019188,3.3653402630572966,0.12065009560229442,0.0831739961759082,0.06472275334608027,-0.0039196940726577536
80,16,0,80,0.8375,0.8341744528820164,0.7727316663320768,0.8419521214239155,-0.28331398826115084,0.7467253612289592,3.571780480135421,-0.6983488130832742,1.6592198159000828,0.12284722222222225,0.06972222222222223,0.07722222222222228,0.0005555555555555536
81,16,1,81,0.8375,0.8349738310817284,0.8274176478499078,0.8960904046418525,-1.5796769138826428,-0.4851558761525686,2.3451576873284488,0.13821980623087907,4.914180571769745,0.14756944444444448,0.12222222222222223,0.08097222222222226,0.0095138888888889
82,16,2,82,0.9097222222222222,0.9091137980427889,0.8319789180314298,0.9344085873149465,-0.7538398684469378,0.5722993765933575,1.3048749475219872,-0.34883758175074453,4.4879601257628945,0.12173611111111109,0.0777083333333333,0.06020833333333332,0.004930555555555538
83,16,3,83,0.8,0.7931737506080082,0.7858130999435347,0.868746470920384,2.0010125899955047,-0.355848173368816,1.8298571202683134,-1.4238715538608564,3.402694190099222,0.1257988165680474,0.0695857988165681,0.0507692307692308,0.01278106508875746
84,16,4,84,0.8087954110898662,0.7965165392071405,0.7619439772661369,0.8442885035473332,-0.32893408077967334,0.19386229932228385,2.8815067048939023,0.6308414720712925,2.1028132730280737,0.12629063097514343,0.08011472275334611,0.05334608030592737,-0.004780114722753304
85,17,0,85,0.8489148580968281,0.8447416560258011,0.8267993037273604,0.9203170629954109,1.2265426644270867,-0.09852494421137396,0.5803680320003082,-0.1750564466897676,3.8934815351142613,0.14115191986644413,0.12153589315525881,0.08831385642737902,0.012103505843071849
86,17,1,86,0.9048611111111111,0.9073638895485595,0.8587349439147891,0.9307178631051752,1.3070844671358373,0.6732008670181072,1.0768977672679352,-1.8015532072120084,3.387529337084177,0.16173611111111108,0.12076388888888889,0.09791666666666667,0.019097222222222255
87,17,2,87,0.7777777777777778,0.7671374889338892,0.7527068258574316,0.8409598598010574,-2.3679863873130476,-0.0036444514172407224,3.9284720490453195,0.6067610831907392,2.827044483002733,0.09993055555555555,0.06506944444444444,0.041388888888888906,0.011597222222222248
88,17,3,88,0.818100358422939,0.8170224696928369,0.7905802968960864,0.829621232568601,1.6620362021742632,1.0423660164061932,2.340955769150841,-2.581169312296722,1.6657172073239186,0.14901433691756272,0.09480286738351254,0.07096774193548386,-0.0009856630824372937
89,17,4,89,0.8338249754178958,0.8207548188552704,0.7565956763412175,0.8436443286551691,0.43431361307218064,-0.004787584073776614,2.299664680192479,-1.9674249968525357,4.425537944807446,0.1073746312684366,0.07482792527040318,0.04434611602753199,-0.0025565388397246424
90,18,0,90,0.7791411042944786,0.7759327510766382,0.7673992673992673,0.8380050938644688,0.4373473510907742,0.689984842304603,3.4444191864193234,-1.1644922950425498,1.1656847850803964,0.12768404907975467,0.07315950920245404,0.055981595092024605,-0.011119631901840421
91,18,1,91,0.8575498575498576,0.8481827474500993,0.7704759045881728,0.8905976195790777,0.33809222886560664,-0.3069845786275394,1.9997267621158152,-0.13767335156315372,3.724969096191714,0.11958689458689462,0.06794871794871797,0.048789173789173815,0.016239316239316248
92,18,2,92,0.7808429118773946,0.7701505346217101,0.7556924180817985,0.8464195168619947,-1.3980736451868678,-0.43888624663015924,3.8879132378760732,0.20191919707604447,3.2939059590808024,0.10191570881226056,0.05601532567049807,0.04628352490421454,-0.0003831417624521216
93,18,3,93,0.8394097222222222,0.8446600845891985,0.8127301889034098,0.8762750555847858,-1.105824701931461,0.8727343200416767,2.6147440101524304,-0.590793727951839,3.350443144544672,0.16467013888888887,0.12057291666666665,0.09374999999999999,-0.004687500000000022
94,18,4,94,0.9330783938814532,0.9316281715586251,0.8926399493534896,0.9593916663469285,-0.44475845164903827,1.052246269642134,2.269794499390722,-0.8544350540285129,2.8564045940084384,0.16376673040152964,0.1200764818355641,0.09369024856596561,0.010803059273422611
95,19,0,95,0.8404558404558404,0.8379716793178331,0.8301759064567413,0.9131093902251397,0.006880039649578704,0.1652472909149592,1.414062685452471,-0.8877793265788217,4.1980315331780576,0.15227920227920225,0.10890313390313389,0.08205128205128201,0.007478632478632452
96,19,1,96,0.874251497005988,0.8727448268319289,0.8087853674870249,0.8746149338690774,1.81803546066294,0.7622005511513932,0.7826453876375872,-0.24670120005724192,2.0898624160166537,0.15842600513259195,0.11223267750213858,0.08118049615055603,0.003849443969204458
97,19,2,97,0.7777777777777778,0.7698548151854797,0.7319965375532603,0.7783950046642183,-2.222475731975078,0.7671834712356185,2.243362414351631,1.6441993410383762,1.5695857975664382,0.12222222222222223,0.07375000000000001,0.05090277777777781,-0.008194444444444416
98,19,3,98,0.8957934990439771,0.8906856701263092,0.8212094952484811,0.9043318663343198,-0.3375594311974825,0.5462199941909996,3.388313681046205,-1.218527371161531,2.8979005219437104,0.11720841300191209,0.07887189292543026,0.06500956022944554,0.019598470363288767
99,19,4,99,0.8480902777777778,0.8422343449536329,0.8007143942848457,0.867105774264917,-2.522709146068525,0.6840418366187571,3.3459886619370334,0.38602485487799865,3.2782087128596706,0.16137152777777777,0.10225694444444447,0.07812500000000001,-0.0028645833333333036
